"{""chat"": [{""sex"": ""1"", ""content"": ""我们能够认识也算一种缘分吧""}, {""sex"": ""2"", ""content"": ""认识是一种缘分，但可能不适合""}, {""sex"": ""1"", ""content"": ""没事，适合不适合我们试试才知道啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还能好好聊么""}, {""sex"": ""1"", ""content"": ""好好聊天的关键是真心相待。""}, {""sex"": ""1"", ""content"": ""不能，这辈子就和你杠上了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""该回家了""}, {""sex"": ""1"", ""content"": ""牵着我的手，我带你回家""}, {""sex"": ""1"", ""content"": ""你家还是我家？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""烦死啦""}, {""sex"": ""1"", ""content"": ""那就别去想了，做点别的放松一下吧。""}, {""sex"": ""1"", ""content"": ""你把烦烦死了，就不烦了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忘记啦""}, {""sex"": ""1"", ""content"": ""没有啊，你都记在我心里了啊。""}, {""sex"": ""1"", ""content"": ""不会的，你都记在我心里了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给忘了""}, {""sex"": ""1"", ""content"": ""竟然忘记了，也太伤我的心了""}, {""sex"": ""1"", ""content"": ""记性这么差，还好你还没有把我忘掉""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很喜欢""}, {""sex"": ""1"", ""content"": ""我就知道小仙女会喜欢。""}, {""sex"": ""1"", ""content"": ""听到你说很喜欢我觉得很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都老了还那么讲究""}, {""sex"": ""1"", ""content"": ""老了才变得这么讲究啊。""}, {""sex"": ""1"", ""content"": ""对你的喜欢就是这么讲究。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱情伤人""}, {""sex"": ""1"", ""content"": ""如果不伤人，那还能叫做爱情嘛。""}, {""sex"": ""1"", ""content"": ""可是还是有人去相信爱情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""出去啊""}, {""sex"": ""1"", ""content"": ""这么热的天你要出去哪里呀""}, {""sex"": ""1"", ""content"": ""出去记得抹防晒爽打太阳伞哦，可别把小仙女给晒黑了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不够美""}, {""sex"": ""1"", ""content"": ""你够好看就行。""}, {""sex"": ""1"", ""content"": ""仙女还不够美啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""热得要死""}, {""sex"": ""1"", ""content"": ""这时候空调才是真爱啊。""}, {""sex"": ""1"", ""content"": ""热一热出个汗对身体也好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在打雷""}, {""sex"": ""1"", ""content"": ""没想到女汉子也有这一天啊""}, {""sex"": ""1"", ""content"": ""我猜这时候你应该躲在我怀里呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看一下你照片""}, {""sex"": ""1"", ""content"": ""照片这有啥好看的，都是照骗。""}, {""sex"": ""1"", ""content"": ""照骗照骗，怎么可以相信呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太阳真大""}, {""sex"": ""1"", ""content"": ""快到我心里来避暑。""}, {""sex"": ""1"", ""content"": ""所以不可以乱跑哦，把我的小仙女晒黑了可怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想跟你玩""}, {""sex"": ""1"", ""content"": ""你要是想跟我玩，我都会抽出时间来陪你的。""}, {""sex"": ""1"", ""content"": ""我想跟你玩一个恋爱游戏。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啊嘞？""}, {""sex"": ""1"", ""content"": ""嗯？我说我喜欢你，你听清楚了吗？""}, {""sex"": ""1"", ""content"": ""你发楞的样子也太可爱了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这位小哥哥真会搭讪""}, {""sex"": ""1"", ""content"": ""小哥哥只会搭讪你哦""}, {""sex"": ""1"", ""content"": ""小仙女是不是对小哥哥很有好感啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要回来""}, {""sex"": ""1"", ""content"": ""我要是不回来我会后悔的。""}, {""sex"": ""1"", ""content"": ""可是我已经在回来的路上了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也觉得是这样""}, {""sex"": ""1"", ""content"": ""没想到我们的想法竟然不谋而合。""}, {""sex"": ""1"", ""content"": ""原来小仙女也赞成我的想法呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有觉得""}, {""sex"": ""1"", ""content"": ""这难道不是你很迟钝的表现吗？""}, {""sex"": ""1"", ""content"": ""好吧，没觉得也没关系呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的忙""}, {""sex"": ""1"", ""content"": ""忙归忙，记得要好好照顾自己啊。""}, {""sex"": ""1"", ""content"": ""看到你这么忙我觉得好心疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让你开心一下""}, {""sex"": ""1"", ""content"": ""你开心，我不就开心了吗。""}, {""sex"": ""1"", ""content"": ""开开心心的与你相遇挺好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""眼睛里有啥""}, {""sex"": ""1"", ""content"": ""你的眼里有星星，而我的眼里有你。""}, {""sex"": ""1"", ""content"": ""进沙子了，你帮我吹吹吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我睡了，好困""}, {""sex"": ""1"", ""content"": ""那就祝你有个好梦。""}, {""sex"": ""1"", ""content"": ""那我们就在梦里聊天吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你要我回你什么呢""}, {""sex"": ""1"", ""content"": ""你什么时候变成了聊天终结者了。""}, {""sex"": ""1"", ""content"": ""你回什么都是我要的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱你胜过爱自己""}, {""sex"": ""1"", ""content"": ""但是我请你务必好好的爱自己。""}, {""sex"": ""1"", ""content"": ""放心吧，我一定会好好爱自己的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""扯那么多""}, {""sex"": ""1"", ""content"": ""多扯一点，我们的感情才会越来越好呀。""}, {""sex"": ""1"", ""content"": ""以后我们之间还要扯更多呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""差点就信你了""}, {""sex"": ""1"", ""content"": ""差点我就有女朋友了。""}, {""sex"": ""1"", ""content"": ""差点是谁？为什么要破坏你对我的信任？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""暂时没有工作""}, {""sex"": ""1"", ""content"": ""不要紧，你要是没钱吃饭就来找我。""}, {""sex"": ""1"", ""content"": ""那你要不要考虑来投奔我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""暂时无业""}, {""sex"": ""1"", ""content"": ""无业正好，我来养你""}, {""sex"": ""1"", ""content"": ""那你刚好可以趁这段时间放松一下""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""如果你前女友找你复合你会同意吗""}, {""sex"": ""1"", ""content"": ""有了你，我为什么要同意。""}, {""sex"": ""1"", ""content"": ""过去的就过去了，为什么还要怀旧呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里厉害了""}, {""sex"": ""1"", ""content"": ""你浑身会发光，你说厉不厉害？""}, {""sex"": ""1"", ""content"": ""悄悄偷走我的心，当然厉害了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么朋友啊""}, {""sex"": ""1"", ""content"": ""当然是男女朋友了。""}, {""sex"": ""1"", ""content"": ""我要是说女朋友你会吃醋吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想一想安全感是什么""}, {""sex"": ""1"", ""content"": ""陪在你身边，没有任何秘密！""}, {""sex"": ""1"", ""content"": ""不用想了，你让我知道什么叫做安全感。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累死俺了""}, {""sex"": ""1"", ""content"": ""我给你按摩按摩，我的手法可是相当好的""}, {""sex"": ""1"", ""content"": ""快休息休息，你把我媳妇累死了我要找你算账的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不难约呀""}, {""sex"": ""1"", ""content"": ""那我现在约你可以吗？""}, {""sex"": ""1"", ""content"": ""不难约，可是得提前预约呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你上班去""}, {""sex"": ""1"", ""content"": ""多赚点钱，以后包养你""}, {""sex"": ""1"", ""content"": ""上班还不是要偷偷想你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你啥时候去上班""}, {""sex"": ""1"", ""content"": ""别担心，我不上班也能养得起你。""}, {""sex"": ""1"", ""content"": ""心情好就去上，心情不好就再说吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是谁家小可爱啊""}, {""sex"": ""1"", ""content"": ""你是我家的小可爱。""}, {""sex"": ""1"", ""content"": ""怎么，看上小可爱了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在干嘛呀小哥哥""}, {""sex"": ""1"", ""content"": ""还能干嘛，在等你这个小姐姐呢。""}, {""sex"": ""1"", ""content"": ""在等一个仙女问我在干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪的人啊""}, {""sex"": ""1"", ""content"": ""我是属于你的人。""}, {""sex"": ""1"", ""content"": ""想知道你的婆家在哪里吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你懂得真多""}, {""sex"": ""1"", ""content"": ""其实最想懂得还是你这个人啊。""}, {""sex"": ""1"", ""content"": ""这不是为了能好好照顾你嘛！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天天气是真的好""}, {""sex"": ""1"", ""content"": ""正好适合我们出去约个会。""}, {""sex"": ""1"", ""content"": ""有没有觉得，特别适合出去谈个恋爱？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真人很丑""}, {""sex"": ""1"", ""content"": ""我都没看过，怎么知道丑不丑。""}, {""sex"": ""1"", ""content"": ""我不要你觉得，我要我觉得。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很心疼你""}, {""sex"": ""1"", ""content"": ""那麻烦你抱抱我。""}, {""sex"": ""1"", ""content"": ""心疼我，还不来亲亲我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""叫大姐姐""}, {""sex"": ""1"", ""content"": ""请你哪里大了！""}, {""sex"": ""1"", ""content"": ""小姐姐！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头疼怎么办""}, {""sex"": ""1"", ""content"": ""是不是没睡好觉，怎么会头疼呢？""}, {""sex"": ""1"", ""content"": ""快到床上躺着，别玩手机了，睡一觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""欣赏不来""}, {""sex"": ""1"", ""content"": ""看来我们的审美不在一个点上""}, {""sex"": ""1"", ""content"": ""我知道你最欣赏的就是我了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗓子有点痛""}, {""sex"": ""1"", ""content"": ""该不会是要感冒了吧，赶紧多喝点水""}, {""sex"": ""1"", ""content"": ""有可能是扁桃体发炎了，你要喝点感冒药预防一下感冒才行了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是什么改变了你""}, {""sex"": ""1"", ""content"": ""除了你，谁还能改变我啊。""}, {""sex"": ""1"", ""content"": ""是时间改变了我对于这个世界的看法。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在直播啊""}, {""sex"": ""1"", ""content"": ""房间ID告诉我，我去给你捧捧场啊""}, {""sex"": ""1"", ""content"": ""我也要看你直播，我要做你头号粉丝""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没吃饭吗""}, {""sex"": ""1"", ""content"": ""你要请我吃饭吗？""}, {""sex"": ""1"", ""content"": ""你不在身边，没什么胃口吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭的时候""}, {""sex"": ""1"", ""content"": ""吃饭的时候想着你是不是会让饭变得更好吃？""}, {""sex"": ""1"", ""content"": ""要是能跟你一起吃饭就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你希望我怎么做""}, {""sex"": ""1"", ""content"": ""我希望你做我女朋友。""}, {""sex"": ""1"", ""content"": ""我希望你做的事你会如我所愿吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是你有故事我没有""}, {""sex"": ""1"", ""content"": ""我有故事，那你有酒啊。""}, {""sex"": ""1"", ""content"": ""关于我们的故事，你不想听吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让你睡那么晚""}, {""sex"": ""1"", ""content"": ""熬夜上瘾是一个很痛苦的事情。""}, {""sex"": ""1"", ""content"": ""晚睡早起不是一个生活常态吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会疼我吗""}, {""sex"": ""1"", ""content"": ""我为什么不会疼你呢。""}, {""sex"": ""1"", ""content"": ""傻瓜，你怎么会问这么显而易见的问题呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对我这么好呀""}, {""sex"": ""1"", ""content"": ""想把你宠上天，除了我没人受得了你的坏脾气。""}, {""sex"": ""1"", ""content"": ""我想一辈子对你好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女生不主动说话""}, {""sex"": ""1"", ""content"": ""是不是好看的人都比较高冷？""}, {""sex"": ""1"", ""content"": ""都不跟我说话，你是不是认生哦？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""内心脆弱""}, {""sex"": ""1"", ""content"": ""你的内心有我来守护。""}, {""sex"": ""1"", ""content"": ""小仙女这么脆弱，我要好好保护才行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不带这样子玩的""}, {""sex"": ""1"", ""content"": ""那你想怎么样啊？""}, {""sex"": ""1"", ""content"": ""这不都是很正常的喜欢你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好凶的样子""}, {""sex"": ""1"", ""content"": ""都是假象，其实我是很温柔的人""}, {""sex"": ""1"", ""content"": ""别看我凶凶的样子，其实我很善良的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在家里待着呢""}, {""sex"": ""1"", ""content"": ""那你 欢不欢迎我来你家待着呢。""}, {""sex"": ""1"", ""content"": ""看来我有必要去你家待会儿了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有，在家""}, {""sex"": ""1"", ""content"": ""果然家里是最安全的地方了。""}, {""sex"": ""1"", ""content"": ""那就在家里好好跟我聊天吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要给我发红包吗""}, {""sex"": ""1"", ""content"": ""我发的红包，只有我另一半能收""}, {""sex"": ""1"", ""content"": ""红包发了，你要答应我一个条件""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那没有办法""}, {""sex"": ""1"", ""content"": ""一点办法都没有吗，不可以想想办法吗？""}, {""sex"": ""1"", ""content"": ""办法肯定会有的，就是要看你愿不愿意了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会吃胖的""}, {""sex"": ""1"", ""content"": ""你还担心自己不会胖呀！""}, {""sex"": ""1"", ""content"": ""能吃是福，多吃点才好呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚好，习惯了""}, {""sex"": ""1"", ""content"": ""那你什么时候能习惯着喜欢我？""}, {""sex"": ""1"", ""content"": ""你的习惯会改变的，因为我来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不知道你是谁啊""}, {""sex"": ""1"", ""content"": ""以后总会有机会知道的不是吗？""}, {""sex"": ""1"", ""content"": ""现在名字还重要吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一点多吧""}, {""sex"": ""1"", ""content"": ""以后早点睡行不行，女孩子熬夜不好。""}, {""sex"": ""1"", ""content"": ""这么晚睡，不怕长黑眼圈嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么时候发工资""}, {""sex"": ""1"", ""content"": ""下个月发，就盼着发工资的日子赶紧来了""}, {""sex"": ""1"", ""content"": ""怎么，想在我发工资的时候好好搓一顿吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""把你打死""}, {""sex"": ""1"", ""content"": ""不会不会，你才不是这么心狠手辣的人呢。""}, {""sex"": ""1"", ""content"": ""打死我你就要守寡了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你先养好自己吧""}, {""sex"": ""1"", ""content"": ""你放心，我会养好自己的，以后才能好好养你。""}, {""sex"": ""1"", ""content"": ""我养不好自己你会来照顾我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想不到吧""}, {""sex"": ""1"", ""content"": ""我最怕你想不到我是这么喜欢你。""}, {""sex"": ""1"", ""content"": ""我觉得嘛只有你想不到没有我想不到的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你去哪了？""}, {""sex"": ""1"", ""content"": ""我去你心里了啊。""}, {""sex"": ""1"", ""content"": ""我一直在你身边，没有离开过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男人都是一样的""}, {""sex"": ""1"", ""content"": ""所以我这男孩与众不同啊。""}, {""sex"": ""1"", ""content"": ""你没试过又怎么知道我和他们一样呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在做啥呢""}, {""sex"": ""1"", ""content"": ""上着班，偷偷想你呢。""}, {""sex"": ""1"", ""content"": ""我还能做啥呢，当然是上班赚钱养你啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不喜欢比我矮的""}, {""sex"": ""1"", ""content"": ""我比你矮还不是为了体现你的高度呀。""}, {""sex"": ""1"", ""content"": ""但是矮了一点，不过身影很高大。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不喜欢矮的""}, {""sex"": ""1"", ""content"": ""我貌似看起来也不是很矮啊。""}, {""sex"": ""1"", ""content"": ""这还不是为了凸显你这仙女的高度吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那不对""}, {""sex"": ""1"", ""content"": ""怎么不对啦，请小仙女告知。""}, {""sex"": ""1"", ""content"": ""有一件事肯定没错，那就是你是我女朋友的事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去看电影了""}, {""sex"": ""1"", ""content"": ""我想变成电影。""}, {""sex"": ""1"", ""content"": ""看什么电影，只要看你就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我谢谢你哈""}, {""sex"": ""1"", ""content"": ""我们之间还需要说谢谢吗？""}, {""sex"": ""1"", ""content"": ""谢？女朋友需要和男朋友说谢谢吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好有才华""}, {""sex"": ""1"", ""content"": ""这么有才华的人已经不多了呀。""}, {""sex"": ""1"", ""content"": ""希望你能喜欢吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""竟然不理我""}, {""sex"": ""1"", ""content"": ""哪敢不理小仙女啊。""}, {""sex"": ""1"", ""content"": ""不好意思，想你想的走神了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你赶紧找个女朋友吧""}, {""sex"": ""1"", ""content"": ""你都没答应我怎么会有女朋友呢。""}, {""sex"": ""1"", ""content"": ""你不就是我的女朋友嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好难哦""}, {""sex"": ""1"", ""content"": ""我可以帮你哦。""}, {""sex"": ""1"", ""content"": ""不难不难，有我在一切都不是问题。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不可爱呀""}, {""sex"": ""1"", ""content"": ""你明明就是超级大可爱。""}, {""sex"": ""1"", ""content"": ""你现在这样就可爱得不得了了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要油嘴滑舌的""}, {""sex"": ""1"", ""content"": ""我的嘴巴很清爽的，不信你自己看。""}, {""sex"": ""1"", ""content"": ""好，那我去漱个口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有裙子""}, {""sex"": ""1"", ""content"": ""身为小仙女怎么可以没有裙子呢？""}, {""sex"": ""1"", ""content"": ""看来我得给你买些小裙子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想买又不想买""}, {""sex"": ""1"", ""content"": ""你这也太纠结了吧。""}, {""sex"": ""1"", ""content"": ""想买就下手，要是以后买不到了可是会后悔的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太难辽""}, {""sex"": ""1"", ""content"": ""新的一年真的是太难了呀！""}, {""sex"": ""1"", ""content"": ""所以才需要我们互相帮助呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哄人太难了""}, {""sex"": ""1"", ""content"": ""不难的话，要我干嘛！""}, {""sex"": ""1"", ""content"": ""我就是喜欢挑战有难度的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""闹小脾气""}, {""sex"": ""1"", ""content"": ""你的所有小脾气我都会包容的。""}, {""sex"": ""1"", ""content"": ""听说女孩子只会在喜欢的人面前闹小脾气哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不值钱吗""}, {""sex"": ""1"", ""content"": ""最多值五毛钱，不能再多了。""}, {""sex"": ""1"", ""content"": ""你可是宝贝，很值钱的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没吃饭""}, {""sex"": ""1"", ""content"": ""还不吃哦，我都听到你的小肚子在打鼓了。""}, {""sex"": ""2"", ""content"": ""哪有哦。""}, {""sex"": ""1"", ""content"": ""既然还没吃，我请你吃好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多大算大""}, {""sex"": ""1"", ""content"": ""不管你多大，都得叫我哥哥""}, {""sex"": ""1"", ""content"": ""难道不是多大都是小仙女吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最终还是一个人扛下了所有""}, {""sex"": ""1"", ""content"": ""对不起，我没能帮你扛点。""}, {""sex"": ""1"", ""content"": ""分我点吧，我帮你扛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你腻不腻啊""}, {""sex"": ""1"", ""content"": ""你在我身边，我怎么会腻呢。""}, {""sex"": ""1"", ""content"": ""腻啊，我们说好要腻在一起一辈子的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""油腻""}, {""sex"": ""1"", ""content"": ""一点都不油腻啊。""}, {""sex"": ""2"", ""content"": ""不会？""}, {""sex"": ""1"", ""content"": ""我都擦过嘴巴了，怎么会油腻呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""手机欠费""}, {""sex"": ""1"", ""content"": ""生活不易啊，话费都交不起了""}, {""sex"": ""1"", ""content"": ""你这是暗示我要帮你充话费吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这几天没胃口""}, {""sex"": ""1"", ""content"": ""是没有我做的饭菜就没胃口了吗？""}, {""sex"": ""1"", ""content"": ""你是没吃到自己喜欢吃的吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你那么暖，一定偷走了很多人的春天""}, {""sex"": ""1"", ""content"": ""我现在只想做你一个人的春天。""}, {""sex"": ""1"", ""content"": ""只可惜，今后我只暖你一个人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可能睡觉着""}, {""sex"": ""1"", ""content"": ""这个时间点，看来猪猪都要睡觉了。""}, {""sex"": ""1"", ""content"": ""我能想象你睡觉的样子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我才没那么无聊""}, {""sex"": ""1"", ""content"": ""要是我万一你就是这么无聊了呢。""}, {""sex"": ""1"", ""content"": ""那以后要无聊了，是不是需要我了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡午觉啦""}, {""sex"": ""1"", ""content"": ""小懒猪，午睡不可以睡太久，知道吗？""}, {""sex"": ""1"", ""content"": ""那小可爱好好休息，睡醒了我们再聊天，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那还是不要了""}, {""sex"": ""1"", ""content"": ""怎么能说不要就不要呢？""}, {""sex"": ""1"", ""content"": ""知道坚持的好品质有多重要吗？所以你不能轻言放弃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说点什么好""}, {""sex"": ""1"", ""content"": ""说啥都行啊，要不说句喜欢我听听？""}, {""sex"": ""1"", ""content"": ""腻喜欢听我说点啥呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡得有点晚""}, {""sex"": ""1"", ""content"": ""以后我来监督你早睡。""}, {""sex"": ""1"", ""content"": ""难怪起得也比较晚呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有希望""}, {""sex"": ""1"", ""content"": ""希望应该不会来的太晚。""}, {""sex"": ""1"", ""content"": ""因为我们之间一直都有希望。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有损形象""}, {""sex"": ""1"", ""content"": ""原来你还记得自己是有形象的呀。""}, {""sex"": ""1"", ""content"": ""是不是要注意一下在喜欢的人面前的形象？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也快哭死了""}, {""sex"": ""1"", ""content"": ""不能啊，你要是哭死了我可咋办。""}, {""sex"": ""1"", ""content"": ""我可舍不得让你死呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们在打牌""}, {""sex"": ""1"", ""content"": ""需不需要我帮你出谋划策呀？""}, {""sex"": ""1"", ""content"": ""我也好想跟你一起打牌呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别瞎闹""}, {""sex"": ""1"", ""content"": ""你没有感受到我的认真吗？""}, {""sex"": ""1"", ""content"": ""我没闹，我很认真在跟你的心沟通呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我岂不是很累""}, {""sex"": ""1"", ""content"": ""是啊，你这么辛苦，我得请你喝杯奶茶犒劳一下。""}, {""sex"": ""1"", ""content"": ""看到你这么累，我也很心疼呢。""}], ""lock"": 1}"
