"{""chat"": [{""sex"": ""2"", ""content"": ""先生你是哪位？""}, {""sex"": ""1"", ""content"": ""你竟然不记得我了，也罢，我们重新再认识一次吧""}, {""sex"": ""2"", ""content"": ""我们以前认识？""}, {""sex"": ""1"", ""content"": ""那是上辈子的事，多亏我还认得你的手和手毛""}, {""sex"": ""2"", ""content"": ""那你心里装的唯一的一个人是谁？""}, {""sex"": ""1"", ""content"": ""过高中的人都知道，心是分成两瓣的，左心房和右心房，左心房里面住着我最爱的女人，右心房里面住着最爱我的女人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""我帅吗""}, {""sex"": ""2"", ""content"": ""不帅 ""}, {""sex"": ""1"", ""content"": ""挺好，起码确定你加我不是垂涎我的美色""}, {""sex"": ""2"", ""content"": ""我呸，这么自恋""}, {""sex"": ""1"", ""content"": ""随地吐痰，罚款""}, {""sex"": ""1"", ""content"": ""老子撩你还这么凶""}, {""sex"": ""2"", ""content"": ""呸呸，我承受不起?""}, {""sex"": ""1"", ""content"": ""放心，我才一百一，没你重 ""}, {""sex"": ""1"", ""content"": ""记住我这个不一样的社会主义接班人，好了互相认识了可以进入真诚的环节了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怎么又看见你了？""}, {""sex"": ""1"", ""content"": ""这就是传说中的阴魂不散""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你你你你""}, {""sex"": ""1"", ""content"": ""没见过这么帅气的我吗？""}, {""sex"": ""1"", ""content"": ""怎么？看到我就害羞得接不上话来了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""呵呵，你想多了""}, {""sex"": ""1"", ""content"": ""你人这么美，不想多点合适吗。""}, {""sex"": ""1"", ""content"": ""我想的也不多，只是在想你而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近不忙""}, {""sex"": ""1"", ""content"": ""那你是不是可以跟我约会了""}, {""sex"": ""1"", ""content"": ""那就不会让自己累着了，不然我会心疼的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你就饿着吧""}, {""sex"": ""1"", ""content"": ""小心把我给饿没了。""}, {""sex"": ""1"", ""content"": ""饿着饿着，我就不饿了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都没话说了""}, {""sex"": ""1"", ""content"": ""看来你想对我说的话都转化成对我的爱意了。""}, {""sex"": ""1"", ""content"": ""说明我们的关系变得更好了，没话说但心里都有着对方。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""名字俗""}, {""sex"": ""1"", ""content"": ""俗到极致就是另一种潮流啊。""}, {""sex"": ""1"", ""content"": ""不会吧，肯定是很可爱的名字。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想说名字""}, {""sex"": ""1"", ""content"": ""难道你的名字里有什么密码？""}, {""sex"": ""1"", ""content"": ""是不是知道了你的名字就得娶你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""属啥""}, {""sex"": ""1"", ""content"": ""我是属于你的。""}, {""sex"": ""1"", ""content"": ""属真命天子""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有意思吗""}, {""sex"": ""1"", ""content"": ""完全没有任何的意思""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""不过和有意思的人在一起就有意思了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊人生吗""}, {""sex"": ""1"", ""content"": ""聊一聊关于我们的人生吧。""}, {""sex"": ""1"", ""content"": ""人生如戏，还需要聊吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不认识唉""}, {""sex"": ""1"", ""content"": ""那从现在开始认识也不算晚。""}, {""sex"": ""1"", ""content"": ""那我给你介绍介绍吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""命中注定的""}, {""sex"": ""1"", ""content"": ""命中注定我们会相遇。""}, {""sex"": ""1"", ""content"": ""对不起，我从来不相信什么命运。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小女今年芳龄十八""}, {""sex"": ""1"", ""content"": ""小生有礼了。""}, {""sex"": ""1"", ""content"": ""余生请多指教。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""绑架""}, {""sex"": ""1"", ""content"": ""你把我的心绑架了，你要拿什么还我？""}, {""sex"": ""1"", ""content"": ""我想把你绑在我身边一辈子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下雨天睡觉""}, {""sex"": ""1"", ""content"": ""下雨天不是更加适合用来想我吗。""}, {""sex"": ""1"", ""content"": ""下雨了，思念又变得更重了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哄我开心嘛""}, {""sex"": ""1"", ""content"": ""你是天底下最最最可爱的小仙女了，开不开心？""}, {""sex"": ""1"", ""content"": ""哄女孩子我最不会了，怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""醒的好早""}, {""sex"": ""1"", ""content"": ""早睡早起身体好啊，真的太好了。""}, {""sex"": ""1"", ""content"": ""醒得早不如醒的巧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的生活真好""}, {""sex"": ""1"", ""content"": ""生活是自己的，肯定要过成喜欢的样子呀。""}, {""sex"": ""1"", ""content"": ""你要是喜欢，可以跟我一起生活哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想过生日""}, {""sex"": ""1"", ""content"": ""你想过破蛋日？""}, {""sex"": ""1"", ""content"": ""嗯嗯，只要你愿意怎么样都行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡嘛""}, {""sex"": ""1"", ""content"": ""睡啊，怎么可以不睡呢""}, {""sex"": ""1"", ""content"": ""睡觉这种事情还是得你说了算。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我屋里停电了""}, {""sex"": ""1"", ""content"": ""别怕别怕，有我陪着你。""}, {""sex"": ""1"", ""content"": ""黑乎乎的是不是很难受？要不要来我家待会儿？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说我不可爱""}, {""sex"": ""1"", ""content"": ""那肯定是我说错了，你怎么不可爱呢。""}, {""sex"": ""1"", ""content"": ""对啊，你只是漂亮迷人而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还会想我""}, {""sex"": ""1"", ""content"": ""废话，我本来就会想你。""}, {""sex"": ""1"", ""content"": ""我要是不想你，还能是我吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别欺负我""}, {""sex"": ""1"", ""content"": ""我疼你还来不及呢，怎么舍得欺负你？""}, {""sex"": ""1"", ""content"": ""谁欺负谁还不一定呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""工作最重要""}, {""sex"": ""1"", ""content"": ""在我这里，没有什么比你更重要""}, {""sex"": ""1"", ""content"": ""那你好好工作，才能养得起我呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""微信怎么要""}, {""sex"": ""1"", ""content"": ""你介意朋友列表多一个人吗""}, {""sex"": ""1"", ""content"": ""可以把你的微信二维码存在我的手机上吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在忙着""}, {""sex"": ""1"", ""content"": ""我也在忙着和你聊天啊。""}, {""sex"": ""1"", ""content"": ""那你忙吧，我在旁边静静的等你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要找我""}, {""sex"": ""1"", ""content"": ""不找你我怕你一个人会寂寞。""}, {""sex"": ""1"", ""content"": ""不找你我们怎么增进感情？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你男朋友呢""}, {""sex"": ""1"", ""content"": ""又在开玩笑了，我只有女朋友。""}, {""sex"": ""1"", ""content"": ""你男朋友不就是我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么问她有没有男朋友""}, {""sex"": ""1"", ""content"": ""你这么聪明你男朋友知道吗""}, {""sex"": ""1"", ""content"": ""你这么漂亮你男朋友可有福了。""}, {""sex"": ""1"", ""content"": ""这个周末你有什么计划，陪男朋友吗?""}, {""sex"": ""1"", ""content"": ""你这件衣服好漂亮啊，是你男朋友给你买的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我回什么""}, {""sex"": ""1"", ""content"": ""你是聊天终结者吗？""}, {""sex"": ""1"", ""content"": ""你想回什么就回什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还没休息""}, {""sex"": ""1"", ""content"": ""那你准备啥时候休息啊。""}, {""sex"": ""1"", ""content"": ""那你准备什么时候休息呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""精神不太好""}, {""sex"": ""1"", ""content"": ""怎么了，是不是没有睡好？""}, {""sex"": ""1"", ""content"": ""精神不好可不行，那你要赶紧去看看医生。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还是嫌弃""}, {""sex"": ""1"", ""content"": ""嘤嘤嘤，被嫌弃了，我好难过啊""}, {""sex"": ""1"", ""content"": ""那我要怎么做你才不会嫌弃嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想看你""}, {""sex"": ""1"", ""content"": ""那就不看！闭上眼睛待在我身边。""}, {""sex"": ""1"", ""content"": ""那就在梦里想我吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要下班咯""}, {""sex"": ""1"", ""content"": ""感受到你的快乐了""}, {""sex"": ""1"", ""content"": ""美好的生活要来啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有那么重要吗？""}, {""sex"": ""1"", ""content"": ""很重要，不要低估你在我心里的位置。""}, {""sex"": ""1"", ""content"": ""你要是不重要我就不会天天跟你说废话了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢呢""}, {""sex"": ""1"", ""content"": ""喜欢就好呀，这说明你会觉得很开心。""}, {""sex"": ""1"", ""content"": ""你终于对我说你喜欢我了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想的到挺美的""}, {""sex"": ""1"", ""content"": ""你都这么美了，还不允许我想的美一点吗？""}, {""sex"": ""1"", ""content"": ""我只是想你想的比较美。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""节日快乐哈""}, {""sex"": ""1"", ""content"": ""吃了一嘴狗粮，我一点都不快乐""}, {""sex"": ""1"", ""content"": ""要我快乐应该是你陪我过节呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在不在""}, {""sex"": ""1"", ""content"": ""在你眼里，在你心里，在你脑海里。""}, {""sex"": ""2"", ""content"": ""啊？""}, {""sex"": ""1"", ""content"": ""我无处不在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你那边冷不冷""}, {""sex"": ""1"", ""content"": ""冷，不过有你在我心里就不冷了。""}, {""sex"": ""1"", ""content"": ""暖宝宝是人类很伟大的发明。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你冷不""}, {""sex"": ""1"", ""content"": ""有你在的心，怎么会冷呢。""}, {""sex"": ""1"", ""content"": ""我要是冷的话，可以给我抱抱吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也好累啊""}, {""sex"": ""1"", ""content"": ""那我给小仙女按按摩好不好？""}, {""sex"": ""1"", ""content"": ""累一点才有生活的意义呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是上天派来保护我的吗""}, {""sex"": ""1"", ""content"": ""不是，我是上天派来喜欢你的。""}, {""sex"": ""1"", ""content"": ""恭喜你猜对了，可惜没有奖励。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也是个逗比""}, {""sex"": ""1"", ""content"": ""这样咱们在一起就能有无穷无尽的欢乐了。""}, {""sex"": ""1"", ""content"": ""因为我要逗你开心呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的小宝贝已上线""}, {""sex"": ""1"", ""content"": ""那我得接好我的小宝贝了。""}, {""sex"": ""1"", ""content"": ""你这个小宝贝，我可等了很久。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""改时间了""}, {""sex"": ""1"", ""content"": ""怎么这么突然，改哪个时间了？""}, {""sex"": ""1"", ""content"": ""改时间怎么也没第一时间通知我呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那也是以后的事""}, {""sex"": ""1"", ""content"": ""那就让以后变得更加有希望吧。""}, {""sex"": ""1"", ""content"": ""以后的以后又是什么多久之后呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那开玩笑""}, {""sex"": ""1"", ""content"": ""我真愿意你所有的玩笑你都能当真""}, {""sex"": ""1"", ""content"": ""我没有开玩笑，我喜欢你是发自内心的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你什么时候回来？""}, {""sex"": ""1"", ""content"": ""是不是已经迫不及待想见到我了？""}, {""sex"": ""1"", ""content"": ""要是可以，我想现在就立马飞回去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老光棍""}, {""sex"": ""1"", ""content"": ""怎么想让我拯救一下你？""}, {""sex"": ""1"", ""content"": ""所以上帝派你来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现实点吧""}, {""sex"": ""1"", ""content"": ""活的太现实会失去很多乐趣的。""}, {""sex"": ""1"", ""content"": ""现实这么残酷，就不能想得美好一点吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么我适合甜甜的恋爱""}, {""sex"": ""1"", ""content"": ""因为你本身就是甜甜的。""}, {""sex"": ""1"", ""content"": ""甜甜的很幸福啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那世界上都是坏人""}, {""sex"": ""1"", ""content"": ""这下好了，让你遇见我这样的好人。""}, {""sex"": ""1"", ""content"": ""坏坏的我能被你喜欢上吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我养不起啊""}, {""sex"": ""1"", ""content"": ""我又不挑食，怎么会养不起呢。""}, {""sex"": ""1"", ""content"": ""放心，你家大米缸说了能养得起我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥几岁""}, {""sex"": ""1"", ""content"": ""你猜，猜对了告诉你！""}, {""sex"": ""1"", ""content"": ""不管几岁，都是你的小哥哥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""佳人有约""}, {""sex"": ""1"", ""content"": ""佳人何时约我？""}, {""sex"": ""1"", ""content"": ""哼，又背着我约了其他小哥哥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照片都不给""}, {""sex"": ""1"", ""content"": ""这不是怕照片不够好看吗。""}, {""sex"": ""1"", ""content"": ""都是照骗有啥好啊看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我好荣幸啊""}, {""sex"": ""1"", ""content"": ""这何尝不是我的荣幸呢？""}, {""sex"": ""1"", ""content"": ""嘿嘿，希望你会喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我累死了""}, {""sex"": ""1"", ""content"": ""我已经打开我的双手了。""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""累了还不赶紧回来我怀里""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也试试""}, {""sex"": ""1"", ""content"": ""试试就试试！反正不亏""}, {""sex"": ""1"", ""content"": ""万一出了啥事怎么办。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要叫我宝贝""}, {""sex"": ""1"", ""content"": ""那我叫你宝宝好了。""}, {""sex"": ""1"", ""content"": ""好的，老婆""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""饭可以乱吃话不能乱说""}, {""sex"": ""1"", ""content"": ""可是我没乱讲啊，我说的可都是实话。""}, {""sex"": ""1"", ""content"": ""那怎么办，话我已经说出口了，收不回了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要你哄我睡觉""}, {""sex"": ""1"", ""content"": ""我怕等会儿我把自己给哄睡着了。""}, {""sex"": ""1"", ""content"": ""乖，做个小仙女应该早点睡觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我感觉自己老了""}, {""sex"": ""1"", ""content"": ""瞎说，明明就是年轻貌美的小仙女。""}, {""sex"": ""1"", ""content"": ""你的感觉出错了，你重新感觉一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在干嘛(⊙o⊙?)""}, {""sex"": ""1"", ""content"": ""嘿嘿嘿，我正在想要对你干嘛呢""}, {""sex"": ""1"", ""content"": ""美女的问候我必须仔细考虑好好回答才行！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡的我头疼""}, {""sex"": ""1"", ""content"": ""睡神也知道睡太久会头疼啊。""}, {""sex"": ""1"", ""content"": ""那你还不快点起床运动一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在看淘宝""}, {""sex"": ""1"", ""content"": ""今年又准备为双11贡献多少？""}, {""sex"": ""1"", ""content"": ""淘宝不知道要祸害多少女人哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好坏的""}, {""sex"": ""1"", ""content"": ""你好坏啊，我好喜欢你呀。""}, {""sex"": ""1"", ""content"": ""男人不坏，女人不爱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才牙疼""}, {""sex"": ""1"", ""content"": ""想你想的牙疼不行啊。""}, {""sex"": ""1"", ""content"": ""你怎么让我牙疼？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下雨烦死了""}, {""sex"": ""1"", ""content"": ""下雨最适合想念一个人了。""}, {""sex"": ""1"", ""content"": ""烦着烦着就不怎么烦了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早晨的问候""}, {""sex"": ""1"", ""content"": ""早安，早餐想吃什么，给你买""}, {""sex"": ""1"", ""content"": ""早安！夜里的星星有没有我啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午好[咖啡]""}, {""sex"": ""1"", ""content"": ""下午易犯困，需要咖啡提神""}, {""sex"": ""1"", ""content"": ""多喝咖啡可以阻止我犯困吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还可以啊""}, {""sex"": ""1"", ""content"": ""只是还可以吗？没有很满意吗？""}, {""sex"": ""1"", ""content"": ""你都觉得可以，那我就把心放进肚子里了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又想干嘛""}, {""sex"": ""1"", ""content"": ""不想干嘛，就想跟你说说话。""}, {""sex"": ""1"", ""content"": ""我想干嘛能不能就干嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我吃的肉""}, {""sex"": ""1"", ""content"": ""多吃点肉，肉肉就会长到对的地方去""}, {""sex"": ""1"", ""content"": ""不光要吃肉哦，也要多吃些菜才行呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那还聊天""}, {""sex"": ""1"", ""content"": ""因为我舍不得你啊。""}, {""sex"": ""1"", ""content"": ""不聊天怎么排解我对你的相思之苦呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不太会主动""}, {""sex"": ""1"", ""content"": ""那就让我来主动点好了。""}, {""sex"": ""1"", ""content"": ""这不是还有来主动吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可能疯了""}, {""sex"": ""1"", ""content"": ""那需不需要我抓你去三院。""}, {""sex"": ""1"", ""content"": ""疯了才这么喜欢我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都已经这么胖了""}, {""sex"": ""1"", ""content"": ""每个胖子都已经被好好对待。""}, {""sex"": ""1"", ""content"": ""吃饱了才有力气减肥的啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""附近的人打招呼""}, {""sex"": ""1"", ""content"": ""你好，你附近的小可爱向你打招呼了。""}, {""sex"": ""1"", ""content"": ""HI，你好，我们是不是在什么地方见过?   ""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的？？""}, {""sex"": ""1"", ""content"": ""当然，我说的话还会有假吗？""}, {""sex"": ""1"", ""content"": ""骗你是小狗，肯定是真的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""居然不理我""}, {""sex"": ""1"", ""content"": ""谁不理你了，谁敢不理你，我去收拾他！""}, {""sex"": ""1"", ""content"": ""没有不理你呀，我只是手机没电啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不喜欢这么聊天""}, {""sex"": ""1"", ""content"": ""那我们可以打电话啊。""}, {""sex"": ""1"", ""content"": ""那我们就换个你喜欢的模式聊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不够好""}, {""sex"": ""1"", ""content"": ""你已经 够好了，不然怎么会被我爱上了呢。""}, {""sex"": ""1"", ""content"": ""笨蛋，你已经很好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请我喝奶茶吗""}, {""sex"": ""1"", ""content"": ""不止请你喝奶茶，还请你吃火锅。""}, {""sex"": ""1"", ""content"": ""当然要请小仙女喝奶茶。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢奶茶""}, {""sex"": ""1"", ""content"": ""我已经很久没尝过奶茶的味道了。""}, {""sex"": ""1"", ""content"": ""巧了，我也很喜欢呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别放在心上""}, {""sex"": ""1"", ""content"": ""嗯，我就当是玩笑了。""}, {""sex"": ""1"", ""content"": ""可你说的每一句话我都很认真放进心里了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没放心上""}, {""sex"": ""1"", ""content"": ""那就好，我可不想让你觉得不开心。""}, {""sex"": ""1"", ""content"": ""其他事都可以不放在心上，只要把我放在心上就可以了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你放心吧""}, {""sex"": ""1"", ""content"": ""没亲眼看到你我怎么都放不下心来""}, {""sex"": ""1"", ""content"": ""那我把心放你那了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在家待着呢""}, {""sex"": ""1"", ""content"": ""家里没有我，会不会觉得无聊？""}, {""sex"": ""1"", ""content"": ""原来是待在家想我呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才傻笑呢""}, {""sex"": ""1"", ""content"": ""看到你傻笑，不是很正常嘛。""}, {""sex"": ""1"", ""content"": ""那你有本事别给我笑啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在等公交""}, {""sex"": ""1"", ""content"": ""下次我陪你坐公交。""}, {""sex"": ""1"", ""content"": ""等公交实在是一件很烦的事啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢成熟的男人""}, {""sex"": ""1"", ""content"": ""我可以成为你喜欢的成熟男人。""}, {""sex"": ""1"", ""content"": ""以后的我就是了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这个小胖墩""}, {""sex"": ""1"", ""content"": ""胖子都是潜力股！""}, {""sex"": ""1"", ""content"": ""面对恐惧，征服恐惧，奥利给！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有啥办法""}, {""sex"": ""1"", ""content"": ""有时候没办法就是最好的办法。""}, {""sex"": ""1"", ""content"": ""这得问你了，因为我也不知道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好 谢谢""}, {""sex"": ""1"", ""content"": ""不用跟我这么客气啦，不然显得很生疏。""}, {""sex"": ""1"", ""content"": ""口头谢谢不如来一点实际的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还差一点""}, {""sex"": ""1"", ""content"": ""一点，四舍五入就是没有。""}, {""sex"": ""1"", ""content"": ""我想想办法把这一点给消灭了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被电了""}, {""sex"": ""1"", ""content"": ""是不是被我的魅力电到了？""}, {""sex"": ""1"", ""content"": ""被什么电到了啊，疼不疼，有没有受伤啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""也挺辛苦的""}, {""sex"": ""1"", ""content"": ""不辛苦，只是有点累而已。""}, {""sex"": ""1"", ""content"": ""现在干什么都挺辛苦的，所以习惯了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看谁都像你""}, {""sex"": ""1"", ""content"": ""因为我已经深深刻在你脑海里了。""}, {""sex"": ""1"", ""content"": ""可是谁都不是我，我是独一无二的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""星球杯""}, {""sex"": ""1"", ""content"": ""好久没吃了，是童年的味道。""}, {""sex"": ""1"", ""content"": ""没想到小姐姐还这么有童心啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不给你照片。""}, {""sex"": ""1"", ""content"": ""你是怕照骗和真人不像吧。""}, {""sex"": ""1"", ""content"": ""这么好看的照片为啥不给我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是啥""}, {""sex"": ""1"", ""content"": ""是我对你满满的真心啊。""}, {""sex"": ""1"", ""content"": ""没有啥呀，你的好奇心呀太重了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""消化一下""}, {""sex"": ""1"", ""content"": ""起来动一动有助于消化呀""}, {""sex"": ""1"", ""content"": ""嗯嗯，消化一下，不然会积食的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""出现一下""}, {""sex"": ""1"", ""content"": ""出现一下就走啦，就不能多待一会嘛。""}, {""sex"": ""1"", ""content"": ""抓住你了，我可不会让你跑掉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不高啊""}, {""sex"": ""1"", ""content"": ""女孩子不用长太高，娇小可爱挺好的""}, {""sex"": ""1"", ""content"": ""这样不是正好吗，长太高会有压力的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们认识吗？""}, {""sex"": ""1"", ""content"": ""认识是需要一个良好的契机的。""}, {""sex"": ""2"", ""content"": ""什么契机？""}, {""sex"": ""1"", ""content"": ""比如现在，就是我们互相认识的最好的机会。""}], ""lock"": 1}"
