"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得我好像在哪见过你""}, {""sex"": ""1"", ""content"": ""真奇怪，我也有这种感觉，莫非你就是我的百分百女孩""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也好好的""}, {""sex"": ""1"", ""content"": ""没娶你之前我都会好好的。""}, {""sex"": ""1"", ""content"": ""放心吧我会好好的，你只管照顾好自己就行了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你咋不爱我""}, {""sex"": ""1"", ""content"": ""爱这种东西不是说想要有就会有的""}, {""sex"": ""1"", ""content"": ""因为我不会欺骗你，爱你就是爱你，不爱你就是不爱你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你叫什么""}, {""sex"": ""1"", ""content"": ""我姓倪，名南鹏友。""}, {""sex"": ""1"", ""content"": ""要不试试叫我老公，看看我应不应""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是神经""}, {""sex"": ""1"", ""content"": ""那你还不快点治好我这神经。""}, {""sex"": ""1"", ""content"": ""也不看看这神经是被谁勾起的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是你了""}, {""sex"": ""1"", ""content"": ""是我是我还是我！""}, {""sex"": ""1"", ""content"": ""你这是开始认老公了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""收拾下下班咯""}, {""sex"": ""1"", ""content"": ""那我能预约你的下班时间吗。""}, {""sex"": ""1"", ""content"": ""那巧了，我也是诶。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""青山绿水""}, {""sex"": ""1"", ""content"": ""想去旅游了吧？找个时间我们一起去。""}, {""sex"": ""1"", ""content"": ""山清水秀，都不及你的眉眼弯弯好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都回家了""}, {""sex"": ""1"", ""content"": ""回家真的是一件非常快乐的事情。""}, {""sex"": ""1"", ""content"": ""那你还不回家吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""美甲店""}, {""sex"": ""1"", ""content"": ""我要看你卜灵卜灵的指甲~""}, {""sex"": ""1"", ""content"": ""你的手已经很美了，做完指甲会更美的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还能不能好好玩耍了""}, {""sex"": ""1"", ""content"": ""你能不能像我一样成熟一点。""}, {""sex"": ""1"", ""content"": ""能啊，我要跟你好好耍男女朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱情。""}, {""sex"": ""1"", ""content"": ""希望当爱情褪去激情的外表，回归平淡的真身，我们还能握着彼此的手，一直走下去，直到白头。""}, {""sex"": ""1"", ""content"": ""爱情，本就是件宁缺勿滥的事，急不得。有爱情，便全心对待，没有爱情，也一个人惬意。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没印象了""}, {""sex"": ""1"", ""content"": ""笨蛋，你的忘性也太大了吧。""}, {""sex"": ""1"", ""content"": ""那我只好重新加深你的印象了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很年轻""}, {""sex"": ""1"", ""content"": ""恩恩，你幼小的心灵还在成长""}, {""sex"": ""1"", ""content"": ""都是九零后就别装什么年轻人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你那么自恋""}, {""sex"": ""1"", ""content"": ""自恋是我谈的最长的一场恋爱。""}, {""sex"": ""1"", ""content"": ""总得让你拥有情敌，才会知道要珍惜我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想出去玩了""}, {""sex"": ""1"", ""content"": ""想去哪玩，我们一起去呀。""}, {""sex"": ""1"", ""content"": ""不止想去玩，还想吃好吃的对吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想去死了""}, {""sex"": ""1"", ""content"": ""不要啊，我还没娶你呢！""}, {""sex"": ""1"", ""content"": ""你这想法太危险了，赶紧去除！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想去看雪""}, {""sex"": ""1"", ""content"": ""我想去看你。""}, {""sex"": ""1"", ""content"": ""去，必须去！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""冰冷""}, {""sex"": ""1"", ""content"": ""不要这么冷冰冰的，我知道你其实是个温暖的女孩""}, {""sex"": ""1"", ""content"": ""你要是感到冷那就让我来温暖你吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是生气了吗""}, {""sex"": ""1"", ""content"": ""对你怎么可能生的起气呢。""}, {""sex"": ""1"", ""content"": ""不生气，生气容易变老。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的不想出去""}, {""sex"": ""1"", ""content"": ""你太宅了，一直宅在我心里不出去。""}, {""sex"": ""1"", ""content"": ""那就在家好好陪我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是真的爱我""}, {""sex"": ""1"", ""content"": ""你怀疑什么都可以，但就是不能怀疑我对你的爱。""}, {""sex"": ""1"", ""content"": ""难道你都没有感受到我的一片真心吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心已经死了""}, {""sex"": ""1"", ""content"": ""它还会跳呢，怎么会死呢？""}, {""sex"": ""1"", ""content"": ""没事，我有起死回生的魔法。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""竟让我无言以对""}, {""sex"": ""1"", ""content"": ""此时无言胜似有言啊。""}, {""sex"": ""1"", ""content"": ""不说话的时候，静静的看着你就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也喜欢会做饭的男生""}, {""sex"": ""1"", ""content"": ""我刚好就是会做饭的男生。""}, {""sex"": ""1"", ""content"": ""那怎么不见你喜欢我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""差点意思""}, {""sex"": ""1"", ""content"": ""差哪点意思，我补上。""}, {""sex"": ""1"", ""content"": ""意思意思就行嘛，不要太严格了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这种笑是最迷人的""}, {""sex"": ""1"", ""content"": ""恰好就把我给迷住了。""}, {""sex"": ""1"", ""content"": ""你这样我很容易以后喝咖啡都不加糖。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不知道该说啥了""}, {""sex"": ""1"", ""content"": ""多跟我聊聊天就不会有语言障碍了。""}, {""sex"": ""1"", ""content"": ""说啥不要紧，重要的是跟我说话的人是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就多吃点""}, {""sex"": ""1"", ""content"": ""要是你能喂我吃就再好不过了。""}, {""sex"": ""1"", ""content"": ""多吃一点你会不会早点喜欢我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""叫我女朋友""}, {""sex"": ""1"", ""content"": ""我这是白捡了一个女朋友吗？""}, {""sex"": ""1"", ""content"": ""不，我要叫你老婆。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很荣幸""}, {""sex"": ""1"", ""content"": ""这是上天对我们的眷顾。""}, {""sex"": ""1"", ""content"": ""大概是幸运女神终于睁开眼了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有多少""}, {""sex"": ""1"", ""content"": ""你可以猜猜看呀，你觉得我有多少？""}, {""sex"": ""1"", ""content"": ""你过来数一数就知道我有多少了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""秋""}, {""sex"": ""1"", ""content"": ""夏天太漫长，长到我现在就很盼望秋天的到来""}, {""sex"": ""1"", ""content"": ""小仙女喜欢秋天吗，我也喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你男的女的啊""}, {""sex"": ""1"", ""content"": ""你该不会男女不忌吧？""}, {""sex"": ""1"", ""content"": ""行不更名坐不改姓，你的小哥哥是也""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我认识你吗""}, {""sex"": ""1"", ""content"": ""我们之前不认识对方的。""}, {""sex"": ""2"", ""content"": ""那为什么。""}, {""sex"": ""1"", ""content"": ""因为我想认识你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥这么会撩""}, {""sex"": ""1"", ""content"": ""除了你我不撩别人。""}, {""sex"": ""1"", ""content"": ""是吗？我怎么感觉不到，那我为什么还没有女朋友？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有谈恋爱的想法""}, {""sex"": ""1"", ""content"": ""小孩子谈什么恋爱，不如结婚吧""}, {""sex"": ""1"", ""content"": ""那是因为你以前没有遇上我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么时候那么会说话了""}, {""sex"": ""1"", ""content"": ""一直都那么会说话好不好。""}, {""sex"": ""1"", ""content"": ""刚学会的，这不是第一次就和你说了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你超甜""}, {""sex"": ""1"", ""content"": ""那你要不要尝一尝我有多甜？""}, {""sex"": ""1"", ""content"": ""因为遇到你了，我的甜度直线上升。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回哪个家""}, {""sex"": ""1"", ""content"": ""回属于我们的家。""}, {""sex"": ""1"", ""content"": ""有你在的地方就是家。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午吃外卖""}, {""sex"": ""1"", ""content"": ""又点了什么好吃的？""}, {""sex"": ""1"", ""content"": ""外卖太不健康了，还是少吃点吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那也没用""}, {""sex"": ""1"", ""content"": ""有用的，只要有努力就不会白费。""}, {""sex"": ""1"", ""content"": ""那我要怎么做才算有用呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不聊这个""}, {""sex"": ""1"", ""content"": ""嗯嗯，那我们换个话题，聊些轻松的""}, {""sex"": ""1"", ""content"": ""那我们来聊一聊有趣的事，比如你的童年""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么能聊""}, {""sex"": ""1"", ""content"": ""感觉你打开了我话匣子的开关""}, {""sex"": ""1"", ""content"": ""我也不是跟谁都能聊的，不知道为什么跟你会有这么多话讲""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有点过了""}, {""sex"": ""1"", ""content"": ""那我收敛一点，小仙女别生我的气。""}, {""sex"": ""1"", ""content"": ""你要是不开心我以后就不开这种玩笑了好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""期待见面""}, {""sex"": ""1"", ""content"": ""我也好期待啊，希望时间能够过得快一点。""}, {""sex"": ""1"", ""content"": ""心里有所期待，日子好像变得更美好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就是吃糖的人""}, {""sex"": ""1"", ""content"": ""你是我的糖，所以要吃你。""}, {""sex"": ""1"", ""content"": ""那你要给我糖吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你应该懂我""}, {""sex"": ""1"", ""content"": ""我当然懂你了，你可是对我来说最重要的人""}, {""sex"": ""1"", ""content"": ""我懂我懂，你的心思我怎么会不知道呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不爱喝奶茶""}, {""sex"": ""1"", ""content"": ""竟然有女孩子不爱喝奶茶，神奇！""}, {""sex"": ""1"", ""content"": ""不喝奶茶好啊，这样就不会长胖了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的也好听""}, {""sex"": ""1"", ""content"": ""再好听也比不上小仙女的呀。""}, {""sex"": ""1"", ""content"": ""那你会喜欢吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在在吃""}, {""sex"": ""1"", ""content"": ""吃什么好吃的呀，不准备也给我吃点吗？""}, {""sex"": ""1"", ""content"": ""好像和你一起吃东西呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪敢呀""}, {""sex"": ""1"", ""content"": ""你这大小姐还有什么不敢的啊。""}, {""sex"": ""1"", ""content"": ""你要是不敢，又是怎么会进入我心呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你了解我嘛？""}, {""sex"": ""1"", ""content"": ""我正开着二倍速在了解你。""}, {""sex"": ""1"", ""content"": ""心动只需要一秒，我愿意慢慢来了解你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你没办法""}, {""sex"": ""1"", ""content"": ""办法都是自己想出来，努力想想就有了。""}, {""sex"": ""1"", ""content"": ""你要的办法都是有可能出现的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈喽哈喽哈喽哈喽哈喽""}, {""sex"": ""1"", ""content"": ""小仙女跟我打招呼，我好开心呀""}, {""sex"": ""1"", ""content"": ""哈喽哈喽，我听到小仙女甜甜的问候啦！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我再也不理你了""}, {""sex"": ""1"", ""content"": ""我也不理你了，谁先理谁是狗! 汪~""}, {""sex"": ""1"", ""content"": ""刚还说人家是你的小心肝，这会就烦人家了 ""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你自己去看吧""}, {""sex"": ""1"", ""content"": ""你看过了就可以跟我讲讲了嘛。""}, {""sex"": ""1"", ""content"": ""自己看没意思，我想跟你一起看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""呜啊啊""}, {""sex"": ""1"", ""content"": ""怎么了宝贝，不哭不哭。""}, {""sex"": ""1"", ""content"": ""不好好讲话就休怪我喜欢你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要命""}, {""sex"": ""1"", ""content"": ""你要我的命我也会乖乖给你的。""}, {""sex"": ""1"", ""content"": ""你这么宝贝，你的命我可舍不得给别人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕你忙""}, {""sex"": ""1"", ""content"": ""再忙也得抽出时间陪你。""}, {""sex"": ""1"", ""content"": ""忙还不是为了我们的未来吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没睡啊？""}, {""sex"": ""1"", ""content"": ""我想等你睡了，我再睡。""}, {""sex"": ""1"", ""content"": ""这不是在等你一句晚安嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么相信啊""}, {""sex"": ""1"", ""content"": ""无条件相信就可以了。""}, {""sex"": ""1"", ""content"": ""我又不会骗你，直接相信就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你嗯啥""}, {""sex"": ""1"", ""content"": ""就是对你说的话表示认同。""}, {""sex"": ""1"", ""content"": ""难道不可以嗯吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你别撩我了""}, {""sex"": ""1"", ""content"": ""那不用撩的，那我用扛的吧。""}, {""sex"": ""1"", ""content"": ""你是不是已经爱上我了，都不用我撩了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚买东西回来""}, {""sex"": ""1"", ""content"": ""下次带我一起去，我可以帮你拎东西。""}, {""sex"": ""1"", ""content"": ""我猜肯定又是买了一大堆吃的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想饿死我嘛""}, {""sex"": ""1"", ""content"": ""哪敢舍得让你饿死啊。""}, {""sex"": ""1"", ""content"": ""你要是饿死了，我喜欢谁啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕打死你""}, {""sex"": ""1"", ""content"": ""你的小拳拳哪有那么大的力气啊。""}, {""sex"": ""1"", ""content"": ""那不行，打死我你可就要守寡了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要来找我""}, {""sex"": ""1"", ""content"": ""对不起，我没办法不来找你啊。""}, {""sex"": ""1"", ""content"": ""可是我真的想来找你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说点好听的就发照片""}, {""sex"": ""1"", ""content"": ""再好听的也不及你的照片来得好！""}, {""sex"": ""1"", ""content"": ""这一说起来，恐怕就停不下来了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备炒菜""}, {""sex"": ""1"", ""content"": ""我已经准备好吃饭了。""}, {""sex"": ""1"", ""content"": ""我感觉我现在就有点饿了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要玩去了""}, {""sex"": ""1"", ""content"": ""又打算去哪里嗨皮了？""}, {""sex"": ""1"", ""content"": ""去玩也不带我一起，好过分！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里巧了""}, {""sex"": ""1"", ""content"": ""咱们都是中国人难道还不巧吗？""}, {""sex"": ""1"", ""content"": ""你单身我单身，正好可以谈恋爱呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你为什么想跟我在一起""}, {""sex"": ""1"", ""content"": ""因为我一想到你就能不自觉地微笑。""}, {""sex"": ""1"", ""content"": ""不知道，但是就是想和你在一起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好懒啊""}, {""sex"": ""1"", ""content"": ""毕竟是懒虫转世的。""}, {""sex"": ""1"", ""content"": ""你终于知道自己懒啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""把你照片发给我""}, {""sex"": ""1"", ""content"": ""我怕你看了会受不了爱上我的。""}, {""sex"": ""1"", ""content"": ""再多的照片也不及面对面见一面。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没事吧？""}, {""sex"": ""1"", ""content"": ""没事，好的很，我能有什么事""}, {""sex"": ""1"", ""content"": ""看到你这么关心我，我怎么舍得有事""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""缺衣服""}, {""sex"": ""1"", ""content"": ""你这是又想买新衣服了吧。""}, {""sex"": ""1"", ""content"": ""春天来了，是时候给自己买几件新衣服了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也想呀""}, {""sex"": ""1"", ""content"": ""别光想，要拿出实际行动来呀。""}, {""sex"": ""1"", ""content"": ""努力的最好时机是十年前，其次是现在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""手机没电啦""}, {""sex"": ""1"", ""content"": ""你要是在我身边能省很多电的。""}, {""sex"": ""1"", ""content"": ""我也需要你为我充充电。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不和我聊""}, {""sex"": ""1"", ""content"": ""我怎么会不和你聊，要我一天跟你聊24小时都行。""}, {""sex"": ""1"", ""content"": ""知道我为什么不和你聊吗，因为我想当面和你聊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不玩游戏啊""}, {""sex"": ""1"", ""content"": ""那小仙女平时的娱乐项目是什么？""}, {""sex"": ""1"", ""content"": ""不玩游戏没觉得很无聊吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""明天别来了""}, {""sex"": ""1"", ""content"": ""不可能，明天跟太阳都会如约而至。""}, {""sex"": ""1"", ""content"": ""宝贝，这可不是你说了算。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感情的事""}, {""sex"": ""1"", ""content"": ""这件事就是我们两个的事""}, {""sex"": ""1"", ""content"": ""感情一旦发生，谁也不知道将来会发生什么，对吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么吃啊""}, {""sex"": ""1"", ""content"": ""我可以嘴对嘴喂你吃哦。""}, {""sex"": ""1"", ""content"": ""笨蛋，好吃的到你嘴边了都不知道怎么吃是不是？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯嗯，挺好""}, {""sex"": ""1"", ""content"": ""你以为我看不出来你在敷衍我吗？""}, {""sex"": ""1"", ""content"": ""我觉得还不够好，我想让你帮我变得更好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不要你等""}, {""sex"": ""1"", ""content"": ""可是我愿意等呢。""}, {""sex"": ""1"", ""content"": ""你不要，可是我要啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙一上午""}, {""sex"": ""1"", ""content"": ""终于忙完了吧，那你快休息休息""}, {""sex"": ""1"", ""content"": ""累坏了吧，有没有好些好吃的犒劳犒劳自己呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你为什么要害我？""}, {""sex"": ""1"", ""content"": ""我只是害你更喜欢我。""}, {""sex"": ""1"", ""content"": ""我什么时候要害你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猪头，我是这样的人？""}, {""sex"": ""1"", ""content"": ""你是不是，我还真的不知道呢。""}, {""sex"": ""1"", ""content"": ""你让我看看是怎么样的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个人不想煮饭""}, {""sex"": ""1"", ""content"": ""一个人确实不好煮，但两个人就好啦，这样我就可以去你家蹭饭了""}, {""sex"": ""1"", ""content"": ""那就不要煮了，我带你去吃好吃的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早晨起床""}, {""sex"": ""1"", ""content"": ""早晨起床给喜欢的人发消息了吗？""}, {""sex"": ""1"", ""content"": ""又是美好的一天，小仙女比昨天更漂亮了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩手机\u0014?""}, {""sex"": ""1"", ""content"": ""手机真可怜，天天被玩。""}, {""sex"": ""1"", ""content"": ""手机有什么好玩的，你可以玩玩我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""知道啦！""}, {""sex"": ""1"", ""content"": ""就你最听话了，来亲一个。""}, {""sex"": ""1"", ""content"": ""孺子可教也""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你应该不怎么样吧""}, {""sex"": ""1"", ""content"": ""你亲自试试不就清楚我到底怎么样嘛。""}, {""sex"": ""1"", ""content"": ""做你男朋友我觉得还是可以的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早睡吧""}, {""sex"": ""1"", ""content"": ""好，我们早点在梦里相见。""}, {""sex"": ""1"", ""content"": ""好想钻你被窝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃我看着""}, {""sex"": ""1"", ""content"": ""食物和你，我觉得你比较好吃。""}, {""sex"": ""1"", ""content"": ""我能看着你吃吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你买糖给我吃""}, {""sex"": ""1"", ""content"": ""我请你吃咱们的喜糖吧。""}, {""sex"": ""1"", ""content"": ""好好好，想吃什么糖都给你买。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让人无语""}, {""sex"": ""1"", ""content"": ""你要知道，有很多事情是自己没法理解的，但就是有人会做呀""}, {""sex"": ""1"", ""content"": ""看来你的语言表达能力欠缺啊，都无语了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有什么一直不变的爱好吗？""}, {""sex"": ""1"", ""content"": ""有啊，我一直很爱你。""}, {""sex"": ""1"", ""content"": ""打篮球吧，我一直都很喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一直很乖""}, {""sex"": ""1"", ""content"": ""那以后也要乖乖的。""}, {""sex"": ""1"", ""content"": ""乖得都让我觉得有点离谱了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""提前过七夕""}, {""sex"": ""1"", ""content"": ""只要和你在一起，我相信每天都是七夕。""}, {""sex"": ""1"", ""content"": ""我开始期待这七夕的到来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道说啥好了""}, {""sex"": ""1"", ""content"": ""只要你想说就好好说点。""}, {""sex"": ""1"", ""content"": ""我不就在你心里吗，没有离开过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""胖了就减肥""}, {""sex"": ""1"", ""content"": ""让我减肥不如直接要了我的命""}, {""sex"": ""1"", ""content"": ""一点都不胖，你就尽情吃吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""诶呀妈呀""}, {""sex"": ""1"", ""content"": ""叫咱妈干嘛呢？""}, {""sex"": ""1"", ""content"": ""你看你，总是一惊一乍的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你生什么气""}, {""sex"": ""1"", ""content"": ""太在乎一个人就会动不动就生气吧。""}, {""sex"": ""1"", ""content"": ""气我自己，为什么这么在意你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""魔力""}, {""sex"": ""1"", ""content"": ""爱的魔力转圈圈！""}, {""sex"": ""1"", ""content"": ""你不知道自己有种吸引别人的魔力吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说没有""}, {""sex"": ""1"", ""content"": ""嗯嗯，你说没有就一定没有。""}, {""sex"": ""1"", ""content"": ""女孩子就喜欢说反话，你说没有其实就是有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哄不好的那种""}, {""sex"": ""1"", ""content"": ""哄不好就强吻。""}, {""sex"": ""1"", ""content"": ""不生气了好不好？你知道我很笨的，总是不知道怎么才能把你哄好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开心的早晨""}, {""sex"": ""1"", ""content"": ""好心情从清晨开始""}, {""sex"": ""1"", ""content"": ""那你昨晚梦到我了吗?""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都胖了""}, {""sex"": ""1"", ""content"": ""做个快乐的小胖纸吧。""}, {""sex"": ""1"", ""content"": ""哪里胖了，明明还是这么瘦这么好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看情况喽""}, {""sex"": ""1"", ""content"": ""不要看了，就是我了。""}, {""sex"": ""1"", ""content"": ""情况这种飘忽不定的东西怪让人担心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩不起啊""}, {""sex"": ""1"", ""content"": ""没事啊，大不了把你自己赔给我吧。""}, {""sex"": ""1"", ""content"": ""谁要跟你玩啊，我是认真的好不好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不记得你了""}, {""sex"": ""1"", ""content"": ""那你从现在开始记好了，我是会成为你男朋友的男人。""}, {""sex"": ""1"", ""content"": ""听到“哗啦啦”的声音了吗？那是我心碎的声音。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想讲话""}, {""sex"": ""1"", ""content"": ""那我就跟你的心交流吧。""}, {""sex"": ""1"", ""content"": ""好，如果你想说话了，我随时都在。""}], ""lock"": 1}"
