"{""chat"": [{""sex"": ""2"", ""content"": ""你干嘛呢？""}, {""sex"": ""1"", ""content"": ""在和说干嘛的人聊天呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你也在等人么？?""}, {""sex"": ""1"", ""content"": ""我也在等我的朋友，他过几分钟就过来了。不知怎么的，我觉得很想认识你，刚才就忍不住过来和你说话了……""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你好像我的一个朋友""}, {""sex"": ""2"", ""content"": ""你咋那么老套？""}, {""sex"": ""1"", ""content"": ""这说明我撩妹技术不太高，没人实验啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会说话。""}, {""sex"": ""1"", ""content"": ""见到漂亮的人，我当然说漂亮话啦""}, {""sex"": ""1"", ""content"": ""能说的，不如懂你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不说话的""}, {""sex"": ""1"", ""content"": ""有时候不说话比说话更加的厉害。""}, {""sex"": ""1"", ""content"": ""没有啊，我只是静静看看你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没事嘞""}, {""sex"": ""1"", ""content"": ""没事就好，害我担心死了。""}, {""sex"": ""1"", ""content"": ""女孩子说没事的时候就是有事！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就这样吗""}, {""sex"": ""1"", ""content"": ""难道你在期待我说些什么吗？""}, {""sex"": ""1"", ""content"": ""就这样，不见不散""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢看小说""}, {""sex"": ""1"", ""content"": ""小说里的故事都是假的，我可以给你一个真实又浪漫的故事。""}, {""sex"": ""1"", ""content"": ""我会给你一个小说般的恋爱的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不跟你说话了""}, {""sex"": ""1"", ""content"": ""不说话就不说话，反正我知道你不跟我说话也在想我。""}, {""sex"": ""2"", ""content"": ""我才没有。""}, {""sex"": ""1"", ""content"": ""女人就是喜欢口是心非，你就别骗我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说的好""}, {""sex"": ""1"", ""content"": ""我可不止会说而已。""}, {""sex"": ""1"", ""content"": ""我会用行动来证明我所说的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说的好像真的似的""}, {""sex"": ""1"", ""content"": ""不是好像，我说的本来就是真的。""}, {""sex"": ""1"", ""content"": ""你这么赤裸裸地怀疑我真的好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说的啥""}, {""sex"": ""1"", ""content"": ""我都这么清楚说我喜欢你了，还听不懂？""}, {""sex"": ""1"", ""content"": ""我说什么不重要，重要的是我要做什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想说啥""}, {""sex"": ""1"", ""content"": ""难道你不是想对我说你喜欢我吗？""}, {""sex"": ""1"", ""content"": ""我知道你比较矜持比较害羞，没关系的，想说就说吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想说就不说""}, {""sex"": ""1"", ""content"": ""先不告诉你，找一个合适的机会再跟你说。""}, {""sex"": ""1"", ""content"": ""好，那你不要因为我没跟你说不高兴哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谈过几个女朋友""}, {""sex"": ""1"", ""content"": ""你这么问让我不得不怀疑一个问题。""}, {""sex"": ""2"", ""content"": ""什么问题？""}, {""sex"": ""1"", ""content"": ""我怀疑你想做我下一任女朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那个女孩""}, {""sex"": ""1"", ""content"": ""我的心里只有你一个女孩""}, {""sex"": ""1"", ""content"": ""自从遇见你，我就看不见别的女孩了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交友群""}, {""sex"": ""1"", ""content"": ""朋友不需要交太多，有交心的就可以了""}, {""sex"": ""1"", ""content"": ""跟我交友还不够嘛，你还想交多少小哥哥啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""伤感个性签名""}, {""sex"": ""1"", ""content"": ""你是我的定格，我是你的过客""}, {""sex"": ""1"", ""content"": ""忘言感述。忘掉吧，没了她你还是照样活""}, {""sex"": ""1"", ""content"": ""你是我猜不到的不知所措，我是你想不到的无关痛痒。""}, {""sex"": ""1"", ""content"": ""对于乌云来说，阴天可能也是漫长的一生。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥眼神""}, {""sex"": ""1"", ""content"": ""喜欢你的眼神咯""}, {""sex"": ""1"", ""content"": ""我这眼睛里面全都是你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想找一个什么样的对象呢？""}, {""sex"": ""1"", ""content"": ""除了是你，我还真的想不到了。""}, {""sex"": ""1"", ""content"": ""我想找个我喜欢的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会讲故事嘛""}, {""sex"": ""1"", ""content"": ""你喜欢听故事吗？""}, {""sex"": ""1"", ""content"": ""你有酒我自然会有故事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""逛街街""}, {""sex"": ""1"", ""content"": ""逛街这么快乐的事情要带上我啊。""}, {""sex"": ""1"", ""content"": ""拎包小弟已经上线了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""陪闺蜜逛街""}, {""sex"": ""1"", ""content"": ""下次你想要逛街的时候就可以找我陪你了""}, {""sex"": ""1"", ""content"": ""女孩子好像都很喜欢逛街呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很少玩这个""}, {""sex"": ""1"", ""content"": ""为了能及时找到你，不如我们加个微信？""}, {""sex"": ""1"", ""content"": ""那你不玩这个我就找不到你了，怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪个漂亮""}, {""sex"": ""1"", ""content"": ""哪个都比不上你的漂亮""}, {""sex"": ""1"", ""content"": ""在我眼里只看得见你，只有你最漂亮""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找个话题吧""}, {""sex"": ""1"", ""content"": ""小仙女是想要聊一些比较接地气的还是高大上的呀？""}, {""sex"": ""1"", ""content"": ""那我们聊一下你的童年好不好？我想知道你小时候有趣的事情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找话题""}, {""sex"": ""1"", ""content"": ""对不起啊。""}, {""sex"": ""2"", ""content"": ""对不起什么？""}, {""sex"": ""1"", ""content"": ""都怪我不会说话，才找不到话题""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""傻瓜啊""}, {""sex"": ""1"", ""content"": ""笨到跟你打交道，我确实够傻的""}, {""sex"": ""1"", ""content"": ""我愿意做你一辈子的傻瓜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""情人节快乐[玫瑰]""}, {""sex"": ""1"", ""content"": ""我收了你的玫瑰，我就是你的人了。""}, {""sex"": ""1"", ""content"": ""我想跟你把每一个日子都过成情人节。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天我做饭""}, {""sex"": ""1"", ""content"": ""看来今天我是有口福了。""}, {""sex"": ""1"", ""content"": ""我已经准备好碗筷准备吃饭了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男生没一个好东西""}, {""sex"": ""1"", ""content"": ""请不要把我也放在里面吧。""}, {""sex"": ""1"", ""content"": ""那是因为你没有遇到我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""毕竟没见过面""}, {""sex"": ""1"", ""content"": ""如果你想见我，我们随时都可以见面""}, {""sex"": ""1"", ""content"": ""即使没见过面，我也对你充满了熟悉感""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""应该不会见面了""}, {""sex"": ""1"", ""content"": ""如果以后都不能跟你见面那日子肯定会特别难过。""}, {""sex"": ""1"", ""content"": ""不见面的话我对你的相思又该怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给我讲个笑话呗""}, {""sex"": ""1"", ""content"": ""你想听怎样的笑话？""}, {""sex"": ""1"", ""content"": ""我怕你笑死了，我没人爱了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就笑笑不说话。""}, {""sex"": ""1"", ""content"": ""你的笑已经够我笑半年了。""}, {""sex"": ""1"", ""content"": ""那我讲笑话的时候你不要笑啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又行了""}, {""sex"": ""1"", ""content"": ""当你觉得自己不行的时候就去走人行横道，这样你就是个行人了。""}, {""sex"": ""1"", ""content"": ""在我这里你一直都很行呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个你得问你自己""}, {""sex"": ""1"", ""content"": ""不，这事得问你。""}, {""sex"": ""1"", ""content"": ""我也不知道自己是怎么想的，所以要问问你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想问你个问题""}, {""sex"": ""1"", ""content"": ""是不是关于我喜欢你这件事的？""}, {""sex"": ""1"", ""content"": ""我就是喜欢你！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照片?""}, {""sex"": ""1"", ""content"": ""那都是照骗的啦，没啥好看的""}, {""sex"": ""1"", ""content"": ""什么照片是有关于你的照片吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让女生发照片""}, {""sex"": ""1"", ""content"": ""我只想看你的照片，想看看你漂亮的眼睛。""}, {""sex"": ""1"", ""content"": ""如果你不想发的话，可以先看看我的哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遇见一个人的感觉。""}, {""sex"": ""1"", ""content"": ""只认定是你，其他人无可取代""}, {""sex"": ""1"", ""content"": ""有种相见恨晚的感觉""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自我感觉""}, {""sex"": ""1"", ""content"": ""我猜你肯定是自我感觉超级良好""}, {""sex"": ""1"", ""content"": ""那你感觉感觉，对我是什么感觉""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你缺女朋友吗""}, {""sex"": ""1"", ""content"": ""缺啊，出生几年就缺了几年了""}, {""sex"": ""1"", ""content"": ""你不就是我的女朋友吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不惊喜""}, {""sex"": ""1"", ""content"": ""你都发现我喜欢你了，哪还有惊喜了。""}, {""sex"": ""1"", ""content"": ""那换你给我一个惊喜好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么惊喜啊""}, {""sex"": ""1"", ""content"": ""惊喜说出来还叫做惊喜吗。""}, {""sex"": ""1"", ""content"": ""你亲我一口，我就告诉你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不要惊喜""}, {""sex"": ""1"", ""content"": ""你不想要突如其来的喜悦吗？""}, {""sex"": ""1"", ""content"": ""难道女孩子不就是喜欢收到惊喜嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[/惊讶_GIF][/惊讶_GIF][/惊讶_GIF]""}, {""sex"": ""1"", ""content"": ""我喜欢你的事又不是一天两天了，干嘛这么惊讶？""}, {""sex"": ""1"", ""content"": ""我没想到你会这么惊讶。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""重不重""}, {""sex"": ""1"", ""content"": ""老重了，压得我都喘不过气了""}, {""sex"": ""1"", ""content"": ""不重的，你可以亲自感受一下""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这话说的，""}, {""sex"": ""1"", ""content"": ""是不是直戳你的心坎！""}, {""sex"": ""1"", ""content"": ""看来被我说中了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天这么会说话""}, {""sex"": ""1"", ""content"": ""还好啦，也就是对你这么会说话。""}, {""sex"": ""1"", ""content"": ""那你喜欢我这么会说话吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不喜欢接电话""}, {""sex"": ""1"", ""content"": ""好吧，那咱们不打电话直接见面吧。""}, {""sex"": ""1"", ""content"": ""不喜欢接电话的话可以接视频呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别给我打电话""}, {""sex"": ""1"", ""content"": ""你是怕我的电话让你欲罢不能？""}, {""sex"": ""1"", ""content"": ""那我晚点再给你打电话吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打电话不""}, {""sex"": ""1"", ""content"": ""不光想打电话，还想打视频。""}, {""sex"": ""1"", ""content"": ""想跟你面对面说话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得你是个坏人""}, {""sex"": ""1"", ""content"": ""女生的第六感有时候还挺准的。""}, {""sex"": ""1"", ""content"": ""你见过这么像好人的坏人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个坏蛋""}, {""sex"": ""1"", ""content"": ""我有做坏人的勇气，真诚不虚伪""}, {""sex"": ""1"", ""content"": ""你才是大坏蛋！你都把我的心都勾走了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我对男人不感兴趣""}, {""sex"": ""1"", ""content"": ""那我严重怀疑你的性取向有问题""}, {""sex"": ""1"", ""content"": ""巧了，我也对男人不感兴趣""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可惜不在一个地方""}, {""sex"": ""1"", ""content"": ""没事，只要心能在一起就好。""}, {""sex"": ""1"", ""content"": ""有希望可以在一个地方的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想了解啥""}, {""sex"": ""1"", ""content"": ""了解你这个人啊。""}, {""sex"": ""1"", ""content"": ""慢慢了解你的一生如何。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""社会社会""}, {""sex"": ""1"", ""content"": ""冲你这句话，你就是社会好非主流""}, {""sex"": ""1"", ""content"": ""对啊，我是社会主义的社会人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太社会""}, {""sex"": ""1"", ""content"": ""人在江湖混，哪能不社会。""}, {""sex"": ""1"", ""content"": ""做大哥的女人，让大哥来好好保护你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚开完会""}, {""sex"": ""1"", ""content"": ""第一时间就想起我了？！""}, {""sex"": ""1"", ""content"": ""开会，这就是一场煎熬咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有误解""}, {""sex"": ""1"", ""content"": ""有什么误解一定要好好说开，不要让误会越来越深了""}, {""sex"": ""1"", ""content"": ""哪里误解了，你跟我说清楚就好啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想耽误你""}, {""sex"": ""1"", ""content"": ""可是你已经耽误我了呀！""}, {""sex"": ""1"", ""content"": ""我不觉得你耽误我有什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会撒娇吗""}, {""sex"": ""1"", ""content"": ""我怕撒娇起来你会受不了。""}, {""sex"": ""1"", ""content"": ""这么想看我撒娇吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会打""}, {""sex"": ""1"", ""content"": ""你这打我有什么是你不会的啊。""}, {""sex"": ""1"", ""content"": ""我教你不就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""总会有的""}, {""sex"": ""1"", ""content"": ""那你想不想现在就拥有？""}, {""sex"": ""1"", ""content"": ""嗯嗯，我也相信迟早会有的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会呢""}, {""sex"": ""1"", ""content"": ""没事呀，我可以教你。""}, {""sex"": ""1"", ""content"": ""你这么聪明，就算不会也肯定一学就会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没约会""}, {""sex"": ""1"", ""content"": ""看来是为了专门陪我呀。""}, {""sex"": ""1"", ""content"": ""不应该啊，像你这样的小仙女应该很多人约吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""出来约会开场白""}, {""sex"": ""1"", ""content"": ""去哪儿约会不重要，重要的是和谁约""}, {""sex"": ""1"", ""content"": ""想知道你出门之前，为我洗头了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""帅哥，你等会有约吗？""}, {""sex"": ""1"", ""content"": ""如果是你一个人想约我的话，我会说没有。""}, {""sex"": ""1"", ""content"": ""约什么，除了泡，都可以考虑""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想睡会儿""}, {""sex"": ""1"", ""content"": ""那你快去睡吧，我们梦里聊。""}, {""sex"": ""1"", ""content"": ""那就不打扰你休息了，我们睡醒了再聊吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想多睡会""}, {""sex"": ""1"", ""content"": ""不能再睡啦，再睡就要变成猪了""}, {""sex"": ""1"", ""content"": ""那你到我怀里来睡个回笼觉好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还真会说话""}, {""sex"": ""1"", ""content"": ""看见你就忍不住说好听的话了。""}, {""sex"": ""1"", ""content"": ""不光会说话，还会亲你哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么会说话嘛""}, {""sex"": ""1"", ""content"": ""要是话都不会说那还要怎么做人呢？""}, {""sex"": ""1"", ""content"": ""也不看看是对谁说的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会游泳么""}, {""sex"": ""1"", ""content"": ""当然，我以前可是有游泳小王子的称号的。""}, {""sex"": ""1"", ""content"": ""我要是说我不会你愿不愿意教我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去海边""}, {""sex"": ""1"", ""content"": ""那我有机会看你穿泳装吗？""}, {""sex"": ""1"", ""content"": ""那你要不要教我游泳？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还不睡觉?""}, {""sex"": ""1"", ""content"": ""在这想着你，哪里有空睡觉啊""}, {""sex"": ""1"", ""content"": ""你都还没入睡，我怎么会睡呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太会说话了。""}, {""sex"": ""1"", ""content"": ""是太会跟你说话了。""}, {""sex"": ""1"", ""content"": ""有没有说到你心坎去？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥会说话""}, {""sex"": ""1"", ""content"": ""还好的啦，也就是一般的会说话而已。""}, {""sex"": ""1"", ""content"": ""那肯定的啊，要是不会说话怎么撩你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋那么会说""}, {""sex"": ""1"", ""content"": ""都是为了你锻炼出来的。""}, {""sex"": ""1"", ""content"": ""咋滴，喜欢上我这么能说啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""幸福吗""}, {""sex"": ""1"", ""content"": ""只要有你在身边就幸福""}, {""sex"": ""1"", ""content"": ""那得看你要不要给我幸福了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""蛮会聊天""}, {""sex"": ""1"", ""content"": ""毕竟以后要和岳父岳母聊天嘛。""}, {""sex"": ""1"", ""content"": ""那也要看对谁才会这么聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺会聊天""}, {""sex"": ""1"", ""content"": ""只和你聊天的时候才这么会。""}, {""sex"": ""1"", ""content"": ""特地为你升级过的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么会聊天呢""}, {""sex"": ""1"", ""content"": ""那你希望我这么会聊天吗？""}, {""sex"": ""1"", ""content"": ""我聊天就是为了能让你开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真会把天聊死""}, {""sex"": ""1"", ""content"": ""我的隐藏技能竟然被你开发了。""}, {""sex"": ""1"", ""content"": ""面对喜欢的人我总是没办法好好聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好会撩人哦""}, {""sex"": ""1"", ""content"": ""为了撩你我可是下了苦功夫。""}, {""sex"": ""1"", ""content"": ""那有撩动你的心吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴巴太会说了""}, {""sex"": ""1"", ""content"": ""这嘴巴可是为你专门升级过得。""}, {""sex"": ""1"", ""content"": ""也不看看这嘴巴说的是谁。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""失望啥""}, {""sex"": ""1"", ""content"": ""一想到你还不是我的女朋友我就觉得很失望。""}, {""sex"": ""1"", ""content"": ""有些希望，是一点一点积攒的，又怎么能说得清？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""失望了吗""}, {""sex"": ""1"", ""content"": ""失望谈不上，只是有点心有不甘而已。""}, {""sex"": ""1"", ""content"": ""我在等什么时候攒够了失望。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你害怕失去我吗""}, {""sex"": ""1"", ""content"": ""失去什么都可以，唯独不能失去你。""}, {""sex"": ""1"", ""content"": ""我天不怕地不怕，就怕会失去你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么失望""}, {""sex"": ""1"", ""content"": ""期待的太多才会失望啊""}, {""sex"": ""1"", ""content"": ""因为没有得到心中想要的结果""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还以为你消失了""}, {""sex"": ""1"", ""content"": ""我一直都在，不会消失。""}, {""sex"": ""1"", ""content"": ""我怎么可以会理你而去呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕你会失望""}, {""sex"": ""1"", ""content"": ""没事，我已经百毒不侵了。""}, {""sex"": ""1"", ""content"": ""失望的前提不是有希望吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太会说话了吧""}, {""sex"": ""1"", ""content"": ""为了和你搭上话，我练习了20几年""}, {""sex"": ""1"", ""content"": ""你就说过奖了，都是跟你学的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""害羞""}, {""sex"": ""1"", ""content"": ""这么红的苹果，能让我尝尝吗""}, {""sex"": ""1"", ""content"": ""你害羞的时候，脸会不会红的跟三月的桃花一样""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕失去我""}, {""sex"": ""1"", ""content"": ""当然怕，我怎么能失去我的最爱？""}, {""sex"": ""1"", ""content"": ""把你弄丢了我要上哪去找？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩的动吗""}, {""sex"": ""1"", ""content"": ""你要是想的话，会撩不动吗？""}, {""sex"": ""1"", ""content"": ""撩得动我就是你的，撩不动你就是我的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会欺负你""}, {""sex"": ""1"", ""content"": ""我怎么不相信你这个鬼话呢。""}, {""sex"": ""1"", ""content"": ""一看你就是欺负我的料""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要欺负你""}, {""sex"": ""1"", ""content"": ""这是要负责的啊，你要欺负一辈子的啊""}, {""sex"": ""1"", ""content"": ""因为我这么可爱，难免会被欺负的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会怕吗""}, {""sex"": ""1"", ""content"": ""没见过女汉纸怕的。""}, {""sex"": ""1"", ""content"": ""那我能依靠你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺会撩嘛""}, {""sex"": ""1"", ""content"": ""我一般不出手的，但是遇到我喜欢的了。""}, {""sex"": ""1"", ""content"": ""可惜还是没能撩动你的心啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""2020年快乐""}, {""sex"": ""1"", ""content"": ""离自己三十岁又进了一步啊。""}, {""sex"": ""1"", ""content"": ""我老了，你还十八，我怎么快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""瞪眼睛""}, {""sex"": ""1"", ""content"": ""我知道你会用你的大眼睛向我投射爱的目光的。""}, {""sex"": ""1"", ""content"": ""来，瞪我，不许你多看别人一眼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你骗我吧""}, {""sex"": ""1"", ""content"": ""我只是想把你骗到我的心里而已""}, {""sex"": ""1"", ""content"": ""只是想把你骗到和我结婚而已！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又开始骗人了""}, {""sex"": ""1"", ""content"": ""我这么诚实可信的人怎么就骗人了？""}, {""sex"": ""1"", ""content"": ""我像是那种会骗你的人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可不骗人""}, {""sex"": ""1"", ""content"": ""我相信你啊，小仙女是不会骗人的。""}, {""sex"": ""1"", ""content"": ""那你快点承认你喜欢我吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天要加班了""}, {""sex"": ""1"", ""content"": ""加班使我们快乐不是吗！""}, {""sex"": ""1"", ""content"": ""加班一时爽，一直加班一直爽。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""读书日""}, {""sex"": ""1"", ""content"": ""小仙女这么爱读书，我要好好向你学习才行呀。""}, {""sex"": ""1"", ""content"": ""读再多的书，都不如读懂你这本书。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""世界读书日""}, {""sex"": ""1"", ""content"": ""小仙女今天读书了吗？""}, {""sex"": ""1"", ""content"": ""现在大家花在阅读上的时间太少了，不是玩游戏就是刷短视频。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午不休息吗""}, {""sex"": ""1"", ""content"": ""和你聊天就是最好的休息。""}, {""sex"": ""1"", ""content"": ""休息啊，我还打算梦到你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今天""}, {""sex"": ""1"", ""content"": ""我今天比昨天更喜欢你了""}, {""sex"": ""1"", ""content"": ""是不是觉得我今天更帅气了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天气好心情好""}, {""sex"": ""1"", ""content"": ""感觉今天一整天都会充满能量呢。""}, {""sex"": ""1"", ""content"": ""你心情好我也心情好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都对不起了""}, {""sex"": ""1"", ""content"": ""那我只好喜欢你了。""}, {""sex"": ""1"", ""content"": ""你对不起的是我对你的爱情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""受不起""}, {""sex"": ""1"", ""content"": ""可以的，除非你不敢。""}, {""sex"": ""1"", ""content"": ""要是你都觉得受不起，哪还有人觉得受得起啊！""}], ""lock"": 1}"
