"{""chat"": [{""sex"": ""2"", ""content"": ""今天请假了""}, {""sex"": ""1"", ""content"": ""刚好你请假 ，我又得知情报?不如一起去玩玩""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是女强人""}, {""sex"": ""1"", ""content"": ""独立自主的新时代女性，出于对你的欣赏，晚上请你看电影。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谁啊""}, {""sex"": ""1"", ""content"": ""我是你在等的人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我对你好吗""}, {""sex"": ""1"", ""content"": ""好，但我希望是对男朋友的那种好。""}, {""sex"": ""1"", ""content"": ""好到我想把你娶回家了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想住进你心里""}, {""sex"": ""1"", ""content"": ""心里大小刚好就能容忍一个人。""}, {""sex"": ""1"", ""content"": ""那麻烦你赶快进我心里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你醒的还挺早""}, {""sex"": ""1"", ""content"": ""我怕醒的不够早就没办法第一个和你说早安了。""}, {""sex"": ""1"", ""content"": ""早睡早起可是一个好习惯呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为了生活嘛""}, {""sex"": ""1"", ""content"": ""生活不易，且行且珍惜。""}, {""sex"": ""1"", ""content"": ""我的生活有点难，你能不能来我生活里，让我好过些。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个人生活""}, {""sex"": ""1"", ""content"": ""我想挤进你的生活。""}, {""sex"": ""1"", ""content"": ""好巧，我也是一个人，要不我们一起生活吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早""}, {""sex"": ""1"", ""content"": ""虽说早睡早起身体好，可是晚睡晚起心情好啊。""}, {""sex"": ""1"", ""content"": ""早啊，我还是那个你追八条街也追不上的靓仔""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真臭""}, {""sex"": ""1"", ""content"": ""我刚换的沐浴露，哪里臭了！""}, {""sex"": ""1"", ""content"": ""你闻着臭，但是吃的香啊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近心情不好""}, {""sex"": ""1"", ""content"": ""可能是最近你缺我在你身边。""}, {""sex"": ""1"", ""content"": ""我们出去散散心吧，调节一下心情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我要睡了""}, {""sex"": ""1"", ""content"": ""睡前不要想我，不然会睡不着的。""}, {""sex"": ""1"", ""content"": ""等会儿我会去梦里找你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你要睡觉了吗""}, {""sex"": ""1"", ""content"": ""我想等你睡了之后再睡。""}, {""sex"": ""1"", ""content"": ""我还不想睡，我还想再跟你聊会天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上怎样跟女孩子聊？""}, {""sex"": ""1"", ""content"": ""你会每天跟我说这些吗早上好.中午好.晚安吗""}, {""sex"": ""1"", ""content"": ""喜欢我的人还有我喜欢的人晚上好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这是在撩我吗。""}, {""sex"": ""1"", ""content"": ""我撩你主要是想撩动你的心。""}, {""sex"": ""1"", ""content"": ""撩动你心弦了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是很会撩""}, {""sex"": ""1"", ""content"": ""其实没有啦，我只是想多撩撩你而已。""}, {""sex"": ""1"", ""content"": ""我也就是撩你的时候才这样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心地善良""}, {""sex"": ""1"", ""content"": ""这么善良的女孩子我要好好珍惜呀。""}, {""sex"": ""1"", ""content"": ""生而为人，善良是最重要的品质。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""良辰美景""}, {""sex"": ""1"", ""content"": ""良辰美景要有你这个美人相衬才行呀！""}, {""sex"": ""1"", ""content"": ""什么时候能跟你共赏良辰美景呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你没毛病吧""}, {""sex"": ""1"", ""content"": ""我要是有毛病应该不是站在这里了吧。""}, {""sex"": ""1"", ""content"": ""难不成你能治我的毛病？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我性格不好""}, {""sex"": ""1"", ""content"": ""我性格百搭一点问题都没有！""}, {""sex"": ""1"", ""content"": ""性格是可以改变的，我觉得你哪里都好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下班干嘛""}, {""sex"": ""1"", ""content"": ""你下班要是有空去就可以请你吃饭啦""}, {""sex"": ""1"", ""content"": ""下班可以跟你约会啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要不要我陪你""}, {""sex"": ""1"", ""content"": ""好啊，你愿意陪着我那就太好了。""}, {""sex"": ""1"", ""content"": ""我正想要你陪我，却不知道怎么开口呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊聊天嘛""}, {""sex"": ""1"", ""content"": ""我要好好撩你了！""}, {""sex"": ""1"", ""content"": ""聊聊我们的未来吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不理我了？""}, {""sex"": ""1"", ""content"": ""没有不理你，我这不是一有空马上就给你回消息了嘛。""}, {""sex"": ""1"", ""content"": ""突然手边的事情有点多，一下子忙起来了，我怎么可能会不理你呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不要面子的啊""}, {""sex"": ""1"", ""content"": ""面子能当饭吃吗？不能！""}, {""sex"": ""1"", ""content"": ""要面子干嘛？要我就行了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别忘记吃饭""}, {""sex"": ""1"", ""content"": ""吃饭这么重要的事情，我肯定不会忘记的。""}, {""sex"": ""1"", ""content"": ""忘了什么都不会忘记吃饭的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都忘记了""}, {""sex"": ""1"", ""content"": ""我可是清楚地记得有关你的一切。""}, {""sex"": ""1"", ""content"": ""小小年纪就健忘，以后可怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让我等那么久""}, {""sex"": ""1"", ""content"": ""对不起，让你久等了。""}, {""sex"": ""1"", ""content"": ""来得早，不如来得巧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你打篮球不""}, {""sex"": ""1"", ""content"": ""你是想看我打球的英姿飒爽？""}, {""sex"": ""1"", ""content"": ""作为主力队员，我怎么会说自己不会呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不怎么会说话""}, {""sex"": ""1"", ""content"": ""话不用说太多，让我安静地欣赏你的美就好了。""}, {""sex"": ""1"", ""content"": ""那说明你是个文静内敛的女孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开风扇""}, {""sex"": ""1"", ""content"": ""这么热的天，确定不开空调吗？""}, {""sex"": ""1"", ""content"": ""你说以前那么热却没有风扇，人们是怎么过夏天的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""唉？""}, {""sex"": ""1"", ""content"": ""还有什么不明白的？""}, {""sex"": ""1"", ""content"": ""别唉声叹气，我想让你一直开开心心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""奖什么""}, {""sex"": ""1"", ""content"": ""奖励一个喜欢你的我！""}, {""sex"": ""1"", ""content"": ""那得看你想要什么呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不回答""}, {""sex"": ""1"", ""content"": ""不回答我是想心里默默想着我吗？""}, {""sex"": ""1"", ""content"": ""别怕，就算你回答得不好我也不会怪你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想的美哦""}, {""sex"": ""1"", ""content"": ""你都这么美了，我当然得想美点啦。""}, {""sex"": ""1"", ""content"": ""爱美之心人皆有之。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢你的生日礼物""}, {""sex"": ""1"", ""content"": ""不用谢，这是我的一点心意，希望你生日能开开心心的。""}, {""sex"": ""1"", ""content"": ""希望往后的每一年我都能陪你过生日。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""帽子""}, {""sex"": ""1"", ""content"": ""怎么我觉得你戴什么帽子都那么好看？""}, {""sex"": ""1"", ""content"": ""你喜欢什么样的帽子，棒球帽渔夫帽还是贝雷帽？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""2020""}, {""sex"": ""1"", ""content"": ""2020年是幸福的一年，因为会有双份的爱。""}, {""sex"": ""1"", ""content"": ""爱你爱你，对我的爱表达得这么含蓄啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""果然是直男""}, {""sex"": ""1"", ""content"": ""我要多跟你待在一起才行，这样你才会改变我的直男思维。""}, {""sex"": ""1"", ""content"": ""我只是嘴太笨了不知道怎么说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你打算怎么过""}, {""sex"": ""1"", ""content"": ""想找个人陪我过，你愿意吗？""}, {""sex"": ""1"", ""content"": ""我打算跟你这个小仙女一起过呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拜拜了您嘞""}, {""sex"": ""1"", ""content"": ""没事，明天还能看见美丽的你。""}, {""sex"": ""1"", ""content"": ""你觉得你能逃出我的手掌心吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥你真会说话""}, {""sex"": ""1"", ""content"": ""因为讲的话是给你听的呀。""}, {""sex"": ""1"", ""content"": ""为了更好的与你相处，我可是有备而来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是你撩不到的人""}, {""sex"": ""1"", ""content"": ""那你是想让我试试看嘛？！""}, {""sex"": ""1"", ""content"": ""给我个支点，我能把你撩到飞起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的小宝贝上线了""}, {""sex"": ""1"", ""content"": ""我等的都快疯了知道不！""}, {""sex"": ""1"", ""content"": ""小宝贝最近有没有吃胖胖呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有空再说吧""}, {""sex"": ""1"", ""content"": ""那把我的空分你点就有啦。""}, {""sex"": ""1"", ""content"": ""现在我就很有空""}, {""sex"": ""1"", ""content"": "" 没事啊，我不建议为你浪费时间的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""许多年以后""}, {""sex"": ""1"", ""content"": ""你会发现现在的决定是多么正确。""}, {""sex"": ""1"", ""content"": ""或许很多年以后我们回首过去不要后悔就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一日之计在于晨，愿我这阳光初露时的小小问候能将快乐带给你""}, {""sex"": ""1"", ""content"": ""我的一生之计在于你""}, {""sex"": ""1"", ""content"": ""你的问候就是我最大的快乐""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱去哪去哪""}, {""sex"": ""1"", ""content"": ""我爱去你心里，你让我进去呗。""}, {""sex"": ""1"", ""content"": ""那你发个定位，我来你身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""得了癌症""}, {""sex"": ""1"", ""content"": ""一定是良性癌症对不对，不要吓我啊！""}, {""sex"": ""1"", ""content"": ""怎么会呢？不可能的，你明明很健康啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋这样啊""}, {""sex"": ""1"", ""content"": ""我就是我！不一样的我！""}, {""sex"": ""1"", ""content"": ""难道你不喜欢我这样吗？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怎么没有发现呢""}, {""sex"": ""1"", ""content"": ""你这么笨，我也不怪你。""}, {""sex"": ""1"", ""content"": ""你要是对我用心点就能发现啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""每个女孩你都这样说吗""}, {""sex"": ""1"", ""content"": ""每个是谁，我为什么要对她说。""}, {""sex"": ""1"", ""content"": ""除了你，我没有其他女孩了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""100个优点""}, {""sex"": ""1"", ""content"": ""说你的优点，一千个都说不够。""}, {""sex"": ""1"", ""content"": ""优点只是凸显你的好看而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的比你好看""}, {""sex"": ""1"", ""content"": ""你肯定是比我好看的啦。""}, {""sex"": ""1"", ""content"": ""再好看我都感觉没你好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""信息有点多""}, {""sex"": ""1"", ""content"": ""那你先好好处理先吧！""}, {""sex"": ""1"", ""content"": ""多一点信息才能了解你更多。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想被人打扰""}, {""sex"": ""1"", ""content"": ""我也不希望别人来打扰我们""}, {""sex"": ""1"", ""content"": ""我会安安静静陪着你，绝对不打扰你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别回我信息""}, {""sex"": ""1"", ""content"": ""对不起，我没能控制住自己。""}, {""sex"": ""1"", ""content"": ""不回你消息，我都感觉对不起自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还说爱我""}, {""sex"": ""1"", ""content"": ""我不爱你嘛？""}, {""sex"": ""1"", ""content"": ""对啊，我爱你呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我拿你当兄弟""}, {""sex"": ""1"", ""content"": ""我不缺兄弟，我缺的是女朋友。""}, {""sex"": ""1"", ""content"": ""我从来就没有当你是兄弟过，我的很认真喜欢你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我该睡觉啦""}, {""sex"": ""1"", ""content"": ""好的，我也该梦到你了。""}, {""sex"": ""1"", ""content"": ""好好睡觉，千万要梦到我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那想吧""}, {""sex"": ""1"", ""content"": ""我都这么想你了，肯定是没啥问题的啦。""}, {""sex"": ""1"", ""content"": ""那我只好努力的想你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪有那么多理由""}, {""sex"": ""1"", ""content"": ""要不是因为喜欢你，我才不找这么多理由呢""}, {""sex"": ""1"", ""content"": ""这不是理由，我都是就事论事好嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要放假了""}, {""sex"": ""1"", ""content"": ""一想到放假是不是激动得不得了？""}, {""sex"": ""1"", ""content"": ""放假了我去找你玩呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么多小姐姐""}, {""sex"": ""1"", ""content"": ""再多的小姐姐也比不上你这一个。""}, {""sex"": ""1"", ""content"": ""可你是独一无二的，没人能代替。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我妈妈不在家""}, {""sex"": ""1"", ""content"": ""我现在去你家喝茶的话，你介意吗？""}, {""sex"": ""1"", ""content"": ""你这是在暗示我什么吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""欣赏你""}, {""sex"": ""1"", ""content"": ""能得到小仙女欣赏的人应该不多哦""}, {""sex"": ""1"", ""content"": ""这说明你很有眼光啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""高兴的开始""}, {""sex"": ""1"", ""content"": ""以后我会让你一直高兴下去的""}, {""sex"": ""1"", ""content"": ""是因为看到我特别高兴吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你老实个鬼""}, {""sex"": ""1"", ""content"": ""我怎么看起来不老实啦。""}, {""sex"": ""1"", ""content"": ""我这么老实的人已经很少见了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""why""}, {""sex"": ""1"", ""content"": ""Because I Love You""}, {""sex"": ""1"", ""content"": ""因为在我心里你是最重要的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老公我变丑了""}, {""sex"": ""1"", ""content"": ""明明变漂亮了，哪里变丑了。""}, {""sex"": ""1"", ""content"": ""刚好，给别人留点自信。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么要请我吃饭""}, {""sex"": ""1"", ""content"": ""我怎么就不可以请你吃饭了呢！""}, {""sex"": ""1"", ""content"": ""我请你吃饭难道还需要理由的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么晚还不睡觉啊""}, {""sex"": ""1"", ""content"": ""因为我的怀中没有你，我无心睡眠。""}, {""sex"": ""1"", ""content"": ""你都还没来梦里见我，当然没睡呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚睡那么晚""}, {""sex"": ""1"", ""content"": ""是啊，想你想着想着就忘记时间了。""}, {""sex"": ""1"", ""content"": ""没办法，都没有人劝我早睡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安哥哥""}, {""sex"": ""1"", ""content"": ""哥哥昨晚睡得不好，都是妹妹的错。""}, {""sex"": ""1"", ""content"": ""一大早就收到妹妹的早安问候，我肯定会有一整天的好心情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是疯了嘛""}, {""sex"": ""1"", ""content"": ""对啊，为了爱情我愿意疯一回！""}, {""sex"": ""1"", ""content"": ""我是个喜欢你的疯子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女生打招呼""}, {""sex"": ""1"", ""content"": ""开心！小仙女跟我打招呼了！""}, {""sex"": ""1"", ""content"": ""真好！我又能见到小仙女了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不喝不喝""}, {""sex"": ""1"", ""content"": ""喝一点嘛，味道很好哦。""}, {""sex"": ""1"", ""content"": ""好吧，看来你没有这个福气了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""敢不敢发个红包""}, {""sex"": ""1"", ""content"": ""你要是敢收，就说明你答应做我女朋友了。""}, {""sex"": ""1"", ""content"": ""红包哪能随便发，除非你是我老婆。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯 晚安""}, {""sex"": ""1"", ""content"": ""晚安，说好了不许在梦里欺负我啊！""}, {""sex"": ""1"", ""content"": ""晚安，做个好梦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是一个人""}, {""sex"": ""1"", ""content"": ""现在有了我就是两个人。""}, {""sex"": ""1"", ""content"": ""不，你不是，你是我的心上人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""香水味""}, {""sex"": ""1"", ""content"": ""小仙女用的是什么香水？""}, {""sex"": ""1"", ""content"": ""难道仙女不是自带香味的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不跟你耍""}, {""sex"": ""1"", ""content"": ""你要是不跟我耍，我也不许你跟别人耍。""}, {""sex"": ""1"", ""content"": ""干嘛不跟我耍，错过了我你上哪去找像我这样的好男人？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想我叫你什么""}, {""sex"": ""1"", ""content"": ""宝贝、亲爱的、老公……都可以。""}, {""sex"": ""1"", ""content"": ""最好是叫老公，毕竟要叫一辈子，可以先熟悉一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""保证打不死你""}, {""sex"": ""1"", ""content"": ""没办法，有你在我舍不得死啊！""}, {""sex"": ""1"", ""content"": ""你把我打死了，那你就成了寡妇了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可惜回不去了""}, {""sex"": ""1"", ""content"": ""世上没有后悔药可以吃啊。""}, {""sex"": ""1"", ""content"": ""回不去了，那就努力往前看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""收回去""}, {""sex"": ""1"", ""content"": ""好好好，我收回，你就假装没听见。""}, {""sex"": ""1"", ""content"": ""可是说出去的话就如泼出去的水，怎么能收回？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是吗，你喜欢我那里吖""}, {""sex"": ""1"", ""content"": ""喜欢就是喜欢，还分哪里的嘛？""}, {""sex"": ""1"", ""content"": ""喜欢你的全部啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己养""}, {""sex"": ""1"", ""content"": ""你觉得自己能养得起吗？！""}, {""sex"": ""1"", ""content"": ""算了吧，我怕你养坏了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""陪我吧""}, {""sex"": ""1"", ""content"": ""放心，我会一直陪着你的。""}, {""sex"": ""1"", ""content"": ""当然要陪你，我才不给别人陪你的机会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""陪我聊会""}, {""sex"": ""1"", ""content"": ""那我们来聊会儿人生大事吧。""}, {""sex"": ""1"", ""content"": ""聊什么聊啊，直接撩可以吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在家干啥呢""}, {""sex"": ""1"", ""content"": ""吃饭睡觉打豆豆啊！""}, {""sex"": ""1"", ""content"": ""除了想你还能干嘛呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的没想到""}, {""sex"": ""1"", ""content"": ""其实还有很多也都是你没有想到的""}, {""sex"": ""1"", ""content"": ""那你想想还有什么是你没想到的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会炒菜""}, {""sex"": ""1"", ""content"": ""咳咳，那你要不要做我女朋友，我会炒菜。""}, {""sex"": ""1"", ""content"": ""虽然我也不会，但为了我们的未来我愿意学。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""散步去了""}, {""sex"": ""1"", ""content"": ""我正好有空，我陪你去吧。""}, {""sex"": ""1"", ""content"": ""一个人散步很无聊吧，要不我陪你去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个很好看的""}, {""sex"": ""1"", ""content"": ""再好看能有比你好看吗？""}, {""sex"": ""1"", ""content"": ""我眼里只有你，你觉得它好看吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有电了""}, {""sex"": ""1"", ""content"": ""快充电五分钟，我们就可以继续聊两小时的天了。""}, {""sex"": ""1"", ""content"": ""那你快去充电，充完我们继续聊天呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就高兴吧""}, {""sex"": ""1"", ""content"": ""有你在我肯定得高高兴兴的啊。""}, {""sex"": ""1"", ""content"": ""再高兴也得有你高兴才好啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭而已""}, {""sex"": ""1"", ""content"": ""那你吃什么好吃的呀？""}, {""sex"": ""1"", ""content"": ""吃饭可不是小事，这可是每天都要做的事情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咱俩都不认识""}, {""sex"": ""1"", ""content"": ""相互了解一下我们就认识啦。""}, {""sex"": ""1"", ""content"": ""别担心，朋友都是从陌生人开始的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的哇""}, {""sex"": ""1"", ""content"": ""对啊，骗你没好处""}, {""sex"": ""1"", ""content"": ""我说的都是真话，我怎么会骗人呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""祝你520快乐""}, {""sex"": ""1"", ""content"": ""小仙女520快乐，希望你今后能一直都快乐。""}, {""sex"": ""1"", ""content"": ""有你陪着我，我就觉得是最快乐的事了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也嫌弃我自己""}, {""sex"": ""1"", ""content"": ""那把你给我吧，我不嫌弃""}, {""sex"": ""1"", ""content"": ""我嫌弃你怎么还没喜欢我！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在还是很困""}, {""sex"": ""1"", ""content"": ""真担心你一会就开始打瞌睡了。""}, {""sex"": ""1"", ""content"": ""要是困了就喝杯咖啡吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么哄我睡觉""}, {""sex"": ""1"", ""content"": ""想听睡前故事？你乖乖闭上眼睛我再给你讲。""}, {""sex"": ""1"", ""content"": ""躺我旁边，等会你就睡着了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点近""}, {""sex"": ""1"", ""content"": ""这么近咱们可以出来喝奶茶呀""}, {""sex"": ""1"", ""content"": ""近点好啊，这样就能发展线下关系了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨天有点冷""}, {""sex"": ""1"", ""content"": ""一定是因为我不在你身边所以会比较冷。""}, {""sex"": ""1"", ""content"": ""那我用我的爱来温暖你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我以为你把我忘了呢""}, {""sex"": ""1"", ""content"": ""忘了谁都不能把你忘了吧。""}, {""sex"": ""1"", ""content"": ""心里装着你呢，怎舍得把你忘了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩一下""}, {""sex"": ""1"", ""content"": ""没想到小仙女竟然这么贪玩""}, {""sex"": ""1"", ""content"": ""那我陪你玩吧，两个人玩会比较有趣""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么这么说呀""}, {""sex"": ""1"", ""content"": ""因为这本来就是事实呀，就像我喜欢你也是事实。""}, {""sex"": ""1"", ""content"": ""那你要是不喜欢，我以后就不说了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我咋没看到你""}, {""sex"": ""1"", ""content"": ""我都隐藏起来了，你当然没看到啦。""}, {""sex"": ""1"", ""content"": ""你想怎么看到我呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肉都吃不完""}, {""sex"": ""1"", ""content"": ""你这吃货不咋样啊。""}, {""sex"": ""1"", ""content"": ""你多吃点不就吃完了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃虫了吗？""}, {""sex"": ""1"", ""content"": ""吃你这条大懒虫吗？""}, {""sex"": ""1"", ""content"": ""虫子有啥好吃的，吃你就够了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没啥地方去""}, {""sex"": ""1"", ""content"": ""有啊，好多地方呢，你想去哪，我带你去。""}, {""sex"": ""1"", ""content"": ""既然没地方去那就来找我吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午饭吃了没""}, {""sex"": ""1"", ""content"": ""不看着你吃饭能香吗？""}, {""sex"": ""1"", ""content"": ""吃饱了，可是现在想吃你了""}], ""lock"": 1}"
