"{""chat"": [{""sex"": ""1"", ""content"": ""你觉得怎样更好看些？?""}, {""sex"": ""1"", ""content"": ""我需要点意见。你说我是戴眼镜好看还是不戴好看？""}, {""sex"": ""2"", ""content"": ""我觉得这样好看一点。""}, {""sex"": ""1"", ""content"": ""我朋友说我戴眼镜的时候像的特工！""}, {""sex"": ""2"", ""content"": ""没错，就是像。""}, {""sex"": ""1"", ""content"": ""为什么你认为这样好？""}, {""sex"": ""2"", ""content"": ""（说出她的意见）""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""谢谢你。""}, {""sex"": ""2"", ""content"": ""什么？""}, {""sex"": ""1"", ""content"": ""谢谢你。""}, {""sex"": ""2"", ""content"": ""为什么谢谢我?""}, {""sex"": ""1"", ""content"": ""我觉得这里很热，但你的眼神很冷，站在你隔壁我觉得特别凉快，所以谢谢你。""}, {""sex"": ""2"", ""content"": ""哈哈哈~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好逗哦""}, {""sex"": ""1"", ""content"": ""我只是幽默风趣，不想我们的聊天枯燥乏味。""}, {""sex"": ""1"", ""content"": ""能逗你开心不就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以看看照片吗""}, {""sex"": ""1"", ""content"": ""照骗而已啦，没啥好看的。""}, {""sex"": ""1"", ""content"": ""看照片还不如看看真人呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我今天挺累的""}, {""sex"": ""1"", ""content"": ""那你要不要倒在我怀里休息下。""}, {""sex"": ""1"", ""content"": ""累了就好好休息，我会陪着你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""赞美开场白""}, {""sex"": ""1"", ""content"": ""能跟这么漂亮的小姐姐认识真是我的荣幸。""}, {""sex"": ""1"", ""content"": ""我觉得近来会有好事发生，因为近来认识了你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近太忙""}, {""sex"": ""1"", ""content"": ""忙点好啊，这样你就过得很充实了。""}, {""sex"": ""1"", ""content"": ""为了赚钱变得忙一些这不是很正常的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不说话了""}, {""sex"": ""1"", ""content"": ""我只是习惯性的沉默寡言而已。""}, {""sex"": ""1"", ""content"": ""这不是想听你说话嘛！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙着生活""}, {""sex"": ""1"", ""content"": ""我也忙着生活，而你就是我的生活。""}, {""sex"": ""1"", ""content"": ""有你在的生活就是最幸福的生活。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""先不和你说了""}, {""sex"": ""1"", ""content"": ""那你先去忙，我等你回复。""}, {""sex"": ""1"", ""content"": ""好，那你不可以太晚回家知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是我第一个网友""}, {""sex"": ""1"", ""content"": ""也是你最后一个男朋友。""}, {""sex"": ""1"", ""content"": ""我会慢慢的从网友一步一步爬上去的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""难道不是在想我吗""}, {""sex"": ""1"", ""content"": ""必须是在想你。""}, {""sex"": ""1"", ""content"": ""我要是不想你，还能是我嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的不认识""}, {""sex"": ""1"", ""content"": ""不认识也好，我们可以从零开始。""}, {""sex"": ""1"", ""content"": ""没关系，现在认识认识也不迟。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得我跟你只适合做朋友""}, {""sex"": ""1"", ""content"": ""我不要你觉得，我要我觉得！""}, {""sex"": ""1"", ""content"": ""对啊，我们只适合做男女朋友关系。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你觉得适合你？""}, {""sex"": ""1"", ""content"": ""我觉得我自己挺适合你的。""}, {""sex"": ""1"", ""content"": ""有啥不适合的，我是百搭的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多余""}, {""sex"": ""1"", ""content"": ""你在我心里一直都是很重要的。""}, {""sex"": ""1"", ""content"": ""多余吗？感觉一点都不多余""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要你给我讲笑话""}, {""sex"": ""1"", ""content"": ""我怕等会儿把你笑死可咋办啊。""}, {""sex"": ""1"", ""content"": ""我不，你一笑我就容易血糖高！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我给你讲""}, {""sex"": ""1"", ""content"": ""你慢慢讲，我有一辈子的时间可以听你讲""}, {""sex"": ""1"", ""content"": ""那你可要讲仔细了，我才能听得懂""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去洗脸""}, {""sex"": ""1"", ""content"": ""你不要把自己的美丽给洗没了。""}, {""sex"": ""1"", ""content"": ""你是想让我看到你素颜嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不喜欢吵架""}, {""sex"": ""1"", ""content"": ""那以后我们都不吵架了。""}, {""sex"": ""1"", ""content"": ""正好，我也不爱吵架。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我长的比较丑""}, {""sex"": ""1"", ""content"": ""不准你说我的小可爱丑。""}, {""sex"": ""1"", ""content"": ""我的眼光比较特别。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""健康生活""}, {""sex"": ""1"", ""content"": ""以后我们一起健康生活吧。""}, {""sex"": ""1"", ""content"": ""看来小仙女很懂生活哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没我厉害""}, {""sex"": ""1"", ""content"": ""那你是不是应该露两手给我看看？""}, {""sex"": ""1"", ""content"": ""我可不敢跟仙女比厉害。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪里坏了""}, {""sex"": ""1"", ""content"": ""我哪里坏，要等你来发现呀。""}, {""sex"": ""1"", ""content"": ""看来我在你心里还是有很好的印象的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋又换头像了""}, {""sex"": ""1"", ""content"": ""我每次换头像都是你第一个发现我好感动""}, {""sex"": ""1"", ""content"": ""怎么样，我的新头像是不是很符合我的气质？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可能就是不可能""}, {""sex"": ""1"", ""content"": ""很多问题都没有绝对唯一和确定性的答案。""}, {""sex"": ""1"", ""content"": ""难道你没听说过“一切皆有可能”吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能不能""}, {""sex"": ""1"", ""content"": ""在你面前从来就不会有不能这个答案""}, {""sex"": ""1"", ""content"": ""一想到你，不能也都变成能了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""状态不错""}, {""sex"": ""1"", ""content"": ""看来昨天晚上休息得很好哦。""}, {""sex"": ""1"", ""content"": ""那你要一直保持这种状态哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""丢垃圾桶""}, {""sex"": ""1"", ""content"": ""说丢就丢，也太浪费了吧！""}, {""sex"": ""1"", ""content"": ""哪个垃圾桶，我去捡回来！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在看电视啊""}, {""sex"": ""1"", ""content"": ""难不成电视比我还要好看？""}, {""sex"": ""1"", ""content"": ""看啥电视，不和我分享一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在看电视""}, {""sex"": ""1"", ""content"": ""你没陪我聊天的时候有点无聊，所以我就看了看电视。""}, {""sex"": ""1"", ""content"": ""刚刚在看，现在不看了，现在要专心陪你聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好暖呀""}, {""sex"": ""1"", ""content"": ""我的怀抱也很暖，等你来感受。""}, {""sex"": ""1"", ""content"": ""我会暖你一辈子的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上怎么和女生聊天""}, {""sex"": ""1"", ""content"": ""今天晚上的月亮很亮哦，小仙女看到了吗？""}, {""sex"": ""1"", ""content"": ""我猜你现在肯定是在想怎么没有人找我聊天呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""八点起床""}, {""sex"": ""1"", ""content"": ""这么早起床，我的脑子会受不了。""}, {""sex"": ""1"", ""content"": ""早睡早起身体好啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是妖怪哦""}, {""sex"": ""1"", ""content"": ""妖怪现在要吃了你！""}, {""sex"": ""1"", ""content"": ""那你是要收了我的道士嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么要知道""}, {""sex"": ""1"", ""content"": ""你要是不知道会错过一个很精彩的事情。""}, {""sex"": ""1"", ""content"": ""难道你就没有一点点好奇吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""洗头呢""}, {""sex"": ""1"", ""content"": ""小仙女，下次让tony我来为你服务。""}, {""sex"": ""1"", ""content"": ""真想做那个为你洗头发、擦头发、吹头发的男人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱情在哪里""}, {""sex"": ""1"", ""content"": ""在这里呀，甜甜的恋爱送到你面前了。""}, {""sex"": ""1"", ""content"": ""在这个充满恋爱气息的夏天里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不舍得才怪""}, {""sex"": ""1"", ""content"": ""我知道你不舍得，可别害羞啊。""}, {""sex"": ""1"", ""content"": ""难道你舍得吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你舍得打""}, {""sex"": ""1"", ""content"": ""我当然是舍不得打你啦""}, {""sex"": ""1"", ""content"": ""我要是舍得的话，那还能是我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""所以什么""}, {""sex"": ""1"", ""content"": ""所以……你要不要做我女朋友？""}, {""sex"": ""1"", ""content"": ""你这么可爱的一面只能让我看到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就别看""}, {""sex"": ""1"", ""content"": ""可我忍不住想看。""}, {""sex"": ""1"", ""content"": ""那怎么行，不看就不知道是什么样的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上怎么开场""}, {""sex"": ""1"", ""content"": ""这美的夜晚，不找你聊聊都觉得不好意思了。""}, {""sex"": ""1"", ""content"": ""仙女，你是不是住月球的啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉觉""}, {""sex"": ""1"", ""content"": ""那我能麻烦你一件事情吗？""}, {""sex"": ""2"", ""content"": ""什么事？""}, {""sex"": ""1"", ""content"": ""睡觉的时候梦到我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你来陪我""}, {""sex"": ""1"", ""content"": ""地址发过来，我马上到！""}, {""sex"": ""1"", ""content"": ""你想我怎么陪呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟我聊天还不好啊""}, {""sex"": ""1"", ""content"": ""除了聊天没做点别的都不好意思啊。""}, {""sex"": ""1"", ""content"": ""聊天还不如撩你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""巡山""}, {""sex"": ""1"", ""content"": ""大王叫我来巡山~我把人间转一转~""}, {""sex"": ""1"", ""content"": ""那你巡山 有什么收获吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""神烦""}, {""sex"": ""1"", ""content"": ""仙女也会烦恼的吗？""}, {""sex"": ""1"", ""content"": ""在烦什么，可以跟我这个情绪垃圾桶倾诉哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥有对象吗""}, {""sex"": ""1"", ""content"": ""你想我有对象吗？""}, {""sex"": ""1"", ""content"": ""对象是什么？能吃吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很久没聊天了""}, {""sex"": ""1"", ""content"": ""那我们这次一次性聊个够。""}, {""sex"": ""1"", ""content"": ""都害我想你想了这么久。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以看看你的照片吗？""}, {""sex"": ""1"", ""content"": ""你就不怕等会儿被我的照片吸引吗""}, {""sex"": ""1"", ""content"": ""难道我真人比照片更没有吸引力吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不介意的""}, {""sex"": ""1"", ""content"": ""你不介意，但是我介意啊！""}, {""sex"": ""1"", ""content"": ""对不起，我对喜欢的人比较挑剔。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我介意啊""}, {""sex"": ""1"", ""content"": ""介意什么，介意我那么喜欢你还不行动？""}, {""sex"": ""1"", ""content"": ""我不介意你这么胡闹。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又不生气""}, {""sex"": ""1"", ""content"": ""不生气的小仙女才是好仙女。""}, {""sex"": ""1"", ""content"": ""差点就在想怎么哄好你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好奇开场白""}, {""sex"": ""1"", ""content"": ""你好！……有没有看我有点眼熟？""}, {""sex"": ""1"", ""content"": ""你好，请问。。。 （后面不回复，等对方勾起兴趣）""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你玩你的吧""}, {""sex"": ""1"", ""content"": ""有你陪我，我怎么能自个儿玩呢？""}, {""sex"": ""1"", ""content"": ""只想跟你一起玩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没星星""}, {""sex"": ""1"", ""content"": ""那我帮你赢星星好不好呀？""}, {""sex"": ""1"", ""content"": ""所以这时候你就需要我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""记得吃饭早餐""}, {""sex"": ""1"", ""content"": ""那我能在吃早餐的时候有你陪着吗""}, {""sex"": ""1"", ""content"": ""那我可以请你一起吃早餐吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""逗吗""}, {""sex"": ""1"", ""content"": ""哈哈哈哈，原来你是小逗比。""}, {""sex"": ""1"", ""content"": ""太逗了，以后换我天天逗你开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没习惯""}, {""sex"": ""1"", ""content"": ""我们还有很多的时间来互相习惯。""}, {""sex"": ""1"", ""content"": ""习惯靠养成，我们慢慢养就对了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做你的小宝贝""}, {""sex"": ""1"", ""content"": ""那我要把小宝贝拐回家了。""}, {""sex"": ""1"", ""content"": ""嘴巴怎么这么甜，想干嘛呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有时间吗？""}, {""sex"": ""1"", ""content"": ""如果你要约我的话，我可以有时间。""}, {""sex"": ""1"", ""content"": ""那得看你想不想我有时间咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚吃完饭啊""}, {""sex"": ""1"", ""content"": ""吃啥好吃的，都不给我带点。""}, {""sex"": ""1"", ""content"": ""你在没吃饭的人面前说这个不好吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你嫌弃我。""}, {""sex"": ""1"", ""content"": ""我怎么会嫌弃你这个小天使呢。""}, {""sex"": ""1"", ""content"": ""你觉得我有必要去嫌弃你吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你去找你老婆吧""}, {""sex"": ""1"", ""content"": ""老婆，我终于找到你了。""}, {""sex"": ""1"", ""content"": ""你不就是我的老婆吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我这种渣女不好""}, {""sex"": ""1"", ""content"": ""没事，我就喜欢你这种渣女。""}, {""sex"": ""1"", ""content"": ""我会感化你的，放心吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哎呀烦死了""}, {""sex"": ""1"", ""content"": ""别烦呀，烦恼多了会长皱纹的""}, {""sex"": ""1"", ""content"": ""不烦不烦，我来帮小仙女吹散烦恼""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我有男朋友呢""}, {""sex"": ""1"", ""content"": ""那我就让我自己变成你的男朋友。""}, {""sex"": ""1"", ""content"": ""还没结婚之前什么都有可能。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不发""}, {""sex"": ""1"", ""content"": ""不发也行，但你要亲我一口作为补偿。""}, {""sex"": ""1"", ""content"": ""真的不发吗？我晚上会睡不着的，到时候就到你梦里捣蛋。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢跟你聊天""}, {""sex"": ""1"", ""content"": ""我不想聊天了，只想撩你。""}, {""sex"": ""1"", ""content"": ""巧了，我也喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""到时候见""}, {""sex"": ""1"", ""content"": ""我已经抑制不住雀跃的心了""}, {""sex"": ""1"", ""content"": ""真希望时间过得快一点呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好痛苦""}, {""sex"": ""1"", ""content"": ""生活虽然很艰难，可是总会熬过去的。""}, {""sex"": ""1"", ""content"": ""我跟你一起承受痛苦，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么可能""}, {""sex"": ""1"", ""content"": ""可能和不可能，就像是薛定谔的猫""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""不试试怎么知道没有可能呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小可耐""}, {""sex"": ""1"", ""content"": ""你才是全世界最可爱的小仙女呀。""}, {""sex"": ""1"", ""content"": ""现在到底是谁可爱呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你删除我""}, {""sex"": ""1"", ""content"": ""你这种想法我是没办法理解的。""}, {""sex"": ""1"", ""content"": ""你觉得我会这么删除你吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我以为你把我删了""}, {""sex"": ""1"", ""content"": ""我怎么可能会把小仙女删了呢？""}, {""sex"": ""1"", ""content"": ""你可是我的特别关心，怎么可能删了呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就自恋吧你""}, {""sex"": ""1"", ""content"": ""我得先学着喜欢自己，才能好好喜欢你。""}, {""sex"": ""1"", ""content"": ""自恋也是需要资本的好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我是什么类型的好看呢""}, {""sex"": ""1"", ""content"": ""你是我喜欢类型的好看！""}, {""sex"": ""1"", ""content"": ""好看就是好看，哪有什么类型的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢又能怎样""}, {""sex"": ""1"", ""content"": ""喜欢就要争取啊，毕竟一辈子这么短，遇到喜欢的人不容易""}, {""sex"": ""1"", ""content"": ""喜欢可以让你变勇敢，让你知道自己有多厉害""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""丑得一批""}, {""sex"": ""1"", ""content"": ""不丑啊，我觉得还是可以的呀。""}, {""sex"": ""1"", ""content"": ""你确定不是好看吗？我怎么觉得是好看呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得自己长的丑""}, {""sex"": ""1"", ""content"": ""我不要你觉得，我要我觉得！""}, {""sex"": ""1"", ""content"": ""你只是美的不够明显而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你最甜""}, {""sex"": ""1"", ""content"": ""那也只是甜你一个人而已。""}, {""sex"": ""1"", ""content"": ""你咋知道的，难不成你尝过？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想听你声音""}, {""sex"": ""1"", ""content"": ""想听？其实是想撩我说情话吧。""}, {""sex"": ""1"", ""content"": ""是不是想听我说喜欢你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点不高兴""}, {""sex"": ""1"", ""content"": ""那你想怎么高兴呢？""}, {""sex"": ""1"", ""content"": ""那我想想怎么让你高兴。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真老实""}, {""sex"": ""1"", ""content"": ""难道老实人就不配拥有爱情了吗？""}, {""sex"": ""1"", ""content"": ""因为我不是渣男啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我哪里变了""}, {""sex"": ""1"", ""content"": ""可能是因为我眼中的你变得更好看了吧。""}, {""sex"": ""1"", ""content"": ""变得让我更加喜欢了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""播音主持""}, {""sex"": ""1"", ""content"": ""那你的声音肯定特别好听。""}, {""sex"": ""1"", ""content"": ""播音主持的普通话都说得特别标准，那你肯定普通话说得很好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要吃午饭了""}, {""sex"": ""1"", ""content"": ""那你可以请我吃午饭吗？""}, {""sex"": ""1"", ""content"": ""吃吧，记得要吃的饱饱的呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午聊什么""}, {""sex"": ""1"", ""content"": ""下午好啊，有没有睡个午觉补充能量？""}, {""sex"": ""1"", ""content"": ""我猜你现在肯定昏昏欲睡，特地前来找你聊天让你精神一点呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""舒服的""}, {""sex"": ""1"", ""content"": ""什么时候也让我享受一下呀？""}, {""sex"": ""1"", ""content"": ""光顾着自己舒服可不行吧，这样太过分了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还有？""}, {""sex"": ""1"", ""content"": ""还有好多好多呢。""}, {""sex"": ""1"", ""content"": ""当然了，还有你意想不到的惊喜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还不睡觉呢""}, {""sex"": ""1"", ""content"": ""你都未睡，我怎能睡。""}, {""sex"": ""1"", ""content"": ""你的晚安还没收到，不敢睡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你为什么对我这么好啊""}, {""sex"": ""1"", ""content"": ""我对我喜欢的人好不行吗！""}, {""sex"": ""1"", ""content"": ""看到喜欢的人就控制不住的对你好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还聊？""}, {""sex"": ""1"", ""content"": ""不聊了，开始撩了。""}, {""sex"": ""1"", ""content"": ""聊啊，为什么不聊呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""主动出击""}, {""sex"": ""1"", ""content"": ""哪有让女孩子主动的道理，你好好待着我来出击。""}, {""sex"": ""1"", ""content"": ""你主动我们就会有故事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想我主动""}, {""sex"": ""1"", ""content"": ""主动了这样才会有故事啊。""}, {""sex"": ""1"", ""content"": ""主动的人运气都会好一点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看内在""}, {""sex"": ""1"", ""content"": ""一个人的内在比外貌重要太多了。""}, {""sex"": ""1"", ""content"": ""我就知道你不是肤浅的女生。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""微信打招呼""}, {""sex"": ""1"", ""content"": ""小仙女眼光真好""}, {""sex"": ""2"", ""content"": ""哈哈，确实""}, {""sex"": ""1"", ""content"": ""不然怎么会和我打招呼呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上给女神打招呼""}, {""sex"": ""1"", ""content"": ""早啊，昨天又梦见你了。""}, {""sex"": ""1"", ""content"": ""手机今天好像中邪了，拦都拦不住要给你打个招呼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪里人？""}, {""sex"": ""1"", ""content"": ""天上下凡的""}, {""sex"": ""1"", ""content"": ""不要问我从哪里来，我的故乡在远方""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你昨不理我""}, {""sex"": ""1"", ""content"": ""哪有不理你，我只是在深思回你的消息。""}, {""sex"": ""1"", ""content"": ""我怎么可能不理你呢，别瞎想啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""写字好看""}, {""sex"": ""1"", ""content"": ""字如人，说明人也好看。""}, {""sex"": ""1"", ""content"": ""写我们的名字也很好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在家？""}, {""sex"": ""1"", ""content"": ""是啊，一个人有点无聊""}, {""sex"": ""1"", ""content"": ""在家呢，要不要过来陪我呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""幸识鸭""}, {""sex"": ""1"", ""content"": ""能和你认识，我真的好开心呀""}, {""sex"": ""1"", ""content"": ""这是我的荣幸！我的小仙女！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有什么事情吗？""}, {""sex"": ""1"", ""content"": ""难道我有事才能来找你吗？""}, {""sex"": ""1"", ""content"": ""有事啊，人生大事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以为你有事""}, {""sex"": ""1"", ""content"": ""没什么特别的事，就是想你了。""}, {""sex"": ""1"", ""content"": ""没事就不能找你说说话了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是个男的我都喜欢呢""}, {""sex"": ""1"", ""content"": ""只要是你，我就喜欢。""}, {""sex"": ""1"", ""content"": ""那我这种帅哥，你不是更加喜欢吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有办法。""}, {""sex"": ""1"", ""content"": ""你有办法让你爱上我？""}, {""sex"": ""1"", ""content"": ""那就赶紧来说说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""渐渐习惯了""}, {""sex"": ""1"", ""content"": ""你以后也要渐渐习惯生活中有我。""}, {""sex"": ""1"", ""content"": ""你这个习惯让我好心疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一夜没睡着""}, {""sex"": ""1"", ""content"": ""都怪我想你想的让你睡不着了。""}, {""sex"": ""1"", ""content"": ""那你在我怀里睡会儿吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怀疑你在骂我""}, {""sex"": ""1"", ""content"": ""不用怀疑，我就是在骂你。""}, {""sex"": ""1"", ""content"": ""我没有我不是，我怎么可能会骂小仙女呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""掏出来我看看""}, {""sex"": ""1"", ""content"": ""就算我掏出来了，你也看不到呀""}, {""sex"": ""1"", ""content"": ""你要是想看，就得过来找我呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪看出来了""}, {""sex"": ""1"", ""content"": ""我哪哪都看出来你的不一样了。""}, {""sex"": ""1"", ""content"": ""你有什么地方是我看不出来的呢？""}], ""lock"": 1}"
