"{""chat"": [{""sex"": ""2"", ""content"": ""早鸭""}, {""sex"": ""1"", ""content"": ""早安，么么哒。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好""}, {""sex"": ""1"", ""content"": ""我不好""}, {""sex"": ""2"", ""content"": ""咋啦？""}, {""sex"": ""1"", ""content"": ""没能早点认识你""}, {""sex"": ""2"", ""content"": ""现在也不晚""}, {""sex"": ""1"", ""content"": ""晚的很，早点孩子都打酱油了，都要操心孩子作业了?""}, {""sex"": ""2"", ""content"": ""想那么远?""}, {""sex"": ""1"", ""content"": ""我们还是走个过程，先来个自我介绍""}, {""sex"": ""2"", ""content"": ""我没出息""}, {""sex"": ""1"", ""content"": ""很好，绝配，恰好我很有出息?""}, {""sex"": ""2"", ""content"": ""你果然会聊天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""想不想养狗啊""}, {""sex"": ""2"", ""content"": ""什么狗啊?""}, {""sex"": ""1"", ""content"": ""单身的那种狗，比如说我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不相信呢""}, {""sex"": ""1"", ""content"": ""我站在这里难道都不够你来相信吗？！""}, {""sex"": ""1"", ""content"": ""我这么好的人，你为啥不相信呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早早早早""}, {""sex"": ""1"", ""content"": ""说实话，这个点猪都已经起床吃饭了""}, {""sex"": ""1"", ""content"": ""你这句早让我看到了深深的困意""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肯定有""}, {""sex"": ""1"", ""content"": ""这么肯定的吗，万一让你失望了呢？""}, {""sex"": ""1"", ""content"": ""有没有还不是你一句话说了算啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肯定不会""}, {""sex"": ""1"", ""content"": ""那要是会岂不是让你打脸了""}, {""sex"": ""1"", ""content"": ""怎么这么肯定，有什么依据吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么夸女生漂亮""}, {""sex"": ""1"", ""content"": ""世上有两种女孩最可爱，一种是漂亮；一种是聪慧，而你是聪明的漂亮女孩。""}, {""sex"": ""1"", ""content"": ""今天肯定没月亮了，因为月亮的光辉都被你遮盖了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想和你说话""}, {""sex"": ""1"", ""content"": ""我会受不了的。""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""不和你说话，我会受不了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和我说""}, {""sex"": ""1"", ""content"": ""其实有很多话想和你说，只是话到嘴边就说不出来了""}, {""sex"": ""1"", ""content"": ""那你不要嫌我跟说多了觉得我烦哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""难受了""}, {""sex"": ""1"", ""content"": ""是谁让你难受了，我去让他更难受！""}, {""sex"": ""1"", ""content"": ""怎么啦？说给我听可能会好受一点哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上跟女生聊天""}, {""sex"": ""1"", ""content"": ""今天月亮那么好，一起在阳台上晒晒月光呀？""}, {""sex"": ""1"", ""content"": ""在家关禁闭那么多天，只有跟你聊天才会让我不那么无聊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这样的吗？""}, {""sex"": ""1"", ""content"": ""难道不是你这样的吗？""}, {""sex"": ""1"", ""content"": ""我很民主的，要不你反驳一下 ""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""暧昧关系""}, {""sex"": ""1"", ""content"": ""可以把我们的暧昧关系升级成恋爱关系吗？""}, {""sex"": ""1"", ""content"": ""暧昧让人受尽委屈，找不到相爱的证据。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么有我微信？""}, {""sex"": ""1"", ""content"": ""我找丘比特要的。""}, {""sex"": ""1"", ""content"": ""怎么想知道告密者是谁吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很多男朋友""}, {""sex"": ""1"", ""content"": ""你男朋友还有多余的位置吗？""}, {""sex"": ""1"", ""content"": ""可是这些男朋友有一个是能够陪你走到最后的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有毛病""}, {""sex"": ""1"", ""content"": ""21世纪，没个什么病都不好意思出门了？""}, {""sex"": ""1"", ""content"": ""我专治毛病的好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你去做梦吧""}, {""sex"": ""1"", ""content"": ""好呀，我会做一个有你的美梦。""}, {""sex"": ""1"", ""content"": ""我都准备好梦到你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你舍得打我""}, {""sex"": ""1"", ""content"": ""我要是舍得还是我吗。""}, {""sex"": ""1"", ""content"": ""舍得打你的人，可能不是我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也不陪我""}, {""sex"": ""1"", ""content"": ""那得看你想我怎么陪你呢。""}, {""sex"": ""1"", ""content"": ""我现在陪你好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是有你陪么""}, {""sex"": ""1"", ""content"": ""那我陪你一辈子好不好？""}, {""sex"": ""1"", ""content"": ""没想到我的陪伴居然还有这么大的用处啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去剪头发了""}, {""sex"": ""1"", ""content"": ""难道是剪成短头发吗？""}, {""sex"": ""1"", ""content"": ""我陪你去，正好我也需要剪头发了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""讲啥""}, {""sex"": ""1"", ""content"": ""当然是讲你喜欢我了。""}, {""sex"": ""1"", ""content"": ""讲讲遇到我之前的你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咦嘻嘻嘻""}, {""sex"": ""1"", ""content"": ""偷着乐的感觉是不是特别好？""}, {""sex"": ""1"", ""content"": ""笑得这么可爱，忍不住想咬你一口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""何为爱情""}, {""sex"": ""1"", ""content"": ""我们相爱，就叫爱情。""}, {""sex"": ""1"", ""content"": ""爱情是生命的火花，友谊的升华，心灵的吻合。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""风景照片""}, {""sex"": ""1"", ""content"": ""要是能跟你一起看最美的风景就好了。""}, {""sex"": ""1"", ""content"": ""风景照片再美都不如你的人美。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""把你美得""}, {""sex"": ""1"", ""content"": ""你都这么美了，我也美一下。""}, {""sex"": ""1"", ""content"": ""来自于你的夸奖，总是让我有点沾沾自喜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么加好友""}, {""sex"": ""1"", ""content"": ""很简单，你亲我一口就可以了。""}, {""sex"": ""1"", ""content"": ""你是不是想加我为好友很久了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有这么自恋的""}, {""sex"": ""1"", ""content"": ""人不自恋天诛地灭""}, {""sex"": ""1"", ""content"": ""你都不让我恋，那我只好自恋了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""外面打雷了""}, {""sex"": ""1"", ""content"": ""打雷会不会怕，轰隆隆轰隆隆……""}, {""sex"": ""1"", ""content"": ""别怕有我在，我会保护你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好烦呀""}, {""sex"": ""1"", ""content"": ""我的小公主在烦什么呢？""}, {""sex"": ""1"", ""content"": ""是什么在烦着我的小公主，我去消灭它。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""读英语""}, {""sex"": ""1"", ""content"": ""小仙女可以教教我英语吗？""}, {""sex"": ""1"", ""content"": ""一直觉得学会英语是一件很难的事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""并木有""}, {""sex"": ""1"", ""content"": ""咦，竟然木有，太出乎我的意料了""}, {""sex"": ""1"", ""content"": ""那你想不想要有，我可以满足你哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我对你""}, {""sex"": ""1"", ""content"": ""我感受到你对我的喜欢了""}, {""sex"": ""1"", ""content"": ""你要对我好一点，知道嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好逗比""}, {""sex"": ""1"", ""content"": ""逗喜欢的人开心是必须的。""}, {""sex"": ""1"", ""content"": ""嘿嘿，我知道女孩子都喜欢幽默的人嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们是老乡""}, {""sex"": ""1"", ""content"": ""老乡见老乡，两眼泪汪汪。""}, {""sex"": ""1"", ""content"": ""这都是缘分啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点小害羞""}, {""sex"": ""1"", ""content"": ""女孩跟喜欢的人聊天会害羞，我能理解。""}, {""sex"": ""1"", ""content"": ""你害羞的样子肯定更可爱了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""冬天来了你没来。""}, {""sex"": ""1"", ""content"": ""我这不是在路上吗，就快到了。""}, {""sex"": ""1"", ""content"": ""我就在你心里，我怎么会没来呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在没有时间""}, {""sex"": ""1"", ""content"": ""以后总是会有时间的吧。""}, {""sex"": ""1"", ""content"": ""要不我把我的时间分你点好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开心一刻""}, {""sex"": ""1"", ""content"": ""难道不是跟我聊天的时时刻刻都觉得开心吗？""}, {""sex"": ""1"", ""content"": ""快把你的开心分享给我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没心情和你开玩笑""}, {""sex"": ""1"", ""content"": ""你觉得我像是在和你开玩笑吗？""}, {""sex"": ""1"", ""content"": ""我貌似没有那个必要和你开个玩笑吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢吃辣吗""}, {""sex"": ""1"", ""content"": ""你问出这句话我就知道你喜欢吃辣了。""}, {""sex"": ""1"", ""content"": ""虽然我喜欢吃辣，但我吃不了辣。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""策划""}, {""sex"": ""1"", ""content"": ""做策划的脑袋可都特别好用呢。""}, {""sex"": ""1"", ""content"": ""最近在策划什么新案子吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不和你扯了""}, {""sex"": ""1"", ""content"": ""你不跟我扯，我也要一直跟你扯的。""}, {""sex"": ""1"", ""content"": ""我们已经是扯不清的关系了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是这样的人""}, {""sex"": ""1"", ""content"": ""你现在才知道嘛？""}, {""sex"": ""1"", ""content"": ""对啊，我是这样喜欢你的人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""少年郎""}, {""sex"": ""1"", ""content"": ""你要不要把我这个少年郎变成你的新郎？""}, {""sex"": ""1"", ""content"": ""不仅是少年郎，还是个为你倾心的少年郎""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对方申请做你心尖尖上的宝贝，同意还是接受？""}, {""sex"": ""1"", ""content"": ""不是早就是了吗""}, {""sex"": ""1"", ""content"": ""这不用选择呀，当然是同意""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你养的起我吗？""}, {""sex"": ""1"", ""content"": ""养猪我还是一点问题都没有啦。""}, {""sex"": ""1"", ""content"": ""我的钱包正在瑟瑟发抖啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这是我的优点""}, {""sex"": ""1"", ""content"": ""我希望能发现更多你身上的优点。""}, {""sex"": ""1"", ""content"": ""不错嘛，挺优秀的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午要上课""}, {""sex"": ""1"", ""content"": ""那你睡个午觉吧，下午上课才会有精神。""}, {""sex"": ""1"", ""content"": ""这么热的天上课让人昏昏欲睡的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你信命吗""}, {""sex"": ""1"", ""content"": ""这都是命啊。""}, {""sex"": ""1"", ""content"": ""我有什么道理不去相信呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""厉害了兄弟""}, {""sex"": ""1"", ""content"": ""我厉害的事很多，你慢慢就发掘了""}, {""sex"": ""1"", ""content"": ""哥不是跟你吹，哥打小就厉害""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想的太多了""}, {""sex"": ""1"", ""content"": ""你又不是我，你怎么知道我想太多了！""}, {""sex"": ""1"", ""content"": ""那你可以让我想的少点吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯加油""}, {""sex"": ""1"", ""content"": ""有你这句加油，我必定加倍努力！""}, {""sex"": ""1"", ""content"": ""别加了，最近油很贵。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""突然想起你了""}, {""sex"": ""1"", ""content"": ""你是不是经常突然想起我呀""}, {""sex"": ""1"", ""content"": ""为什么是突然，不是一直呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你别再发我了""}, {""sex"": ""1"", ""content"": ""不发你怎么让我们的关系更进一步？""}, {""sex"": ""1"", ""content"": ""发不发给你是我的权利，就像我想你你也阻止不了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直不回消息""}, {""sex"": ""1"", ""content"": ""你不回消息的时候，一点都不乖。""}, {""sex"": ""1"", ""content"": ""你是在思考怎么回复我嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你先上课吧""}, {""sex"": ""1"", ""content"": ""嗯嗯，等我上完课找你。""}, {""sex"": ""1"", ""content"": ""那我上课的时候你要想我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还可爱你了""}, {""sex"": ""1"", ""content"": ""你本来就非常的可爱啊。""}, {""sex"": ""1"", ""content"": ""像你这么可爱的应该不多见了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你介绍个小姐姐""}, {""sex"": ""1"", ""content"": ""其他人就不用介绍了，把你自己介绍给我就可以了。""}, {""sex"": ""1"", ""content"": ""真的假的，你可不要让我白高兴一场哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你想吧。""}, {""sex"": ""1"", ""content"": ""我想又没用主要是你想不想。""}, {""sex"": ""1"", ""content"": ""心动不如行动！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪来的""}, {""sex"": ""1"", ""content"": ""不要问我从哪里来，我的故乡在远方~""}, {""sex"": ""1"", ""content"": ""哪来的重要吗，难道不是你喜不喜欢更重要吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想听吗""}, {""sex"": ""1"", ""content"": ""想，做梦都想。""}, {""sex"": ""1"", ""content"": ""嗯嗯，超级想听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在家旅游""}, {""sex"": ""1"", ""content"": ""从客厅出发到卧室的一日游吗？""}, {""sex"": ""1"", ""content"": ""突然的想期待一下下了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去找你了""}, {""sex"": ""1"", ""content"": ""那你赶紧的啊，我在这里等你。""}, {""sex"": ""1"", ""content"": ""让你亲自过来找我多不好意思啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头痛了""}, {""sex"": ""1"", ""content"": ""按摩大师出手，一切毛病统统得走。""}, {""sex"": ""1"", ""content"": ""头痛不是病，但是痛起来是真的要命啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天很高兴""}, {""sex"": ""1"", ""content"": ""你高兴了，我的心情也就好了。""}, {""sex"": ""1"", ""content"": ""那你可以分享一下你的高兴吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃多就胖了""}, {""sex"": ""1"", ""content"": ""你怎么会胖呢，多可爱。""}, {""sex"": ""1"", ""content"": ""胖了就减肥，这有啥的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是做直播的""}, {""sex"": ""1"", ""content"": ""竟然是网红小姐姐？""}, {""sex"": ""1"", ""content"": ""那你什么时候直播啊，我去给你捧捧场。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""也好""}, {""sex"": ""1"", ""content"": ""也好啊，怎么听起来这么勉强呢""}, {""sex"": ""1"", ""content"": ""看来你并不是很满意啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小欢喜""}, {""sex"": ""1"", ""content"": ""这么欢喜，那你喜欢我一下吧。""}, {""sex"": ""1"", ""content"": ""看到你心情这么好，我也觉得好开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都不知道怎么聊了""}, {""sex"": ""1"", ""content"": ""你和我聊了以后就知道怎么聊天了。""}, {""sex"": ""1"", ""content"": ""这是一门较深的学问，你请我吃饭我就告诉你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好会聊啊""}, {""sex"": ""1"", ""content"": ""聊天不会聊，怎么撩你呢。""}, {""sex"": ""1"", ""content"": ""这还不是为了见岳父岳母做的准备。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在和你聊天啊""}, {""sex"": ""1"", ""content"": ""聊天多没兴趣啊，撩你多好啊！""}, {""sex"": ""1"", ""content"": ""聊一下我们的未来吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还不睡啊？""}, {""sex"": ""1"", ""content"": ""小公主都还没睡，我怎么能先睡呢？""}, {""sex"": ""1"", ""content"": ""你忘记跟我说晚安了，我睡不着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能吃肉呀""}, {""sex"": ""1"", ""content"": ""一听到肉，你就不行了。""}, {""sex"": ""1"", ""content"": ""吃了长肉肉不是挺好的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""内向型""}, {""sex"": ""1"", ""content"": ""内向的女孩其实很需要疼爱的。""}, {""sex"": ""1"", ""content"": ""内向的人只不过是不善于表达自己，但其实都很可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打个招呼而已""}, {""sex"": ""1"", ""content"": ""害我白白激动了那么久""}, {""sex"": ""1"", ""content"": ""以后见面要多打招呼哟""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早打招呼""}, {""sex"": ""1"", ""content"": ""一觉醒来好想你，随手发去短信息，几天没见可好吗？""}, {""sex"": ""1"", ""content"": ""一声问候，一个愿望，一串祝福望你心中常有快乐涌现…""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我心里不好玩""}, {""sex"": ""1"", ""content"": ""可是我还是依然喜欢啊。""}, {""sex"": ""1"", ""content"": ""再不好玩，我也要待着不走！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就那么相信""}, {""sex"": ""1"", ""content"": ""我相信我说相信的！""}, {""sex"": ""1"", ""content"": ""就算是错的，也要相信下去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你撩一个试试""}, {""sex"": ""1"", ""content"": ""我这不就是来撩你了嘛？""}, {""sex"": ""1"", ""content"": ""我只想撩你，其他人没啥兴趣。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""买了点东西""}, {""sex"": ""1"", ""content"": ""那你是想给我买点什么呢？""}, {""sex"": ""1"", ""content"": ""突然很想知道你买的是啥啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""香香的""}, {""sex"": ""1"", ""content"": ""这是你体香吧？""}, {""sex"": ""1"", ""content"": ""你是不是饿了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""命苦呀""}, {""sex"": ""1"", ""content"": ""上天派我来改变你的命运了。""}, {""sex"": ""1"", ""content"": ""所以你要跟我在一起，感受一下甜蜜的美好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开学第一天""}, {""sex"": ""1"", ""content"": ""广播体操是不可能好好做的，校服是不可能好好穿的，课本插图是不可能不变样子的……""}, {""sex"": ""1"", ""content"": ""开学第一天，一起上学啦！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等不到了""}, {""sex"": ""1"", ""content"": ""都没等，你怎么知道就不行？""}, {""sex"": ""1"", ""content"": ""放心，我肯定会等到你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想听你说好多""}, {""sex"": ""1"", ""content"": ""余生还很长，你且听我徐徐道来。""}, {""sex"": ""1"", ""content"": ""你在我身边，我会慢慢和你说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的菜""}, {""sex"": ""1"", ""content"": ""你不就是我的菜吗！""}, {""sex"": ""1"", ""content"": ""那我得抓紧把这个菜吃掉才行啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""妆都没化""}, {""sex"": ""1"", ""content"": ""没事，你不化妆还不是一样的好看啊。""}, {""sex"": ""1"", ""content"": ""不需要化妆，因为化妆体现不出你的美。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我爱国""}, {""sex"": ""1"", ""content"": ""作为华夏子女，必须要把爱国的精神弘扬下去！""}, {""sex"": ""1"", ""content"": ""我不仅爱国，我还爱你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我游戏很菜的""}, {""sex"": ""1"", ""content"": ""没事，反正游戏不就是用来娱乐的吗。""}, {""sex"": ""1"", ""content"": ""菜就菜咯，开心就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备和我姐妹们去吃烤肉""}, {""sex"": ""1"", ""content"": ""吃烤肉不带上我，你想让我流口水吗。""}, {""sex"": ""1"", ""content"": ""你这种没良心的，不带上我真的合适吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就觉得好看""}, {""sex"": ""1"", ""content"": ""小仙女的眼光果然独到啊。""}, {""sex"": ""1"", ""content"": ""好看的女孩那么多，也就只有你让我喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""手机刚充上电""}, {""sex"": ""1"", ""content"": ""终于充上电了，不然一直找不到你。""}, {""sex"": ""1"", ""content"": ""我也需要你来为我充充电。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我最近没时间""}, {""sex"": ""1"", ""content"": ""时间都是靠挤一挤的，等会儿就可能有了。""}, {""sex"": ""1"", ""content"": ""没时间是不可能啦，时间多的是不是嘛！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咱们都不认识""}, {""sex"": ""1"", ""content"": ""没事，以后还有很多时间让我们认识。""}, {""sex"": ""1"", ""content"": ""你闭眼再睁开眼睛，这就是我们第二次见面了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交流""}, {""sex"": ""1"", ""content"": ""想以你男朋友的身份跟你交流""}, {""sex"": ""1"", ""content"": ""我们之间可以无话不说，什么都能交流""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不美丽""}, {""sex"": ""1"", ""content"": ""对啊，你也就是好看而已的啦。""}, {""sex"": ""1"", ""content"": ""瞎说，明明很美丽好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头好晕哦""}, {""sex"": ""1"", ""content"": ""我的怀里你可以好好躺着。""}, {""sex"": ""1"", ""content"": ""要不要休息一会儿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没什么好说的""}, {""sex"": ""1"", ""content"": ""竟然如此，只能摁在墙角亲一顿了。""}, {""sex"": ""1"", ""content"": ""那就要用爱的意念来交流了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找个有钱人""}, {""sex"": ""1"", ""content"": ""你好，我是有钱人。""}, {""sex"": ""1"", ""content"": ""感情不能只看钱，没有爱又算什么爱情？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这首歌""}, {""sex"": ""1"", ""content"": ""是不是很好听，我最近一直在循环播放""}, {""sex"": ""1"", ""content"": ""有些歌总是能唱到人的心坎里""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天气有点冷""}, {""sex"": ""1"", ""content"": ""天凉了，你该到我身边来取取暖了。""}, {""sex"": ""1"", ""content"": ""给你一个抱抱暖暖身子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""滚去睡吧""}, {""sex"": ""1"", ""content"": ""不睡了，再睡下去你人就跑了。""}, {""sex"": ""1"", ""content"": ""睡觉这么辛苦的事情还是留给你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我穿裙子""}, {""sex"": ""1"", ""content"": ""穿上裙子你就是最漂亮的小仙女了。""}, {""sex"": ""1"", ""content"": ""真想亲眼看看你穿裙子的样子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没吃饭吧""}, {""sex"": ""1"", ""content"": ""那我们不就可以一起吃了吗。""}, {""sex"": ""1"", ""content"": ""没有你在我什么都吃不下""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么不吃""}, {""sex"": ""1"", ""content"": ""我今天没什么胃口，吃不下呢""}, {""sex"": ""1"", ""content"": ""不能再吃了，吃胖了怕被你嫌弃""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不喜欢人多的地方""}, {""sex"": ""1"", ""content"": ""我喜欢有你在的地方。""}, {""sex"": ""1"", ""content"": ""那我们找个安静人少的地方吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天不看美女直播啦""}, {""sex"": ""1"", ""content"": ""看你这个美女就足够了。""}, {""sex"": ""1"", ""content"": ""那我能看你直播嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午好吃饭了没""}, {""sex"": ""1"", ""content"": ""吃过啦，小仙女呢，吃饭了吗？""}, {""sex"": ""1"", ""content"": ""还没呢，一个人吃饭都没动力。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨天睡的有点早""}, {""sex"": ""1"", ""content"": ""早睡早起才更漂亮呢。""}, {""sex"": ""1"", ""content"": ""难怪我盯着手机一晚上你都没回我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""万年单身狗""}, {""sex"": ""1"", ""content"": ""那你现在不是了，我来结束你的单身生涯。""}, {""sex"": ""1"", ""content"": ""恭喜你，白捡了一个男朋友。""}], ""lock"": 1}"
