"{""chat"": [{""sex"": ""1"", ""content"": ""头像是本人吗?""}, {""sex"": ""2"", ""content"": ""不是 ????""}, {""sex"": ""1"", ""content"": ""那就好 ，起码我是在确定撩妹""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也是个会聊的""}, {""sex"": ""1"", ""content"": ""遇到对的人总是那么会聊天。""}, {""sex"": ""1"", ""content"": ""专门为你特训过的，当然啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近很忙啊""}, {""sex"": ""1"", ""content"": ""知道你忙，所以我特地跟你聊天放松""}, {""sex"": ""1"", ""content"": ""那我也只好忙着想你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我最近忙""}, {""sex"": ""1"", ""content"": ""没事，我可以等到你不忙的时候。""}, {""sex"": ""1"", ""content"": ""那你多注意身体，不要太受累。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好听的名字""}, {""sex"": ""1"", ""content"": ""感谢爸爸妈妈给我取了一个好名字。""}, {""sex"": ""1"", ""content"": ""谢谢小仙女的夸奖，从你嘴里听到我的名字应该更好听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我名字好听""}, {""sex"": ""1"", ""content"": ""人美，名字肯定要好听啊。""}, {""sex"": ""1"", ""content"": ""名字好听，人也漂亮给点活路好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不高冷吧""}, {""sex"": ""1"", ""content"": ""不高冷呀，我觉得你是很可爱的女孩子。""}, {""sex"": ""1"", ""content"": ""怎么会高冷呢，你是暖心小可爱呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""洗个脸""}, {""sex"": ""1"", ""content"": ""洗完脸是不是还要再敷个面膜？""}, {""sex"": ""1"", ""content"": ""好想捏捏你的脸，肯定跟白白嫩嫩的水煮蛋一样""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感冒头痛""}, {""sex"": ""1"", ""content"": ""是不是夜里踢被子了，感冒很难受吧。""}, {""sex"": ""1"", ""content"": ""怎么感冒了呢，有没有去看医生？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又没骗你""}, {""sex"": ""1"", ""content"": ""那你以后都不要骗我好不好？""}, {""sex"": ""1"", ""content"": ""骗我的人，要吞一千根针哟。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等我来""}, {""sex"": ""1"", ""content"": ""那我还需要等你多久？""}, {""sex"": ""1"", ""content"": ""我会一直等你，知道你来到我的身边""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我准备起床""}, {""sex"": ""1"", ""content"": ""赶紧起床吧，再不起床太阳晒屁股了""}, {""sex"": ""1"", ""content"": ""那我已经准备好早上遇到你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不开美颜就不好看了""}, {""sex"": ""1"", ""content"": ""谁说的，明明是这么好看行不！""}, {""sex"": ""1"", ""content"": ""你要是不好看，我怕别人就更难看了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""约去哪里""}, {""sex"": ""1"", ""content"": ""当然是去一些你喜欢去的地方啦。""}, {""sex"": ""1"", ""content"": ""你愿意陪我去哪里呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""彩礼贵""}, {""sex"": ""1"", ""content"": ""彩礼这种事情是可以协商的嘛。""}, {""sex"": ""1"", ""content"": ""新时代的婚姻我觉得不应该被彩礼嫁妆束缚。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""彩霞""}, {""sex"": ""1"", ""content"": ""彩霞的美都比不上你的美""}, {""sex"": ""1"", ""content"": ""真想跟你一起欣赏彩霞的美呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早早""}, {""sex"": ""1"", ""content"": ""早上好，老婆，想你，昨晚梦见你了""}, {""sex"": ""1"", ""content"": ""起床了，陪你一起看太阳。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想吃肉""}, {""sex"": ""1"", ""content"": ""你别告诉我，你想吃我的肉啊。""}, {""sex"": ""1"", ""content"": ""你这么想吃肉，是想长肉肉了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这么执着""}, {""sex"": ""1"", ""content"": ""我也是执着于自己的内心而已。""}, {""sex"": ""1"", ""content"": ""我想看看执着之后是不是对的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太执着""}, {""sex"": ""1"", ""content"": ""没办法，我这个人性子就是比较倔""}, {""sex"": ""1"", ""content"": ""不撞南墙心不死，我会为自己的执着承担后果的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别叫我小仙女""}, {""sex"": ""1"", ""content"": ""好的，仙女。""}, {""sex"": ""1"", ""content"": ""漂亮的女人怎么都这么麻烦啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里认真了""}, {""sex"": ""1"", ""content"": ""我哪里不像是在认真了。""}, {""sex"": ""1"", ""content"": ""像我这么认真的人，你已经很少见了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那是哪里""}, {""sex"": ""1"", ""content"": ""喜欢你就够了。""}, {""sex"": ""1"", ""content"": ""还能是哪里啊，我就是在这里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我牙痛""}, {""sex"": ""1"", ""content"": ""牙痛不是病，痛起来要人命。""}, {""sex"": ""1"", ""content"": ""是不是想我太甜蜜，甜到牙痛了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想和你说话""}, {""sex"": ""1"", ""content"": ""那就不说话了，我们换一种方式交流""}, {""sex"": ""2"", ""content"": ""什么方式""}, {""sex"": ""1"", ""content"": ""让我们进行灵魂上的交流吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那是不可能的事""}, {""sex"": ""1"", ""content"": ""凡事无绝对，你不能这么早下定论。""}, {""sex"": ""1"", ""content"": ""我有把不可能变成可能的魔法啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们是不可能的了""}, {""sex"": ""1"", ""content"": ""可不可能也不是你一个人说了算，我会更加努力的""}, {""sex"": ""1"", ""content"": ""对，我们是不可能会分开的！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不要我不要""}, {""sex"": ""1"", ""content"": ""还能不能做彼此的小棉袄了。""}, {""sex"": ""1"", ""content"": ""女生说不要就是要！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能不能做到""}, {""sex"": ""1"", ""content"": ""我可以！我能行！我做得到！""}, {""sex"": ""1"", ""content"": ""当然能做到，你可不要怀疑我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能不能不要每次都这样""}, {""sex"": ""1"", ""content"": ""那你说要怎么样？都听你的，好不好？""}, {""sex"": ""1"", ""content"": ""对不起，是我太心急了，小仙女别生气。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""特忙""}, {""sex"": ""1"", ""content"": ""真担心你没有好好照顾我的小仙女。""}, {""sex"": ""1"", ""content"": ""所以都忙得没时间搭理我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我这里冷""}, {""sex"": ""1"", ""content"": ""我怀里暖和，你过来呗。""}, {""sex"": ""1"", ""content"": ""有我呢，不用怕冷。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好无聊""}, {""sex"": ""1"", ""content"": ""无聊的时候终于想起我了吧""}, {""sex"": ""1"", ""content"": ""有没有什么办法可以缓解这种无聊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊聊再说""}, {""sex"": ""1"", ""content"": ""希望这一聊，就是一辈子""}, {""sex"": ""1"", ""content"": ""我可是抱着很认真的心态来聊的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你们还都是孩子""}, {""sex"": ""1"", ""content"": ""谁说孩子就没有爱人的权利！""}, {""sex"": ""1"", ""content"": ""孩子的爱情是纯洁的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你说你喜欢我啥""}, {""sex"": ""1"", ""content"": ""喜欢一个人是不需要理由的""}, {""sex"": ""1"", ""content"": ""我不告诉你，万一你改了怎么办。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么不找我聊天""}, {""sex"": ""1"", ""content"": ""我怕你在忙，没空搭理我。""}, {""sex"": ""1"", ""content"": ""我有点害羞，不好意思找你聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃错药了吧""}, {""sex"": ""1"", ""content"": ""你给开的药，你觉得我会吃错吗。""}, {""sex"": ""1"", ""content"": ""是啊，怎么想医治我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那挺巧的""}, {""sex"": ""1"", ""content"": ""看来我们的缘分还挺深的。""}, {""sex"": ""1"", ""content"": ""太难得了，我们一定要好好珍惜这段缘分才行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你啥时候休息""}, {""sex"": ""1"", ""content"": ""那得看你啥时候休息了。""}, {""sex"": ""1"", ""content"": ""只要你想，我现在休息都没问题的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥舍不得""}, {""sex"": ""1"", ""content"": ""要是你，你舍得你喜欢的人受苦吗？""}, {""sex"": ""1"", ""content"": ""还不是看不得你难过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道我叫什么名字吗？""}, {""sex"": ""1"", ""content"": ""目前还不知道，不过接下来会知道的。""}, {""sex"": ""1"", ""content"": ""你愿意告诉我你的名字吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你故意的吧""}, {""sex"": ""1"", ""content"": ""如果故意能发生故事，那我就是故意的""}, {""sex"": ""1"", ""content"": ""我要是故意的，还能让你发现吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢喝酒就有故事""}, {""sex"": ""1"", ""content"": ""故事和酒越喝越有。""}, {""sex"": ""1"", ""content"": ""酒和故事真的是天生一对。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你什么味道""}, {""sex"": ""1"", ""content"": ""甜甜的爱情的味道。""}, {""sex"": ""1"", ""content"": ""那就取决于你希望我成为什么味道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我吃的泡面""}, {""sex"": ""1"", ""content"": ""吃泡面多不健康，我不在你身边就不好好吃饭。""}, {""sex"": ""1"", ""content"": ""什么时候搬来跟我住，我做饭给你吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回到家""}, {""sex"": ""1"", ""content"": ""回到家第一个想到的就是我，对吧""}, {""sex"": ""1"", ""content"": ""希望多年以后你回的家是我们的家""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我回家了啊""}, {""sex"": ""1"", ""content"": ""需不需要我护送你回家？！""}, {""sex"": ""1"", ""content"": ""到家后记得给我打电话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我等你好久""}, {""sex"": ""1"", ""content"": ""对不起，让你久等了。""}, {""sex"": ""1"", ""content"": ""看来我来的刚刚好呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有没有对象""}, {""sex"": ""1"", ""content"": ""我对象不是你吗？""}, {""sex"": ""1"", ""content"": ""象棋里面很多呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去了""}, {""sex"": ""1"", ""content"": ""去哪，都必须我陪着。""}, {""sex"": ""1"", ""content"": ""那你去吧，我会在暗处保护你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做朋友就好""}, {""sex"": ""1"", ""content"": ""做男女朋友才好。""}, {""sex"": ""1"", ""content"": ""恋人都是从朋友做起的，我懂的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""再也不会快乐了""}, {""sex"": ""1"", ""content"": ""放心，我会给你快乐的。""}, {""sex"": ""1"", ""content"": ""那我得好好想想怎么快乐才行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哥哥，520节日快乐""}, {""sex"": ""1"", ""content"": ""谢谢小可爱的祝福，你陪我过我就觉得很开心了。""}, {""sex"": ""1"", ""content"": ""只是祝我节日快乐而已吗，不打算表白顺便脱单吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还在""}, {""sex"": ""1"", ""content"": ""希望你能够一直在""}, {""sex"": ""1"", ""content"": ""在就好，我还以为你突然消失了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""介意吗？""}, {""sex"": ""1"", ""content"": ""我不介意你喜欢我的""}, {""sex"": ""1"", ""content"": ""我为什么要介意呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不回去过年""}, {""sex"": ""1"", ""content"": ""不回去的话爸爸妈妈会很想你的。""}, {""sex"": ""1"", ""content"": ""那今年来我家过年吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊天开场白""}, {""sex"": ""1"", ""content"": ""你好呀，很荣幸能遇见这么可爱的小姐姐。""}, {""sex"": ""1"", ""content"": ""叮咚，您有一份新的好友礼包等待签收。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我真不想出去""}, {""sex"": ""1"", ""content"": ""那就不要出去了，乖乖宅在家里。""}, {""sex"": ""1"", ""content"": ""偶尔也要出去吹吹风透透气对不对？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也是这样觉得""}, {""sex"": ""1"", ""content"": ""看来我们心有灵犀啊。""}, {""sex"": ""1"", ""content"": ""英雄所见略同，我们太有默契了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们的以后""}, {""sex"": ""1"", ""content"": ""那得以后才知道啊。""}, {""sex"": ""1"", ""content"": ""是美好的以后。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以喜欢我吗""}, {""sex"": ""1"", ""content"": ""喜欢是需要经过时间发酵的，不是说说就能喜欢上的。""}, {""sex"": ""1"", ""content"": ""可以啊，你喜欢我，我也会喜欢你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""暂时不知道""}, {""sex"": ""1"", ""content"": ""那之后知道了一定要告诉我哦。""}, {""sex"": ""1"", ""content"": ""这个暂时是多久呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是那种人""}, {""sex"": ""1"", ""content"": ""那你和我好好说说是什么人？那这次又是什么样的人呢？""}, {""sex"": ""1"", ""content"": ""那又是什么样的人？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可能是太无聊了吧。""}, {""sex"": ""1"", ""content"": ""有了你之后，我就不会再有无聊了。""}, {""sex"": ""1"", ""content"": ""你都不来找我，肯定无聊啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要养我吗？""}, {""sex"": ""1"", ""content"": ""那你给我养怎么样。""}, {""sex"": ""1"", ""content"": ""养你还是一点问题都没有的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里想我""}, {""sex"": ""1"", ""content"": ""我一想就是想你全部的。""}, {""sex"": ""1"", ""content"": ""很多地方想，你容我一个个说好不好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是的啦""}, {""sex"": ""1"", ""content"": ""是也没关系，反正不影响我喜欢你""}, {""sex"": ""1"", ""content"": ""你确定以及肯定不是吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会信吗""}, {""sex"": ""1"", ""content"": ""貌似你没有理由不去相信吧。""}, {""sex"": ""1"", ""content"": ""难道我说的不值得你去相信吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我能信吗""}, {""sex"": ""1"", ""content"": ""我什么不能信呢。""}, {""sex"": ""1"", ""content"": ""我这么老实的人，咋就不信了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一次就谈喜欢？""}, {""sex"": ""1"", ""content"": ""你相信一见钟情吗？""}, {""sex"": ""1"", ""content"": ""可能上辈子就认识了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[加油]""}, {""sex"": ""1"", ""content"": ""有你的加油，我觉得能量满满！""}, {""sex"": ""1"", ""content"": ""放心吧，我一定会好好加油的！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么不回信息""}, {""sex"": ""1"", ""content"": ""我刚刚在忙，都抽不出空来看手机，你别生气。""}, {""sex"": ""1"", ""content"": ""哪有不回你信息，现在不就在回你信息嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有多重要呀""}, {""sex"": ""1"", ""content"": ""就像心脏对于身体有多重要。""}, {""sex"": ""1"", ""content"": ""我已经无法用语言来形容这份重要了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不知道我说什么""}, {""sex"": ""1"", ""content"": ""你现在想说啥就可以说啥了呀。""}, {""sex"": ""1"", ""content"": ""说什么都可以，我听着你说吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我准备上班去了""}, {""sex"": ""1"", ""content"": ""巧了，我也刚好准备要去上班了。""}, {""sex"": ""1"", ""content"": ""这时候不上班，你准备让我去干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你介绍个姑娘""}, {""sex"": ""1"", ""content"": ""你只要把你自己介绍给我就好了""}, {""sex"": ""1"", ""content"": ""今天太阳打哪边出来了？你竟然会给我介绍姑娘！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不适合你""}, {""sex"": ""1"", ""content"": ""没有人天生适合谁。""}, {""sex"": ""2"", ""content"": ""对啊。""}, {""sex"": ""1"", ""content"": ""所有的合适都是经过长期磨合的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪儿的""}, {""sex"": ""1"", ""content"": ""我来自你心里""}, {""sex"": ""1"", ""content"": ""我是哪的不重要，反正是来找你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你懂我的""}, {""sex"": ""1"", ""content"": ""我当然懂你啊，你可是我喜欢的人""}, {""sex"": ""1"", ""content"": ""要是不懂你，怎么能做你的合格男友呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是想笑死我吗""}, {""sex"": ""1"", ""content"": ""笑死你我的老婆不就没了""}, {""sex"": ""1"", ""content"": ""我可不想继承你的花呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我刚刚在洗澡""}, {""sex"": ""1"", ""content"": ""我是不是错过了和你视频的最佳时间？""}, {""sex"": ""1"", ""content"": ""这是在暗示我快点去找你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""赶紧回家吧""}, {""sex"": ""1"", ""content"": ""我想看会儿你再回家。""}, {""sex"": ""1"", ""content"": ""我回家后能继续想你吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好，可以认识一下吗？""}, {""sex"": ""1"", ""content"": ""来啦！小仙女！我等你好久啦！""}, {""sex"": ""1"", ""content"": ""可以呀，就从你叫什么名字开始吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己欣赏""}, {""sex"": ""1"", ""content"": ""懂得自我欣赏，不错。""}, {""sex"": ""1"", ""content"": ""不仅你会自我欣赏，我也欣赏你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喝酸奶""}, {""sex"": ""1"", ""content"": ""记得要贴瓶盖。""}, {""sex"": ""1"", ""content"": ""酸奶真的是好开胃啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又来套路我""}, {""sex"": ""1"", ""content"": ""我就只套路你一个人啊。""}, {""sex"": ""1"", ""content"": ""自古套路得人心啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭吗""}, {""sex"": ""1"", ""content"": ""你要请我吃吗？""}, {""sex"": ""1"", ""content"": ""走啊，你想吃什么？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你更坏""}, {""sex"": ""1"", ""content"": ""男人不坏，女人不爱。""}, {""sex"": ""1"", ""content"": ""我的坏，只能你一个拥有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你超坏""}, {""sex"": ""1"", ""content"": ""就是这么坏你没发现吗？""}, {""sex"": ""1"", ""content"": ""男人不坏女人不爱啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还挺帅的""}, {""sex"": ""1"", ""content"": ""看来我的帅终于被你发现了呀。""}, {""sex"": ""1"", ""content"": ""还行吧，也就是有那么一点点帅。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你现在有没有什么想立刻实现的愿望？""}, {""sex"": ""1"", ""content"": ""那你是实现我愿望的神仙吗？""}, {""sex"": ""1"", ""content"": ""一夜暴富，行不？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""九月许愿""}, {""sex"": ""1"", ""content"": ""小仙女许的愿望星星肯定会听见，美好和奇迹肯定都会实现的！""}, {""sex"": ""1"", ""content"": ""偷偷告诉我，许了什么可爱的愿望呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想的那么好""}, {""sex"": ""1"", ""content"": ""没办法，谁让你这么的好呢。""}, {""sex"": ""1"", ""content"": ""不想的那么好，难道我还想坏一点吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你想怎么聊""}, {""sex"": ""1"", ""content"": ""不想聊天，一心只想撩你。""}, {""sex"": ""1"", ""content"": ""聊聊我们的人生大事如何？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥下午好""}, {""sex"": ""1"", ""content"": ""有你的下午才叫好""}, {""sex"": ""1"", ""content"": ""不大好，有点低血糖快给我笑一个补充点糖分""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么直接的么""}, {""sex"": ""1"", ""content"": ""我这个人比较干脆利落。""}, {""sex"": ""1"", ""content"": ""不喜欢拐弯抹角，所以就比较直接。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还有想你""}, {""sex"": ""1"", ""content"": ""我也好想你，最浪漫的事莫过于你想念的人刚好也在想你了。""}, {""sex"": ""1"", ""content"": ""想我就给我打电话，让我听听你的声音。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈哈哈哈你好""}, {""sex"": ""1"", ""content"": ""哈哈哈，小仙女真的很喜欢笑呢""}, {""sex"": ""1"", ""content"": ""你好呀，你的笑声真的很会感染人呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还是无聊""}, {""sex"": ""1"", ""content"": ""我来陪你你就不会无聊了。""}, {""sex"": ""1"", ""content"": ""走，我带你去一个好玩的地方。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是挺无聊""}, {""sex"": ""1"", ""content"": ""所以我来陪你玩啦。""}, {""sex"": ""1"", ""content"": ""既然挺无聊的，你怎么也不找我聊天？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是我想要的类型""}, {""sex"": ""1"", ""content"": ""没事，我还年轻可以改。""}, {""sex"": ""1"", ""content"": ""巧了，你是我要的类型。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不主动的""}, {""sex"": ""1"", ""content"": ""那就换我来主动好了。""}, {""sex"": ""1"", ""content"": ""我主动能有故事嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咱两不熟""}, {""sex"": ""1"", ""content"": ""所以嘛，得多熟悉熟悉不是吗。""}, {""sex"": ""1"", ""content"": ""人生很长，我们可以慢慢熟悉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我给你治""}, {""sex"": ""1"", ""content"": ""难道你身上有治我相思病的药？""}, {""sex"": ""1"", ""content"": ""现在的人都这么好的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对方表示不想理你""}, {""sex"": ""1"", ""content"": ""你再不理我，我就成狗不理包子了。""}, {""sex"": ""1"", ""content"": ""没事，我理你就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是不喜欢聊天""}, {""sex"": ""1"", ""content"": ""我们可以视频这样就不是聊天了。""}, {""sex"": ""1"", ""content"": ""那你是想让我撩你吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""神经病呀""}, {""sex"": ""1"", ""content"": ""只有神经病才能知道神经病的！""}, {""sex"": ""1"", ""content"": ""难不成你能治疗这神经病？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发红包过来""}, {""sex"": ""1"", ""content"": ""只有女朋友才能收我的红包。""}, {""sex"": ""1"", ""content"": ""收了我的红包就是我的人了，你确定你要？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说话太深奥""}, {""sex"": ""1"", ""content"": ""一般般啦，懂我的自然懂。""}, {""sex"": ""1"", ""content"": ""一点都不深奥，只是你听不懂而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""养成习惯了""}, {""sex"": ""1"", ""content"": ""啥时候我能成为你的习惯之一呢。""}, {""sex"": ""1"", ""content"": ""我的习惯都与你相关。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我忙呢""}, {""sex"": ""1"", ""content"": ""难道是忙着想我？""}, {""sex"": ""1"", ""content"": ""再忙也要注意休息，记得喝水，记得想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你给我买东西干嘛""}, {""sex"": ""1"", ""content"": ""我一开心就想买东西给你啊""}, {""sex"": ""1"", ""content"": ""买给你就收着，哪有那么多废话""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""单身多久？""}, {""sex"": ""1"", ""content"": ""母胎单身二十多年！""}, {""sex"": ""1"", ""content"": ""怎么想拯救我的单身吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对篮球不感兴趣""}, {""sex"": ""1"", ""content"": ""对我感兴趣就行了。""}, {""sex"": ""1"", ""content"": ""那我猜你可能对羽毛球会比较感兴趣，对不对？猜对了要给我奖励哦。""}], ""lock"": 1}"
