"{""chat"": [{""sex"": ""1"", ""content"": ""麻烦你把头像删掉""}, {""sex"": ""2"", ""content"": ""为什么?""}, {""sex"": ""1"", ""content"": ""太美，我容易投入感情""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""把你吓死""}, {""sex"": ""1"", ""content"": ""我要是这么容易被吓死还轮得到你嘛？""}, {""sex"": ""1"", ""content"": ""开玩笑，哥哥的胆子是这么小的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吓死你啊""}, {""sex"": ""1"", ""content"": ""你以为我的胆子是摆设吗？""}, {""sex"": ""1"", ""content"": ""能吓得到哥哥的人就还没出生呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕打扰到你""}, {""sex"": ""1"", ""content"": ""我倒是希望你能多打扰我呢""}, {""sex"": ""1"", ""content"": ""净瞎担心，以后想找我的时候就直接找我，不用顾虑那么多""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心太小，住不了""}, {""sex"": ""1"", ""content"": ""那你就住我心里，保证住得下。""}, {""sex"": ""1"", ""content"": ""没事，我挤挤就好不碍事的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得呢宝贝""}, {""sex"": ""1"", ""content"": ""我不要你觉得，我要我觉得宝贝。""}, {""sex"": ""1"", ""content"": ""你来做主就好，我听你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我从来不骗人""}, {""sex"": ""1"", ""content"": ""那你是什么时候把我的心骗到你那的。""}, {""sex"": ""1"", ""content"": ""那我就把你骗回家好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""接不住了""}, {""sex"": ""1"", ""content"": ""你这么不相信自己的嘛？""}, {""sex"": ""1"", ""content"": ""来来来，我帮你接着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早唉""}, {""sex"": ""1"", ""content"": ""早！一大早就能听到小仙女的问候，真好""}, {""sex"": ""1"", ""content"": ""哇，小仙女你也早啊，么么哒""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可真执着""}, {""sex"": ""1"", ""content"": ""执着的人往往能等到自己德爱情。""}, {""sex"": ""1"", ""content"": ""不坚持一下怎么知道未来呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你为什么那么执着""}, {""sex"": ""1"", ""content"": ""因为我想看看执着以后会发生什么。""}, {""sex"": ""1"", ""content"": ""不知道，我就是想这么执着下去而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真执着""}, {""sex"": ""1"", ""content"": ""既然爱上了，又有什么理由放弃呢？""}, {""sex"": ""1"", ""content"": ""毕竟我不是三心两意的花心之人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想和你讲话""}, {""sex"": ""1"", ""content"": ""这时候是不是可以来一波散步呢。""}, {""sex"": ""1"", ""content"": ""你不想说话那我说给你听吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你声音好好听""}, {""sex"": ""1"", ""content"": ""这就是让你对我着迷的原因吗？""}, {""sex"": ""1"", ""content"": ""他在说“喜欢你”的时候更好听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个颜色好看吗""}, {""sex"": ""1"", ""content"": ""好看，特别符合你的气质。""}, {""sex"": ""1"", ""content"": ""小仙女的眼光就是好啊，这个颜色好好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可能不可能""}, {""sex"": ""1"", ""content"": ""为什么不可能？一切皆有可能发生。""}, {""sex"": ""1"", ""content"": ""我会努力让你的答案变成可能的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""也不是不可能""}, {""sex"": ""1"", ""content"": ""你给了我希望就不要再让我失望了哦""}, {""sex"": ""1"", ""content"": ""对啊，一切皆有可能，没有什么是不可能的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘿宝贝""}, {""sex"": ""1"", ""content"": ""你这样说的我，脸红了呀。""}, {""sex"": ""1"", ""content"": ""都说渣男会叫宝贝，没想到渣女也是啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""丢了算了""}, {""sex"": ""1"", ""content"": ""那怎么能行，不可以随意乱丢。""}, {""sex"": ""1"", ""content"": ""丢了还要找回来，多麻烦呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这话真好听""}, {""sex"": ""1"", ""content"": ""难道你想听难听的话吗？""}, {""sex"": ""1"", ""content"": ""好听的话要说给好看的人听呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以说""}, {""sex"": ""1"", ""content"": ""那我就把我的心里话说给你听了。""}, {""sex"": ""1"", ""content"": ""那你都这么说了，那我就不好意思啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我最聪明了""}, {""sex"": ""1"", ""content"": ""那你就是最最聪明的猪猪了。""}, {""sex"": ""1"", ""content"": ""妈妈叫我娶一个聪明的女孩回家。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在忙着没空""}, {""sex"": ""1"", ""content"": ""我也在忙啊，忙着想你！""}, {""sex"": ""1"", ""content"": ""难怪我想你，你都不没有回应了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你现在在忙吗""}, {""sex"": ""1"", ""content"": ""还行吧，也不算是太忙就是了。""}, {""sex"": ""1"", ""content"": ""怎么，你希望我变得忙一些吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我感觉你在撩我""}, {""sex"": ""1"", ""content"": ""不撩你我还能干嘛。""}, {""sex"": ""1"", ""content"": ""这哪是撩你啊，我要是撩你，你还能这么轻松？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在撩我么""}, {""sex"": ""1"", ""content"": ""我不撩你，我还能干嘛。""}, {""sex"": ""1"", ""content"": ""喜欢你，当然得撩你啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么会喜欢我""}, {""sex"": ""1"", ""content"": ""我喜欢你还需要理由的嘛？""}, {""sex"": ""1"", ""content"": ""就是这么喜欢你，没办法呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥想你""}, {""sex"": ""1"", ""content"": ""因为想我的话会有奖励。""}, {""sex"": ""1"", ""content"": ""礼尚往来，我想你了，所以你也想我一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你挺好看的""}, {""sex"": ""1"", ""content"": ""虽然你不是第一个这么说我的，但我还是觉得超开心。""}, {""sex"": ""1"", ""content"": ""那你缺不缺一个好看的男朋友？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有男友了""}, {""sex"": ""1"", ""content"": ""有男友又不是有老公，对吧。""}, {""sex"": ""1"", ""content"": ""难道有男友了你就不能交朋友了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈喽帅哥""}, {""sex"": ""1"", ""content"": ""小姐姐，嘴巴这么甜真的好吗。""}, {""sex"": ""1"", ""content"": ""帅哥配美女，真的是绝配啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是帅哥""}, {""sex"": ""1"", ""content"": ""看来你还是比较喜欢帅哥的呀。""}, {""sex"": ""1"", ""content"": ""像我这么帅的应该不多见了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我该说啥好呢""}, {""sex"": ""1"", ""content"": ""说喜欢我吧，这个听起来舒服。""}, {""sex"": ""1"", ""content"": ""想说什么就说什么，我听着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你眼睛可能有问题了""}, {""sex"": ""1"", ""content"": ""我要是有问题，怎么会看上你呢。""}, {""sex"": ""1"", ""content"": ""没有问题啊，看你还是那么好看啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你性格真好""}, {""sex"": ""1"", ""content"": ""希望我的性格是你喜欢的性格。""}, {""sex"": ""1"", ""content"": ""以前我也是个锋芒毕露的少年，只不过是被岁月打磨成这样了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""情人节你又不陪我""}, {""sex"": ""1"", ""content"": ""瞎说，我不陪你我陪谁啊？""}, {""sex"": ""1"", ""content"": ""情人节我当然是要陪小仙女度过了，怎么可能不陪你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""山东的""}, {""sex"": ""1"", ""content"": ""听说山东的煎饼特别好吃，是不是真的？""}, {""sex"": ""1"", ""content"": ""这么巧，我假期计划去山东玩，你可以带我玩啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨天下雨了""}, {""sex"": ""1"", ""content"": ""下完雨是不是感觉空气里带着一点清新。""}, {""sex"": ""1"", ""content"": ""那你出门记得带伞，以免今天也会下雨哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢打羽毛球""}, {""sex"": ""1"", ""content"": ""那我们可以找时间切磋切磋哦""}, {""sex"": ""1"", ""content"": ""好像女孩子都挺喜欢打羽毛球的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想回答这个问题""}, {""sex"": ""1"", ""content"": ""没事，你不想回答那就不用回答了""}, {""sex"": ""1"", ""content"": ""怎么啦，回答这个问题有这么为难吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发照片给你""}, {""sex"": ""1"", ""content"": ""让我心动的照片终于来了。""}, {""sex"": ""1"", ""content"": ""我会好好的仔仔细细的看一遍。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥事儿啊""}, {""sex"": ""1"", ""content"": ""我这里有一件喜欢你的事情想和你说。""}, {""sex"": ""1"", ""content"": ""没事就不能来找你的嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么真的""}, {""sex"": ""1"", ""content"": ""我是真的真的真的喜欢你。""}, {""sex"": ""1"", ""content"": ""当然是我的真心啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快祝我生日快乐""}, {""sex"": ""1"", ""content"": ""祝全天下最可爱的小仙女生日快乐，越来越可爱，越来越好看。""}, {""sex"": ""1"", ""content"": ""生日快乐啦，想了想还是不知道要送你什么礼物，不如我把自己送给你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在呢在呢""}, {""sex"": ""1"", ""content"": ""只要你找我，我都在""}, {""sex"": ""1"", ""content"": ""在想你什么时候找我的时候刚好你来了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你介意吗""}, {""sex"": ""1"", ""content"": ""我说介意你会打我吗。""}, {""sex"": ""1"", ""content"": ""我不介意你这么突然的闯进我的心里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喝白开水""}, {""sex"": ""1"", ""content"": ""多喝水对身体好，女孩子皮肤会水当当。""}, {""sex"": ""1"", ""content"": ""白开水没有味道，我都不喜欢喝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉自己好累""}, {""sex"": ""1"", ""content"": ""现在生活哪里有不累的呀。""}, {""sex"": ""1"", ""content"": ""累是累了点，不过都是为了生活嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""木有了""}, {""sex"": ""1"", ""content"": ""木有了，那土有没有？""}, {""sex"": ""1"", ""content"": ""那你给我变一个嘛，你可是小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小事""}, {""sex"": ""1"", ""content"": ""关于你的所有事在我眼里都是大事。""}, {""sex"": ""1"", ""content"": ""把小事做好就特别棒。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩去""}, {""sex"": ""1"", ""content"": ""我想要你陪我玩""}, {""sex"": ""1"", ""content"": ""一个人玩没意思，还是跟你一起玩比较好玩""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""惊讶""}, {""sex"": ""1"", ""content"": ""难道你没想到嘛？""}, {""sex"": ""2"", ""content"": ""是啊。""}, {""sex"": ""1"", ""content"": ""早知道我应该提前跟你透露一下的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得巨蟹座和那个星座最搭""}, {""sex"": ""1"", ""content"": ""只要你喜欢，跟哪个星座都搭。""}, {""sex"": ""1"", ""content"": ""你和我最搭。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要星星""}, {""sex"": ""1"", ""content"": ""我想你了，想你的时候你就能看到小星星啦。""}, {""sex"": ""1"", ""content"": ""你想要什么星，我去帮你摘，仙女星可以吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也那么觉得""}, {""sex"": ""1"", ""content"": ""跟你意见一致的感觉真好。""}, {""sex"": ""1"", ""content"": ""看来我们心有灵犀呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得你不错""}, {""sex"": ""1"", ""content"": ""我也觉得你是女朋友的合适人选。""}, {""sex"": ""1"", ""content"": ""是适合做你男朋友的那种不错吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺忙的吧""}, {""sex"": ""1"", ""content"": ""有一点点忙，不过还是可以承受得住的。""}, {""sex"": ""1"", ""content"": ""忙点好啊，这样才能觉得生活很充实。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不吃这一套。。。。。。""}, {""sex"": ""1"", ""content"": ""看来我得换一套才行了""}, {""sex"": ""1"", ""content"": ""果然是特别的小仙女，普通的套路都不管用啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也吃完饭了""}, {""sex"": ""1"", ""content"": ""吃饭的快乐就是和某个喜欢的人一起吃饭。""}, {""sex"": ""1"", ""content"": ""那我们可以去散散步了嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都是老阿姨了""}, {""sex"": ""1"", ""content"": ""阿姨，请你跟我谈个恋爱。""}, {""sex"": ""1"", ""content"": ""哪有这么貌美如花美艳动人的阿姨啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遇不上""}, {""sex"": ""1"", ""content"": ""其实你已经遇到了，只是你还没发觉。""}, {""sex"": ""1"", ""content"": ""你现在遇上我了，你明白吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""介绍朋友""}, {""sex"": ""1"", ""content"": ""不用介绍了，我只要认识你就够啦""}, {""sex"": ""1"", ""content"": ""你的朋友是不是也像你一样可爱？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hello小哥哥""}, {""sex"": ""1"", ""content"": ""小姐姐你眼光真好，人群中找到了我""}, {""sex"": ""1"", ""content"": ""小仙女的招呼也这么与众不同的吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""养不养得起我""}, {""sex"": ""1"", ""content"": ""试试不就知道了。""}, {""sex"": ""1"", ""content"": ""养猪专业户知道吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班下班""}, {""sex"": ""1"", ""content"": ""只有工作很无聊的，我来为你的生活添点料吧。""}, {""sex"": ""1"", ""content"": ""那下班后我带你去一个地方放松放松，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""记得多吃点""}, {""sex"": ""1"", ""content"": ""你是想我胖是不是？""}, {""sex"": ""1"", ""content"": ""你的肚子比较大，你多吃点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就你知道的多""}, {""sex"": ""1"", ""content"": ""知道的不多怎么敢喜欢你？""}, {""sex"": ""1"", ""content"": ""知道的最多的事，是关于你的事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男朋友在那里？""}, {""sex"": ""1"", ""content"": ""你男朋友不就是我吗！""}, {""sex"": ""1"", ""content"": ""天空一声巨响，男朋友我闪亮登场。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回去再聊""}, {""sex"": ""1"", ""content"": ""那你回去要第一时间给我发消息哦。""}, {""sex"": ""1"", ""content"": ""好，那你再外面玩得开心点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还真自恋""}, {""sex"": ""1"", ""content"": ""我不自恋难不成你还给我恋吗？""}, {""sex"": ""1"", ""content"": ""如果连自己都不喜欢，那拿什么去喜欢别人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有多高兴呀""}, {""sex"": ""1"", ""content"": ""怎么说呢，高兴地都快溢出来了""}, {""sex"": ""1"", ""content"": ""像是亚当第一次见到夏娃一样高兴！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢下雨天吗""}, {""sex"": ""1"", ""content"": ""不喜欢，湿漉漉的优点影响心情。""}, {""sex"": ""1"", ""content"": ""我挺喜欢雨天的，世界被罩在雨幕中，多了一些浪漫。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我啥时候 成你得了""}, {""sex"": ""1"", ""content"": ""昨天梦里你都答应我了呀。""}, {""sex"": ""1"", ""content"": ""就在刚刚，你默认的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有那么笨嘛""}, {""sex"": ""1"", ""content"": ""做我一个人的小笨蛋不好吗？""}, {""sex"": ""1"", ""content"": ""看来我还是低估了你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是我兄弟""}, {""sex"": ""1"", ""content"": ""你把我当兄弟，可我却喜欢上你了。""}, {""sex"": ""1"", ""content"": ""你是“胸”我是“弟”""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好像感冒了""}, {""sex"": ""1"", ""content"": ""什么叫好像，赶紧去看医生拿药吃！""}, {""sex"": ""1"", ""content"": ""感冒还这么淡定，你是要我担心吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我妈睡了""}, {""sex"": ""1"", ""content"": ""妈妈肯定是累了，你可别吵到她啦""}, {""sex"": ""1"", ""content"": ""那你是不是可以偷偷溜出来玩啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真的生气呀""}, {""sex"": ""1"", ""content"": ""你先想想怎么哄我吧。""}, {""sex"": ""1"", ""content"": ""生气有什么用，没得办法。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先去上班了""}, {""sex"": ""1"", ""content"": ""那你去工作吧，记得养我""}, {""sex"": ""1"", ""content"": ""你在家待着，上班这种事我来就好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小可爱来啦~""}, {""sex"": ""1"", ""content"": ""马上撒花欢迎小可爱。""}, {""sex"": ""1"", ""content"": ""小可爱终于来找你的大可爱啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴抹蜜了""}, {""sex"": ""1"", ""content"": ""比蜜还甜，想试试吗？""}, {""sex"": ""1"", ""content"": ""大概是你太甜了，看见你就忍不住说甜甜的话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在干嘛呢呀""}, {""sex"": ""1"", ""content"": ""还能干嘛，上班中想你咯。""}, {""sex"": ""1"", ""content"": ""在等一个美女翻我的牌子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我才没生气""}, {""sex"": ""1"", ""content"": ""那你嘟着嘴巴是几个意思。""}, {""sex"": ""1"", ""content"": ""女孩子说不生气就是生气了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""少打游戏""}, {""sex"": ""1"", ""content"": ""你要是陪我聊天我就不打游戏了。""}, {""sex"": ""1"", ""content"": ""我在等一个劝我戒掉游戏的女孩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""高兴啥""}, {""sex"": ""1"", ""content"": ""跟你在一起就莫名的高兴""}, {""sex"": ""1"", ""content"": ""可能是因为未来的老婆找到了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午吃饭了""}, {""sex"": ""1"", ""content"": ""中午吃什么，让我也参考一下下""}, {""sex"": ""1"", ""content"": ""每天要纠结吃什么也是一件难题呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可好看了""}, {""sex"": ""1"", ""content"": ""所有好看的事物在我眼里都不及你半分。""}, {""sex"": ""1"", ""content"": ""那我得去看看，看看你有没有骗我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃多会胖""}, {""sex"": ""1"", ""content"": ""有我在，你肯定会胖的。""}, {""sex"": ""1"", ""content"": ""那是因为你在我心里分量又重了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没多想""}, {""sex"": ""1"", ""content"": ""你可以选择多想。""}, {""sex"": ""1"", ""content"": ""你是怕你想我想得太多？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我给你的第一次印象""}, {""sex"": ""1"", ""content"": ""仙女应该就是长你这样的。""}, {""sex"": ""1"", ""content"": ""看来我是走狗屎运了，才能遇到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有那么好么""}, {""sex"": ""1"", ""content"": ""在我心里，你就是这么好。""}, {""sex"": ""1"", ""content"": ""我喜欢的人就是这么好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你污了""}, {""sex"": ""1"", ""content"": ""污点才可爱嘛，不像你傻""}, {""sex"": ""1"", ""content"": ""污才能体现出最真实的我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还有你这样的""}, {""sex"": ""1"", ""content"": ""世界无奇不有怎么就没有我这样的呢。""}, {""sex"": ""1"", ""content"": ""难道我这样的不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午怎么打招呼""}, {""sex"": ""1"", ""content"": ""下午好小仙女，有没有睡午觉呢？""}, {""sex"": ""1"", ""content"": ""美好的下午遇见美好的你，看来是段好缘分哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先吃饭啦""}, {""sex"": ""1"", ""content"": ""这句话一出我以为邀请我吃饭呢。""}, {""sex"": ""1"", ""content"": ""我没饭吃要不要请我吃饭呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么睡那么晚""}, {""sex"": ""1"", ""content"": ""不知道啊，就是睡得比较晚一点啦""}, {""sex"": ""1"", ""content"": ""睡觉这种事情谁说的准啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚那么晚才睡觉啊""}, {""sex"": ""1"", ""content"": ""昨天想你想的太过分了，就晚睡了。""}, {""sex"": ""1"", ""content"": ""因为你的晚安总是晚一点才到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你昨天那么晚睡干嘛""}, {""sex"": ""1"", ""content"": ""还不是想你想的吗！""}, {""sex"": ""1"", ""content"": ""怕你被人拐跑，所以晚点睡守护你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么对我这么好呢""}, {""sex"": ""1"", ""content"": ""对你好难道还需要理由吗？""}, {""sex"": ""1"", ""content"": ""对一个自己想喜欢的人好，很正常。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""比你老""}, {""sex"": ""1"", ""content"": ""你这人真不会说话，什么老啊，明明是年长我一点点而已。""}, {""sex"": ""1"", ""content"": ""你这叫有韵味好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""期待你的表现""}, {""sex"": ""1"", ""content"": ""我的表现一向都是很好的。""}, {""sex"": ""1"", ""content"": ""我这么优秀，还用得着期待吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那要怎么打招呼""}, {""sex"": ""1"", ""content"": ""简简单单的打招呼方式就可以了。""}, {""sex"": ""1"", ""content"": ""能认识小姐姐就可以，不要在意那些细节啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上怎样打招呼""}, {""sex"": ""1"", ""content"": ""认识小仙女的第n天，早上好呀""}, {""sex"": ""1"", ""content"": ""早上好啊~我今天是第几个给你打招呼的帅比呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在有点饿""}, {""sex"": ""1"", ""content"": ""那快去吃饭吧，马上就到饭点了。""}, {""sex"": ""1"", ""content"": ""看来得给你买些零食防止你饿肚子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""治不好了""}, {""sex"": ""1"", ""content"": ""我会想办法为你治的。""}, {""sex"": ""1"", ""content"": ""治不好也没关系，不会影响你在我心中的地位。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""音乐真的好治愈呀""}, {""sex"": ""1"", ""content"": ""能治愈你肯定是个好音乐。""}, {""sex"": ""1"", ""content"": ""能治愈好我们的爱情吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不想理你了""}, {""sex"": ""1"", ""content"": ""没事啊，我理你就好啦。""}, {""sex"": ""1"", ""content"": ""为啥，死也要给我一个理由""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不太喜欢闲聊吧""}, {""sex"": ""1"", ""content"": ""那我们就好好聊聊未来吧。""}, {""sex"": ""1"", ""content"": ""那你喜欢我怎么撩你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好的，放心吧""}, {""sex"": ""1"", ""content"": ""那我就把心放在你身上了""}, {""sex"": ""1"", ""content"": ""可是我放心不下，总怕你照顾不好自己""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""明天搬家""}, {""sex"": ""1"", ""content"": ""那我明天过去帮你搬家。""}, {""sex"": ""1"", ""content"": ""搬家很累的，有没有找搬家公司？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己买着吃""}, {""sex"": ""1"", ""content"": ""你就光顾着自己吃哦，都不给我买一点吗？""}, {""sex"": ""1"", ""content"": ""以后我给你买，让你吃好多好吃的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想看看""}, {""sex"": ""1"", ""content"": ""那就去看呗，让我好好看看你。""}, {""sex"": ""1"", ""content"": ""那你现在看不就好了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看啊""}, {""sex"": ""1"", ""content"": ""那你一定要好好看知道不。""}, {""sex"": ""1"", ""content"": ""别看了，再看下去你会被我迷住的。""}], ""lock"": 1}"
