"{""chat"": [{""sex"": ""1"", ""content"": ""你好，请问 XX 路是不是在这坐""}, {""sex"": ""2"", ""content"": ""是的""}, {""sex"": ""1"", ""content"": ""哇，一出门就碰上好人了，上次问路一个丑丑的女人都不理我，看来外表和内在果然是成正比的""}, {""sex"": ""2"", ""content"": ""哈哈~""}, {""sex"": ""1"", ""content"": ""我对这边不怎么熟，等下万一迷路遇不到你这样的好人就麻烦了，善良 妹子,要不留个电话给我就可以随时问你路了，你号码多少呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""?你这种人在电视里只能活两集?""}, {""sex"": ""1"", ""content"": ""算命的告诉我，这辈子只能和漂亮活好的女人在一起""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""劝你少发自拍，害我啥也没干光盯着你照片看了两小时。""}, {""sex"": ""1"", ""content"": ""hi,你朋友圈的那碗鸡汤我喝了。""}, {""sex"": ""1"", ""content"": ""翻到你分享的那首歌，最近都是我的单曲循环。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""Hi,我有个问题想问一下女生意见，女孩子一般是先贴睫毛还是先涂眼影的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得我好看吗""}, {""sex"": ""1"", ""content"": ""好看啊，难道有人比你好看的吗？""}, {""sex"": ""1"", ""content"": ""你不是好看，你是非常的漂亮。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大好时光""}, {""sex"": ""1"", ""content"": ""大好时光可不能浪费，我们一起去郊游吧。""}, {""sex"": ""1"", ""content"": ""小仙女打算大好时光做些什么事呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""非常同意""}, {""sex"": ""1"", ""content"": ""那做我女朋友你同意吗？""}, {""sex"": ""1"", ""content"": ""能让小仙女同意我感到非常荣幸。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""同乐哈""}, {""sex"": ""1"", ""content"": ""跟你在一起才能同乐呀。""}, {""sex"": ""1"", ""content"": ""小仙女要玩得开心哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""理解不同""}, {""sex"": ""1"", ""content"": ""是啊，每个人看问题的角度自然会有不同的理解。""}, {""sex"": ""1"", ""content"": ""嗯嗯，尊重大家不同的理解。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好困好困""}, {""sex"": ""1"", ""content"": ""跟我聊天就困，你这是想睡我啊""}, {""sex"": ""1"", ""content"": ""恩，这个钟正点是养猪场催眠的时候了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么好的啊""}, {""sex"": ""1"", ""content"": ""毕竟是要做个喜欢你的好人。""}, {""sex"": ""1"", ""content"": ""做个好人真的好难啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好的吖""}, {""sex"": ""1"", ""content"": ""那我们谈恋爱好不好呀？""}, {""sex"": ""1"", ""content"": ""我要去知乎跟网友分享一下“喜欢的人很可爱是种什么体验”。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢你吖""}, {""sex"": ""1"", ""content"": ""不用谢呀，能帮到小仙女我觉得很荣幸。""}, {""sex"": ""1"", ""content"": ""太客气啦，以后就不用对我说谢谢啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午搭腔""}, {""sex"": ""1"", ""content"": ""中午有时候想太多就会睡不着呢""}, {""sex"": ""1"", ""content"": ""你中午吃的饭够饱吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在学习吗""}, {""sex"": ""1"", ""content"": ""是啊，学得好累，休息一下。""}, {""sex"": ""1"", ""content"": ""嗯，快夸一下认真学习的我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照片好看吗""}, {""sex"": ""1"", ""content"": ""好看，不过肯定是本人更好看。""}, {""sex"": ""1"", ""content"": ""我觉得这照片没有你本人十分之一好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我画的好看吗""}, {""sex"": ""1"", ""content"": ""不好看，还没你人好看。""}, {""sex"": ""1"", ""content"": ""好看，你什么时候不好看了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好想休息""}, {""sex"": ""1"", ""content"": ""那你就好好休息呗，我抱着你。""}, {""sex"": ""1"", ""content"": ""来我怀里，你随便怎么休息都可以。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚没休息好""}, {""sex"": ""1"", ""content"": ""没休息好今天会很累的，现在有没有很想睡觉？""}, {""sex"": ""1"", ""content"": ""那你今晚要早点睡呀，我来监督你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去哪里""}, {""sex"": ""1"", ""content"": ""其实我想带你出去玩""}, {""sex"": ""2"", ""content"": ""可以啊""}, {""sex"": ""1"", ""content"": ""我去哪里你都会跟着吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你身材真好""}, {""sex"": ""1"", ""content"": ""有机会让你摸摸我的腹肌。""}, {""sex"": ""1"", ""content"": ""先让你喜欢我的身材，再让你喜欢上我的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚洗玩澡""}, {""sex"": ""1"", ""content"": ""那有没有洗的香香的呢？""}, {""sex"": ""1"", ""content"": ""你这是一边洗一边玩啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的不好看""}, {""sex"": ""1"", ""content"": ""自信的女孩最好看了。""}, {""sex"": ""1"", ""content"": ""不准你说我的小仙女不好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猪早上好""}, {""sex"": ""1"", ""content"": ""你见过起的这么早还这么帅的猪吗！""}, {""sex"": ""1"", ""content"": ""早上好，今天又是想你的一天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上""}, {""sex"": ""1"", ""content"": ""长夜漫漫，无心睡眠。特来找菇凉聊天。""}, {""sex"": ""1"", ""content"": ""你的小可爱上线了(￣▽￣)""}, {""sex"": ""1"", ""content"": ""如果能早上中午晚上都能看到你的信息会 更好""}, {""sex"": ""1"", ""content"": ""不早了，我要睡觉觉了，也不要问我觉觉是谁""}, {""sex"": ""1"", ""content"": ""怎么你晚上要乖乖看家嘛！""}, {""sex"": ""1"", ""content"": ""为什么你只有晚上才出现，说有什么企图""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老婆晚上好的问候""}, {""sex"": ""1"", ""content"": ""晚上好，小仙女是不是在想我呀""}, {""sex"": ""1"", ""content"": ""晚上好，我猜你现在正躺在床上玩着手机呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好呀！""}, {""sex"": ""1"", ""content"": ""有你的到来，当然非常好""}, {""sex"": ""1"", ""content"": ""你是想我了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""梦到好真实""}, {""sex"": ""1"", ""content"": ""还不是因为梦里有我。""}, {""sex"": ""1"", ""content"": ""是不是梦到我向你求婚了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有你的梦都是噩梦""}, {""sex"": ""1"", ""content"": ""对不起，没能在你梦里保护你""}, {""sex"": ""1"", ""content"": ""那你以后一定要好好的梦到我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚安祝你好梦""}, {""sex"": ""1"", ""content"": ""放心吧，我会做一个有你的美梦的。""}, {""sex"": ""1"", ""content"": ""梦里的你，我们不见不散。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你最近好吗""}, {""sex"": ""1"", ""content"": ""你不在我身边，我能好到哪里去。""}, {""sex"": ""1"", ""content"": ""我还行，就是想你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近可好？""}, {""sex"": ""1"", ""content"": ""除了想你，一切都好。""}, {""sex"": ""1"", ""content"": ""挺好的，要是在你身边就更好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好累哦""}, {""sex"": ""1"", ""content"": ""需要我来给你按摩一下吗。""}, {""sex"": ""1"", ""content"": ""那就倒在我怀里好好睡一觉吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心好累""}, {""sex"": ""1"", ""content"": ""到我心里休息一会吧。""}, {""sex"": ""2"", ""content"": ""好。""}, {""sex"": ""1"", ""content"": ""你累的时候，记得有我在，我会一直陪着你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也不算丑叭""}, {""sex"": ""1"", ""content"": ""不算，你算好看的那种。""}, {""sex"": ""1"", ""content"": ""你要是算丑我怕是没几个人好看了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨啊""}, {""sex"": ""1"", ""content"": ""嗨，小仙女开开心心真可爱呀""}, {""sex"": ""1"", ""content"": ""这么嗨，玩什么呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨嗨嗨""}, {""sex"": ""1"", ""content"": ""嗨，人海茫茫终于遇见你""}, {""sex"": ""1"", ""content"": ""你这算是搭讪吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨皮嗨皮""}, {""sex"": ""1"", ""content"": ""看来你今天心情很不错哦""}, {""sex"": ""1"", ""content"": ""去哪里嗨皮，怎么都没有叫我一起哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""实话实说呗""}, {""sex"": ""1"", ""content"": ""我怕实话实说会被打。""}, {""sex"": ""1"", ""content"": ""我只是不知道该怎么把我内心的想法表达出来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不说""}, {""sex"": ""1"", ""content"": ""我不会说的，你自己慢慢体会""}, {""sex"": ""1"", ""content"": ""不说不说，看你能拿我怎么办""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说啥呢宝贝""}, {""sex"": ""1"", ""content"": ""我在说一些喜欢你的话呀。""}, {""sex"": ""1"", ""content"": ""我在说你怎么怎么好看呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么跟你说呢""}, {""sex"": ""1"", ""content"": ""那得看你啊，你想说什么就说什么。""}, {""sex"": ""1"", ""content"": ""你可以用字条的方式让我知道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太会说了吧""}, {""sex"": ""1"", ""content"": ""一般一般，世界第三啦。""}, {""sex"": ""1"", ""content"": ""再会说也没能把你说动心啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说梦话""}, {""sex"": ""1"", ""content"": ""那有没有说爱我呀？""}, {""sex"": ""1"", ""content"": ""那肯定是梦里和我对话说出来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你说个事""}, {""sex"": ""1"", ""content"": ""是不是喜欢我这件事？""}, {""sex"": ""1"", ""content"": ""十件事我都愿意听你说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有什么事说""}, {""sex"": ""1"", ""content"": ""是很要紧的事，要当面跟你说才行。""}, {""sex"": ""1"", ""content"": ""是一件很严肃的事情，你听好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""事""}, {""sex"": ""1"", ""content"": ""一直听人家说长得丑的女孩子说话都很粗鲁，看来真是的""}, {""sex"": ""1"", ""content"": ""像我这么正经的人，怎么可能没事搞事呢""}, {""sex"": ""1"", ""content"": ""找你聊天算不算事""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我话少""}, {""sex"": ""1"", ""content"": ""没事，我话唠这样你就不会尴尬了。""}, {""sex"": ""1"", ""content"": ""再少也没事，我愿意听""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说我小""}, {""sex"": ""1"", ""content"": ""年纪小不代表心智不成熟，所以不用用年龄衡量一个人""}, {""sex"": ""1"", ""content"": ""比你小才能让你感受到恋爱里不一般的甜呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不说脏话""}, {""sex"": ""1"", ""content"": ""毕竟我们都是文明的孩子呀。""}, {""sex"": ""1"", ""content"": ""我已经准备好不说话了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也想说""}, {""sex"": ""1"", ""content"": ""想说的太多了，慢慢说""}, {""sex"": ""1"", ""content"": ""要不，你到我梦里慢慢说？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没那个资格""}, {""sex"": ""1"", ""content"": ""你有没有那个资格是我说了算""}, {""sex"": ""1"", ""content"": ""你要是没那个资格，谁还有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是那个？""}, {""sex"": ""1"", ""content"": ""你想我是哪个就是哪个。""}, {""sex"": ""1"", ""content"": ""你觉得我像不像你老爸的女婿呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""信你个鬼哟""}, {""sex"": ""1"", ""content"": ""嗯？鬼？鬼在哪？你别吓我""}, {""sex"": ""1"", ""content"": ""你就不能免为其难的信一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪个？""}, {""sex"": ""1"", ""content"": ""当然是你心里的那个。""}, {""sex"": ""1"", ""content"": ""你失忆了，我是你男朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好啊，交个朋友吧""}, {""sex"": ""1"", ""content"": ""你好呀，以后我们就是朋友啦""}, {""sex"": ""1"", ""content"": ""哇，我终于有一个仙女朋友啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""微信不给""}, {""sex"": ""1"", ""content"": ""不加微信，我怎么能深入了解你这样的美人呢""}, {""sex"": ""1"", ""content"": ""加了这个微信，你就是我的人了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己一个人挺好的""}, {""sex"": ""1"", ""content"": ""对不起，我不能放任你一个人知道吗！""}, {""sex"": ""1"", ""content"": ""那是因为你没有体会过两个人的好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""讲个故事来听听""}, {""sex"": ""1"", ""content"": ""我们的故事不是还在进行时吗？""}, {""sex"": ""1"", ""content"": ""爱情的故事你要听吗?""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥～""}, {""sex"": ""1"", ""content"": ""你叫的我心有点微微发抖。""}, {""sex"": ""1"", ""content"": ""我是大哥哥，不是小哥哥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""换个话题吧""}, {""sex"": ""1"", ""content"": ""我只想谈和你有关的事情""}, {""sex"": ""1"", ""content"": ""那换什么话题呢，你说了算""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""偷东西""}, {""sex"": ""1"", ""content"": ""我没偷东西，我只是偷偷喜欢你而已""}, {""sex"": ""1"", ""content"": ""你也知道你偷走了我的心啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小女孩""}, {""sex"": ""1"", ""content"": ""你要是喜欢小女孩，我们以后就生女孩好不好？""}, {""sex"": ""1"", ""content"": ""在我眼里你永远是长不大的小女孩啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一看不是什么好人""}, {""sex"": ""1"", ""content"": ""做喜欢你的坏人不好吗？！""}, {""sex"": ""1"", ""content"": ""好人不长命啊，所以我做个坏人挺好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉累了""}, {""sex"": ""1"", ""content"": ""那你要不要躺在我怀里呢？""}, {""sex"": ""1"", ""content"": ""累了就好好休息吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天是情人节啦""}, {""sex"": ""1"", ""content"": ""祝你情人节快乐啦。""}, {""sex"": ""1"", ""content"": ""只要你喜欢，以后天天让你过情人节。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""微信号""}, {""sex"": ""1"", ""content"": ""加了我的微信我就是你的人了""}, {""sex"": ""1"", ""content"": ""你好，我做微商的，卖男朋友的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以帮我个忙吗？""}, {""sex"": ""1"", ""content"": ""是帮你喜欢我嘛？""}, {""sex"": ""1"", ""content"": ""乐意之至。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""见面""}, {""sex"": ""1"", ""content"": ""那我很期待那一刻""}, {""sex"": ""1"", ""content"": ""我已经开始迫不及待了""}, {""sex"": ""1"", ""content"": ""我猜你一定是人群里最靓的那个崽崽""}, {""sex"": ""1"", ""content"": ""我终于要见到仙女啦！""}, {""sex"": ""1"", ""content"": ""见到你的时候我肯定会激动得说不出话来。""}, {""sex"": ""1"", ""content"": ""好啊，但是千万别对我一见钟情哦""}, {""sex"": ""1"", ""content"": ""是时候了，丘比特也在催我们见面了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""见见面""}, {""sex"": ""1"", ""content"": ""终于不是在梦里见到你了。""}, {""sex"": ""1"", ""content"": ""真怕见到你我会失控，毕竟等这一天很久了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""见面聊""}, {""sex"": ""1"", ""content"": ""你知道我有多想见你吗？""}, {""sex"": ""1"", ""content"": ""我怕我见到你，激动得说不出话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你讲个笑话吧""}, {""sex"": ""1"", ""content"": ""我怕等会儿你笑的太惨不太合适。""}, {""sex"": ""1"", ""content"": ""虽然你笑起来很好看，但是除了我之外其他人都不能听到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谈过恋爱没""}, {""sex"": ""1"", ""content"": ""现在不正在和你谈恋爱吗！""}, {""sex"": ""1"", ""content"": ""怎么想和我讨教一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问你一件事""}, {""sex"": ""1"", ""content"": ""爱过，谢谢""}, {""sex"": ""1"", ""content"": ""多少件事我都会回答你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的故事很长""}, {""sex"": ""1"", ""content"": ""我有一生的时间可以听你慢慢讲。""}, {""sex"": ""1"", ""content"": ""不管故事有多长，有关你的我都愿意听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""讲个故事吧""}, {""sex"": ""1"", ""content"": ""你眼中的故事我还没读完呢。""}, {""sex"": ""1"", ""content"": ""我和你的故事不是已经开始了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""见过我吗""}, {""sex"": ""1"", ""content"": ""见过！在我之前的梦里!""}, {""sex"": ""1"", ""content"": ""是不是对我有一种似曾相似的感觉呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""十个理由""}, {""sex"": ""1"", ""content"": ""一百个理由我都可以给你！""}, {""sex"": ""1"", ""content"": ""理由吗？想你还不够吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以身相许吧""}, {""sex"": ""1"", ""content"": ""除了你以身相许，我什么都不要。""}, {""sex"": ""1"", ""content"": ""以身相许是你最好的出路。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""已经不重要了""}, {""sex"": ""1"", ""content"": ""真的已经不重要的了吗？""}, {""sex"": ""1"", ""content"": ""我觉得还是你比较重要。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""接电话""}, {""sex"": ""1"", ""content"": ""是谁给我的小仙女打电话了？""}, {""sex"": ""1"", ""content"": ""不想隔着手机跟你说话，我想跟你面对面说话""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要我电话号码干嘛""}, {""sex"": ""1"", ""content"": ""我想给自己的通讯录多一个重要的人。""}, {""sex"": ""1"", ""content"": ""不要你的电话号码，我怎么打电话给你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""虐待""}, {""sex"": ""1"", ""content"": ""什么虐待，我会好好对你的呀""}, {""sex"": ""1"", ""content"": ""生而为人，我们都要善良啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你教我吗""}, {""sex"": ""1"", ""content"": ""只要你想学我就教你。""}, {""sex"": ""1"", ""content"": ""当然，我可不会给别人教你的机会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我收到你的招呼了，我们交个朋友吧""}, {""sex"": ""1"", ""content"": ""好啊，很开心能跟小可爱交朋友。""}, {""sex"": ""1"", ""content"": ""还以为你不会回我呢，能跟你交朋友就太好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会不会""}, {""sex"": ""1"", ""content"": ""我这么厉害，当然会呀""}, {""sex"": ""1"", ""content"": ""我不会，你可以教我嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还在开会""}, {""sex"": ""1"", ""content"": ""开会开小差会不会被老板抓包？""}, {""sex"": ""1"", ""content"": ""那小仙女先认真开会，我等你开完会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会开车""}, {""sex"": ""1"", ""content"": ""那你是怎么开进我的心里的？""}, {""sex"": ""1"", ""content"": ""我知道你是老司机，别骗我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不耽误你了""}, {""sex"": ""1"", ""content"": ""你已经耽误了，那就耽误我一辈子吧。""}, {""sex"": ""1"", ""content"": ""我愿意被你耽误。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会梦到我吗""}, {""sex"": ""1"", ""content"": ""那得看我到底有多想你了。""}, {""sex"": ""1"", ""content"": ""你会想要我梦到你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会见面的""}, {""sex"": ""1"", ""content"": ""希望这个机会能够早点到来。""}, {""sex"": ""1"", ""content"": ""有机会就好，我会很期待我们的见面的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""估计没机会""}, {""sex"": ""1"", ""content"": ""不对，你应该说估计有机会。""}, {""sex"": ""1"", ""content"": ""没机会我也会想办法创造出机会的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会做饭了""}, {""sex"": ""1"", ""content"": ""不容易啊，小公主终于学会做饭了。""}, {""sex"": ""1"", ""content"": ""太好了，那我以后就可以吃到你做的饭了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""学的会计""}, {""sex"": ""1"", ""content"": ""那以后我们家的账就归你管了。""}, {""sex"": ""1"", ""content"": ""学会计的女生肯定都很细心吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""计划""}, {""sex"": ""1"", ""content"": ""计划永远都赶不上变化。""}, {""sex"": ""1"", ""content"": ""你的未来计划里面有我嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很计较的，我很小气的""}, {""sex"": ""1"", ""content"": ""那你计较吧，我反正不计较了。""}, {""sex"": ""1"", ""content"": ""没事，我喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你给我讲一下你之后有啥计划""}, {""sex"": ""1"", ""content"": ""娶你，让你给我生孩子！""}, {""sex"": ""1"", ""content"": ""未来计算之中必有你！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""梦里约会""}, {""sex"": ""1"", ""content"": ""不想只在梦里约会，我要真真实实的约会""}, {""sex"": ""1"", ""content"": ""那你今晚早点到我的梦里来""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不去约会吗""}, {""sex"": ""1"", ""content"": ""我在等你开口约我呀""}, {""sex"": ""1"", ""content"": ""我倒是想约会，可你没约我呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哟  这么会说话""}, {""sex"": ""1"", ""content"": ""必须的，也不看看是对谁说。""}, {""sex"": ""1"", ""content"": ""谁让我是在跟大美女说话呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你什么时候这么会说话了""}, {""sex"": ""1"", ""content"": ""不知道啊，可能昨天晚上想你想的开窍了吧""}, {""sex"": ""1"", ""content"": ""难道我这么会说话不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""期待吗""}, {""sex"": ""1"", ""content"": ""期待啊，期待你发现我的爱。""}, {""sex"": ""1"", ""content"": ""我要说不期待，我说你信吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要有期待""}, {""sex"": ""1"", ""content"": ""可是有期待才会让生活有盼头。""}, {""sex"": ""1"", ""content"": ""期待的种子已经萌芽，没办法收回去了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等吃""}, {""sex"": ""1"", ""content"": ""你化身等待投食的小猪了嘛""}, {""sex"": ""1"", ""content"": ""想吃什么，我这就带你去吃""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不太会说话""}, {""sex"": ""1"", ""content"": ""那你要不要亲口教教我？""}, {""sex"": ""1"", ""content"": ""我怕太会说话，你会说我花心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真的特别会说""}, {""sex"": ""1"", ""content"": ""那我怎么还没把你说动心呢。""}, {""sex"": ""1"", ""content"": ""再会说话，也只是说给你一个人听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好会撩妹啊""}, {""sex"": ""1"", ""content"": ""我要是真的会，那你怎么还没被我撩动呢。""}, {""sex"": ""1"", ""content"": ""我现在只想撩你一个人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""宠幸""}, {""sex"": ""1"", ""content"": ""你就是被上天宠幸的女孩呀""}, {""sex"": ""1"", ""content"": ""让朕来好好疼爱你宠幸你吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""祝你幸福！""}, {""sex"": ""1"", ""content"": ""谢谢，也希望你能幸福。""}, {""sex"": ""1"", ""content"": ""有了一声祝福，我以后会幸福的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不找我聊天""}, {""sex"": ""1"", ""content"": ""主要是怕我找你聊天打扰到你。""}, {""sex"": ""1"", ""content"": ""这不是怕找你聊天会停不下来嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有酒吗""}, {""sex"": ""1"", ""content"": ""不要喝酒了，喝酒容易伤身体的。""}, {""sex"": ""1"", ""content"": ""喝什么酒！你是希望我背你回去？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不要礼物""}, {""sex"": ""1"", ""content"": ""这是给我女朋友的礼物，你拒绝干嘛？""}, {""sex"": ""1"", ""content"": ""不要礼物的话，我只好给你一个亲亲了。""}], ""lock"": 1}"
