"{""chat"": [{""sex"": ""1"", ""content"": ""我觉得你应该赔偿我""}, {""sex"": ""2"", ""content"": ""为啥？""}, {""sex"": ""1"", ""content"": ""你的眼睛会放电，把我电蒙了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个好看嘛""}, {""sex"": ""1"", ""content"": ""好看啊，怎么就不好看了呢。""}, {""sex"": ""1"", ""content"": ""好不好看也得你说了算啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""认真生活""}, {""sex"": ""1"", ""content"": ""认真生活的女孩最有魅力了。""}, {""sex"": ""1"", ""content"": ""为了给你一个美好的未来，我会认真生活的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好穷""}, {""sex"": ""1"", ""content"": ""就是因为穷才要努力奋斗呀。""}, {""sex"": ""1"", ""content"": ""贫穷不可怕，可怕的是被贫穷打败。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那肯定的啊""}, {""sex"": ""1"", ""content"": ""嗯，我肯定也是喜欢你的。""}, {""sex"": ""1"", ""content"": ""你自信的样子相当有魅力。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有肉""}, {""sex"": ""1"", ""content"": ""我感觉我已经隔着屏幕闻到肉香味了""}, {""sex"": ""1"", ""content"": ""那你要多吃点，这样你才能长肉肉""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我哪里乖了""}, {""sex"": ""1"", ""content"": ""你哪里不乖了吗！""}, {""sex"": ""1"", ""content"": ""你长得就很乖啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别废话了""}, {""sex"": ""1"", ""content"": ""多说废话能够增加人与人之间的情感。""}, {""sex"": ""1"", ""content"": ""那我就直奔主题了，我喜欢你，做我女朋友吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上怎么聊啊""}, {""sex"": ""1"", ""content"": ""晚上好，小仙女啵啵啵""}, {""sex"": ""1"", ""content"": ""晚上好， 来，跟我见个面， 今晚什么都不干， 一起看月亮""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自恋开始了吗""}, {""sex"": ""1"", ""content"": ""人不自恋天诛地灭，懂不。""}, {""sex"": ""1"", ""content"": ""你又不让我恋，那我只能自己恋恋自己了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知怎么说""}, {""sex"": ""1"", ""content"": ""我知道你是要表白，让我来替你说出心声吧""}, {""sex"": ""1"", ""content"": ""表达能力这么差，肯定是小的时候没有好好学语文，对不对？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥听你的""}, {""sex"": ""1"", ""content"": ""那我听你的总行了吧。""}, {""sex"": ""1"", ""content"": ""还不是为了你好嘛，你要是不听我也没办法呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没啥关系""}, {""sex"": ""1"", ""content"": ""我们之间的关系可是牵扯不清的。""}, {""sex"": ""1"", ""content"": ""怎么没关系，这可是关乎到我们的将来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和你有啥关系""}, {""sex"": ""1"", ""content"": ""你答应了，那我们就有关系了。""}, {""sex"": ""1"", ""content"": ""没有关系其实也是一种关系。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我洗衣服呢""}, {""sex"": ""1"", ""content"": ""衣服有什么好洗的，来喜欢我啊""}, {""sex"": ""1"", ""content"": ""那能不能顺便帮我把衣服也洗了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有男朋友嘛""}, {""sex"": ""2"", ""content"": ""你希望我有男朋友吗？""}, {""sex"": ""2"", ""content"": ""目前没有，不过以后会有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不善良""}, {""sex"": ""1"", ""content"": ""生而为人，请务必善良""}, {""sex"": ""1"", ""content"": ""善良是做人最基本的事，不对吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嫌弃我了""}, {""sex"": ""1"", ""content"": ""就是嫌弃你，嫌你太好看了。""}, {""sex"": ""1"", ""content"": ""我哪敢嫌弃小仙女呀，你不嫌弃我就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点莫名其妙""}, {""sex"": ""1"", ""content"": ""我也不知道为什么会莫名其妙喜欢上你。""}, {""sex"": ""1"", ""content"": ""有些东西是说不清楚缘由的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""莫名的烦躁""}, {""sex"": ""1"", ""content"": ""缺少了我的陪伴当然会烦躁了。""}, {""sex"": ""1"", ""content"": ""我也莫名的想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我下班咯""}, {""sex"": ""1"", ""content"": ""那我去接你，然后一起吃个饭。""}, {""sex"": ""1"", ""content"": ""结束了一天的工作是不是超开心？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你主动我们才会有故事""}, {""sex"": ""1"", ""content"": ""为了我们的故事，我要向你发起进攻了。""}, {""sex"": ""1"", ""content"": ""好啊，我会让我们之间发生一个美满的故事的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还能好好聊天吗""}, {""sex"": ""1"", ""content"": ""那你有本事好好在我心里待着！""}, {""sex"": ""1"", ""content"": ""但是我好好聊天的时候你都不理我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃泡面啊""}, {""sex"": ""1"", ""content"": ""吃什么泡面啊，我做了很多好吃的，你快来我家蹭饭。""}, {""sex"": ""1"", ""content"": ""吃泡面对身体不好，还是少吃点吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""但是如果你主动送上门""}, {""sex"": ""1"", ""content"": ""没有如果知道吗！""}, {""sex"": ""1"", ""content"": ""那为什么不是你主动送上门呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也不理你了""}, {""sex"": ""1"", ""content"": ""你不理我，我就要变成狗不理包子了。""}, {""sex"": ""1"", ""content"": ""你要是敢不理我我就强吻你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要回家""}, {""sex"": ""1"", ""content"": ""那你回到家记得给我发消息。""}, {""sex"": ""1"", ""content"": ""我送你回家吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做指甲呢""}, {""sex"": ""1"", ""content"": ""等会儿我可以看看你美丽的指甲吗？""}, {""sex"": ""1"", ""content"": ""还好不是做头发。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""剪了个头发""}, {""sex"": ""1"", ""content"": ""换个新发型，有个好心情。""}, {""sex"": ""1"", ""content"": ""我看看剪成什么样啦？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你讲什么""}, {""sex"": ""1"", ""content"": ""我说我喜欢你啊，听清楚了吗？""}, {""sex"": ""1"", ""content"": ""你这样问我都不好意思再讲一遍了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笨蛋你醒了吗？""}, {""sex"": ""1"", ""content"": ""如果我不说话，你会这样一直看着我吗""}, {""sex"": ""1"", ""content"": ""要是你睡在我旁边，我都不肯醒来""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""风景好看""}, {""sex"": ""1"", ""content"": ""不是风景好看，是你让风景变得好看了。""}, {""sex"": ""1"", ""content"": ""什么时候能跟你一起看风景啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怎么没印象""}, {""sex"": ""1"", ""content"": ""看来你是需要我帮你唤醒记忆啊。""}, {""sex"": ""1"", ""content"": ""那是因为印象都是在我身上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谁呀你""}, {""sex"": ""1"", ""content"": ""我就是我，不一样的烟火！""}, {""sex"": ""1"", ""content"": ""我啊，你未来男朋友啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想的挺美""}, {""sex"": ""1"", ""content"": ""我觉得还好吧，我也就是想你想的美一点啦。""}, {""sex"": ""1"", ""content"": ""主要是你比较美，我才能想的比较美。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不冷？""}, {""sex"": ""1"", ""content"": ""你抱抱我就不会冷了。""}, {""sex"": ""1"", ""content"": ""我要是怕冷就不是我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不成熟""}, {""sex"": ""1"", ""content"": ""要成熟起来就跟你没共同语言了小妹妹。""}, {""sex"": ""1"", ""content"": ""小盆友，成熟的就不会喜欢你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又惹我生气了""}, {""sex"": ""1"", ""content"": ""你放心，我绝对能哄好你。""}, {""sex"": ""1"", ""content"": ""生气有啥的，揍我一顿就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟女生开场白""}, {""sex"": ""1"", ""content"": ""嘿嘿，捡到一个小可爱。""}, {""sex"": ""1"", ""content"": ""有趣的灵魂终将相遇，看来我们很有缘哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生活太累""}, {""sex"": ""1"", ""content"": ""是时候找一个男朋友的肩膀来依靠了。""}, {""sex"": ""1"", ""content"": ""虽然生活很累，但我们可以一起面对。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""只是有点惊讶""}, {""sex"": ""1"", ""content"": ""不要太惊讶，这只是常规操作而已。""}, {""sex"": ""1"", ""content"": ""你这小可爱有啥好惊讶的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""煮早餐""}, {""sex"": ""1"", ""content"": ""什么时候我才能吃到你做的爱心早餐呀。""}, {""sex"": ""1"", ""content"": ""小仙女可真优秀，现在会起来做早餐的人已经不多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥好会说话""}, {""sex"": ""1"", ""content"": ""遇到小姐姐才变得这么会说话的。""}, {""sex"": ""1"", ""content"": ""小姐姐是不是被我说到心坎里了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你感觉呢""}, {""sex"": ""1"", ""content"": ""我的感觉还不都是与你一起的吗。""}, {""sex"": ""1"", ""content"": ""感觉这种东西还真的说不准啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我竟无言以对[捂脸]""}, {""sex"": ""1"", ""content"": ""犹抱琵琶半遮面，不是害羞就是暗恋。""}, {""sex"": ""1"", ""content"": ""沉浸在我浓烈的爱意里无法言喻了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说好话""}, {""sex"": ""1"", ""content"": ""你的美是用言语形容不出来的。""}, {""sex"": ""1"", ""content"": ""我只对喜欢我的人说好话，你喜欢我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不能嫌弃我""}, {""sex"": ""1"", ""content"": ""放心啊，我没事嫌弃你干嘛。""}, {""sex"": ""1"", ""content"": ""你这么可爱，我怎么会嫌弃你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不要夸我了""}, {""sex"": ""1"", ""content"": ""不夸你，我感觉对不起这世界。""}, {""sex"": ""1"", ""content"": ""我这不是在夸你，我这是在说一个事实。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哦哦这样啊""}, {""sex"": ""1"", ""content"": ""怎么感觉你对我这么敷衍呢？""}, {""sex"": ""1"", ""content"": ""就这样吗，你对我也太冷淡了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺会说话呀""}, {""sex"": ""1"", ""content"": ""那也是说给你听的啊。""}, {""sex"": ""1"", ""content"": ""为了和你搭话我专门练习过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道该怎么说了""}, {""sex"": ""1"", ""content"": ""把你心里的话说出来就好啦。""}, {""sex"": ""1"", ""content"": ""跟我聊天不用顾虑那么多，也不用觉得尴尬，自然一点就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有什么优点？""}, {""sex"": ""1"", ""content"": ""优点就是缺点太少了。""}, {""sex"": ""1"", ""content"": ""那你可能要听我说好久了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你长的好看""}, {""sex"": ""1"", ""content"": ""长得不好看貌似你都不会多看我几眼了。""}, {""sex"": ""1"", ""content"": ""还好的啦，也就是一般的好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找我干嘛啦""}, {""sex"": ""1"", ""content"": ""想你了，所以来找你啦。""}, {""sex"": ""1"", ""content"": ""没干嘛是不能找你嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你信任我吗""}, {""sex"": ""1"", ""content"": ""我有什么理由不去信任你呢。""}, {""sex"": ""1"", ""content"": ""信任是相互的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你好好加油""}, {""sex"": ""1"", ""content"": ""有小仙女的鼓励，我肯定会好好加油的。""}, {""sex"": ""1"", ""content"": ""嗯嗯，我肯定不会辜负你的鼓励。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是不是想我啊""}, {""sex"": ""1"", ""content"": ""这都让你看出来了吗！""}, {""sex"": ""1"", ""content"": ""我什么时候没有想你了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没人亲我呀""}, {""sex"": ""1"", ""content"": ""我的亲亲，难不成还是猪亲的啊。""}, {""sex"": ""1"", ""content"": ""我不当人了是不是？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我笨呀""}, {""sex"": ""1"", ""content"": ""我觉得笨笨的女孩挺可爱的呀""}, {""sex"": ""1"", ""content"": ""你这么笨，我要好好照顾你才行啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这样不好吧""}, {""sex"": ""1"", ""content"": ""其实你的心底已经有一个准确的声音了。""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""即使你觉得不好可你依然想要这么做。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好像发烧了""}, {""sex"": ""1"", ""content"": ""什么叫好像！赶紧去看医生！""}, {""sex"": ""1"", ""content"": ""又没有好好照顾自己了是不是，尽让我担心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我才不可爱""}, {""sex"": ""1"", ""content"": ""你现在这样就很可爱。""}, {""sex"": ""1"", ""content"": ""嗯，还是我比较可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有多重要""}, {""sex"": ""1"", ""content"": ""重要到心里都是你的。""}, {""sex"": ""1"", ""content"": ""那得看你爱我多深咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""献身""}, {""sex"": ""1"", ""content"": ""你终于要献身给我啦""}, {""sex"": ""1"", ""content"": ""为爱献身这是多伟大的事啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴巴跟吃了糖一样""}, {""sex"": ""1"", ""content"": ""那你要不要尝尝看我有没有吃呢。""}, {""sex"": ""1"", ""content"": ""糖也没有我这嘴甜好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也太夸张了吧""}, {""sex"": ""1"", ""content"": ""说的都是实话，一点也不夸张。""}, {""sex"": ""1"", ""content"": ""我不是那种会夸夸其谈的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在很丑""}, {""sex"": ""1"", ""content"": ""请不要睁眼说瞎话好不好。""}, {""sex"": ""1"", ""content"": ""不丑，你一直都很好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我说什么？""}, {""sex"": ""1"", ""content"": ""说你自己心里想说的就好了。""}, {""sex"": ""1"", ""content"": ""你能说喜欢我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在干嘛帅哥""}, {""sex"": ""1"", ""content"": ""在等一个美女问我在干嘛。""}, {""sex"": ""1"", ""content"": ""等你这个仙女翻我的牌子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我才不是你女朋友""}, {""sex"": ""1"", ""content"": ""你可以是我的女朋友""}, {""sex"": ""1"", ""content"": ""你怎么会不是我女朋友呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""装不下去了""}, {""sex"": ""1"", ""content"": ""哈哈哈哈，终于破功了吧。""}, {""sex"": ""1"", ""content"": ""别装啦，其实我早就看出来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能认识你吗？""}, {""sex"": ""1"", ""content"": ""可以啊，为什么不能呢。""}, {""sex"": ""1"", ""content"": ""那就让我们好好认识一下吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你让我""}, {""sex"": ""1"", ""content"": ""我不让你，还有谁让你啊。""}, {""sex"": ""1"", ""content"": ""你放心，以后就让我来吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想洗澡去""}, {""sex"": ""1"", ""content"": ""去呗，我又不会去偷看。""}, {""sex"": ""1"", ""content"": ""怎么？想让我i陪你啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又想套路我""}, {""sex"": ""1"", ""content"": ""套路多了才能撩你啊。""}, {""sex"": ""1"", ""content"": ""看来我的套路技能还没有修炼到家呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我也没办法了""}, {""sex"": ""1"", ""content"": ""那只好我来想想办法了。""}, {""sex"": ""1"", ""content"": ""怎么可以这么轻易向现实妥协呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""深夜骚话""}, {""sex"": ""1"", ""content"": ""我睡不着，你能陪我聊聊天吗？""}, {""sex"": ""1"", ""content"": ""你睡了吗？有件事想跟你说.....""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚饭还没吃呢""}, {""sex"": ""1"", ""content"": ""那我现在邀请你一起吃晚饭好吗？""}, {""sex"": ""1"", ""content"": ""那你准备吃点什么晚饭呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃午饭呢""}, {""sex"": ""1"", ""content"": ""让我看看在吃什么好吃的。""}, {""sex"": ""1"", ""content"": ""什么时候咱们约一下午饭呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上聊天开场。""}, {""sex"": ""1"", ""content"": ""您觉得今晚夜色如何？""}, {""sex"": ""1"", ""content"": ""这么好的月色，不找你浪费了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有想要的""}, {""sex"": ""1"", ""content"": ""不可能吧，一点想要的东西都没有吗？""}, {""sex"": ""1"", ""content"": ""难道无欲无求说的就是你现在的状态？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨天怎么那么晚还不睡""}, {""sex"": ""1"", ""content"": ""因为想你想得失眠了。""}, {""sex"": ""1"", ""content"": ""没有你在身边我睡不着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还不睡呢""}, {""sex"": ""1"", ""content"": ""睡觉这么重要的事情，肯定得和你一起。""}, {""sex"": ""1"", ""content"": ""你都还没说晚安，我要怎么睡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你为啥对我这么好""}, {""sex"": ""1"", ""content"": ""我对你好，我需要理由的吗！""}, {""sex"": ""1"", ""content"": ""我就是对你这么好不可以吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""躺着和你聊天""}, {""sex"": ""1"", ""content"": ""躺着多舒服啊。""}, {""sex"": ""1"", ""content"": ""巧了，我也躺着和你聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你还和我聊天""}, {""sex"": ""1"", ""content"": ""我要是不和你聊天，我怕我会想你。""}, {""sex"": ""1"", ""content"": ""还不是因为你太好看了，我控制不住的和你聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是看到了，心里给你回了""}, {""sex"": ""1"", ""content"": ""那你的心理电波可能传输的比较慢，我到现在还没有收到。""}, {""sex"": ""1"", ""content"": ""那你说说，你的心里是怎么回我的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要主动""}, {""sex"": ""1"", ""content"": ""主动了我们就有故事对嘛？""}, {""sex"": ""1"", ""content"": ""我一直都很主动，就等你回头了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不太主动""}, {""sex"": ""1"", ""content"": ""那就让我做个主动的人吧。""}, {""sex"": ""1"", ""content"": ""我主动就可以有故事嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我真的累""}, {""sex"": ""1"", ""content"": ""我的肩膀给你靠，我的胸膛让你抱，我一直都在""}, {""sex"": ""1"", ""content"": ""摸摸，累的时候就给自己放个假吧，别给自己太大的压力了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""陌陌、探探开场白""}, {""sex"": ""1"", ""content"": ""你的头像很萌呀(对照片发表看法)""}, {""sex"": ""1"", ""content"": ""签名不错（针对签名发表看法）""}, {""sex"": ""1"", ""content"": ""你是我附近500公里内最好看的女生""}, {""sex"": ""1"", ""content"": ""你就是陌陌给我分配的小仙女吗？""}, {""sex"": ""1"", ""content"": ""在下载陌陌/探探之前我还不相信爱情，可是现在，信了""}, {""sex"": ""1"", ""content"": ""名字好霸气（针对名字发表看法）""}, {""sex"": ""1"", ""content"": ""眼睛圆圆的很可爱呀（针对细节发表看法）""}, {""sex"": ""1"", ""content"": ""难得起来的那么早""}, {""sex"": ""1"", ""content"": ""傻傻两个人笑得有多甜（针对头像是闺蜜合照的情况）""}, {""sex"": ""1"", ""content"": ""你第四张照片是哪个城市呀""}, {""sex"": ""1"", ""content"": ""终于看到个顺眼的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""写字""}, {""sex"": ""1"", ""content"": ""小仙女写的字肯定很好看""}, {""sex"": ""1"", ""content"": ""看来我要向你学习多练练字了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好，在干嘛呢？""}, {""sex"": ""1"", ""content"": ""在想过五秒钟就找小仙女呢""}, {""sex"": ""1"", ""content"": ""哇，小仙女你好，你来找我啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男人不喜欢抽烟的女人""}, {""sex"": ""1"", ""content"": ""因为抽烟对身体伤害比较大。""}, {""sex"": ""1"", ""content"": ""因为男人见不得女人伤害自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很了解你""}, {""sex"": ""1"", ""content"": ""你确定你很了解我吗？""}, {""sex"": ""1"", ""content"": ""你要是了解我的话知道我现在在想什么吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我感觉没有""}, {""sex"": ""1"", ""content"": ""那一定是你的感觉出了问题""}, {""sex"": ""1"", ""content"": ""怎么会没有呢，你再想想""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以看看""}, {""sex"": ""1"", ""content"": ""那我陪你去看看好了。""}, {""sex"": ""1"", ""content"": ""你放心吧，我一定会好好看看你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚安""}, {""sex"": ""1"", ""content"": ""晚安小仙女，换个世界想你。""}, {""sex"": ""1"", ""content"": ""听说最后一个对你说晚安的人会出现在你的梦里哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""熬夜猝死""}, {""sex"": ""1"", ""content"": ""熬夜一时爽啊！""}, {""sex"": ""1"", ""content"": ""月亮不睡你不睡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天谢谢你啦""}, {""sex"": ""1"", ""content"": ""不用谢，这都是我应该要做的。""}, {""sex"": ""1"", ""content"": ""我们之间还需要说谢谢吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道我是谁吧""}, {""sex"": ""1"", ""content"": ""我为什么不知道呢？""}, {""sex"": ""1"", ""content"": ""我有理由不知道你是谁吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我离你远点""}, {""sex"": ""1"", ""content"": ""不行，我舍不得你离我太远。""}, {""sex"": ""1"", ""content"": ""离我远一点我怎么好好照顾你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""难过了""}, {""sex"": ""1"", ""content"": ""不要难过，难过的时候想想我。""}, {""sex"": ""1"", ""content"": ""带你去吃好吃的，让难过快快走开""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你找女朋友干嘛""}, {""sex"": ""1"", ""content"": ""想把她宠上天，想让她知道做我女朋友是一件多幸福的事。""}, {""sex"": ""1"", ""content"": ""你这问题很奇怪，找女朋友当然是谈恋爱啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女生半夜发朋友圈""}, {""sex"": ""1"", ""content"": ""抓到一只夜猫子啦！""}, {""sex"": ""1"", ""content"": ""仙女和我们人类的作息真的是不一样的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你喜欢我哪""}, {""sex"": ""1"", ""content"": ""喜欢你的全部！""}, {""sex"": ""1"", ""content"": ""喜欢你就是喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你找不到的""}, {""sex"": ""1"", ""content"": ""不试试怎么知道我找不到呢。""}, {""sex"": ""1"", ""content"": ""我装了GPS，肯定能找到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想得到你""}, {""sex"": ""1"", ""content"": ""可是我先得到你啊。""}, {""sex"": ""1"", ""content"": ""你不知道我是抢手货吗，再不下手就跟别人跑啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想吃蛋炒饭""}, {""sex"": ""1"", ""content"": ""收到！马上给你整一份蛋炒饭""}, {""sex"": ""1"", ""content"": ""吃货！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""炒鸡蛋""}, {""sex"": ""1"", ""content"": ""看来今天开始只有炒鸡蛋可以吃了""}, {""sex"": ""1"", ""content"": ""我已经淡淡闻到了鸡蛋味了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""转移目标""}, {""sex"": ""1"", ""content"": ""既然选定了目标就要坚持到底啊""}, {""sex"": ""1"", ""content"": ""那就把目标转移到你的身上吧""}], ""lock"": 1}"
