"{""chat"": [{""sex"": ""1"", ""content"": ""你好……请问附近有个星巴克，你知道在哪里么？""}, {""sex"": ""2"", ""content"": ""知道/不知道""}, {""sex"": ""1"", ""content"": ""很谢谢你……你在这里逛街啊，我朋友还没有来。我觉得你人特别好，如果有机会的话，应该一起坐坐，喝杯咖啡，我们说不定能成为不错的朋友""}, {""sex"": ""2"", ""content"": ""(给出回应）""}, {""sex"": ""1"", ""content"": ""我一会儿就要去找朋友了，希望能再见到你，不如我们交换个联系方式吧！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想都别想""}, {""sex"": ""1"", ""content"": ""人总要想的，不然就和咸鱼有啥区别。""}, {""sex"": ""1"", ""content"": ""你说不想就不想，我多没面子啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真要睡了""}, {""sex"": ""1"", ""content"": ""好吧，那我要带着对你的想念入睡。""}, {""sex"": ""1"", ""content"": ""那我们到梦里继续聊天吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要难受死了""}, {""sex"": ""1"", ""content"": ""一听到你说难受我也觉得难受了。""}, {""sex"": ""1"", ""content"": ""别难受，有什么事跟我说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是难受""}, {""sex"": ""1"", ""content"": ""都怪我，让你想我想得这么难受。""}, {""sex"": ""1"", ""content"": ""难受就哭出来，有我在呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老换头像""}, {""sex"": ""1"", ""content"": ""那是因为我想引起你的注意呀。""}, {""sex"": ""1"", ""content"": ""怎么换都不满意，不如你发一张你的照片给我当头像吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""认真不""}, {""sex"": ""1"", ""content"": ""当然认真了，我可不是那种随便的人。""}, {""sex"": ""1"", ""content"": ""要是不够认真我就不会说出来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可没那么说""}, {""sex"": ""1"", ""content"": ""你确定吗？等会儿不要被我抓到哟""}, {""sex"": ""1"", ""content"": ""那你想要怎么说呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好可爱你""}, {""sex"": ""1"", ""content"": ""这么可爱想不想拥有呢？""}, {""sex"": ""1"", ""content"": ""就是这么可爱的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你起床啦""}, {""sex"": ""1"", ""content"": ""对啊，起来想你了。""}, {""sex"": ""1"", ""content"": ""梦里的你不见了，我当然得起床啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好怪""}, {""sex"": ""1"", ""content"": ""小仙女觉得哪里怪，说给我听听呀""}, {""sex"": ""1"", ""content"": ""不怪不怪，习惯就好啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天好怪""}, {""sex"": ""1"", ""content"": ""哪里怪啦，小仙女？""}, {""sex"": ""1"", ""content"": ""怪想我的是不是？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太喜欢了  怎么办""}, {""sex"": ""1"", ""content"": ""那就继续喜欢着呗。""}, {""sex"": ""1"", ""content"": ""手机给你支付密码给你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥撩我""}, {""sex"": ""1"", ""content"": ""自然因为我喜欢你。""}, {""sex"": ""1"", ""content"": ""撩你没有理由！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""关系挺好""}, {""sex"": ""1"", ""content"": ""我想让我们的关系变成亲密关系。""}, {""sex"": ""1"", ""content"": ""什么时候我们的关系也能变得这么好啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很久没联系""}, {""sex"": ""1"", ""content"": ""这时候联系一下就怕有点事。""}, {""sex"": ""1"", ""content"": ""那你现在联系是想要做点什么？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里善良了""}, {""sex"": ""1"", ""content"": ""心里不是善良的吗？""}, {""sex"": ""1"", ""content"": ""不知道，不过你可以劝我善良。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可能是我不会说话吧""}, {""sex"": ""1"", ""content"": ""没事，我来教你好不好？""}, {""sex"": ""1"", ""content"": ""懂你的心就好了，说不说话不重要。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直没时间""}, {""sex"": ""1"", ""content"": ""看来要约到小仙女的时间也是要靠天意的啊。""}, {""sex"": ""1"", ""content"": ""这么忙的吗，那你都不能好好休息了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢什么性格""}, {""sex"": ""1"", ""content"": ""我喜欢你这样的性格。""}, {""sex"": ""1"", ""content"": ""你觉得什么性格比较适合我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不去，睡觉""}, {""sex"": ""1"", ""content"": ""睡觉多没意思啊，去吧去吧。""}, {""sex"": ""1"", ""content"": ""那你就好好睡一觉吧，醒了记得给我发消息。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以聊天了""}, {""sex"": ""1"", ""content"": ""那我一定要好好和你聊天！""}, {""sex"": ""1"", ""content"": ""那我就陪你好好聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谈谈心""}, {""sex"": ""1"", ""content"": ""你是想知道我的心是什么样子的吗？""}, {""sex"": ""1"", ""content"": ""那我们就来好好谈谈吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我回家了哦""}, {""sex"": ""1"", ""content"": ""好，我在家等你哦。""}, {""sex"": ""1"", ""content"": ""不想让你回家，想把你留在身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嫌烦""}, {""sex"": ""1"", ""content"": ""这都忍受不了还怎么成终身大事？""}, {""sex"": ""1"", ""content"": ""就烦你就烦你，还要一辈子烦着你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有对象了。""}, {""sex"": ""1"", ""content"": ""你放心，我不会抢走你对象的。""}, {""sex"": ""1"", ""content"": ""只是对象而已，又不是老公，没结婚之前我都有机会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""唉……""}, {""sex"": ""1"", ""content"": ""不要说唉，要说爱，知道吗？""}, {""sex"": ""1"", ""content"": ""叹气容易老，小仙女可不能老。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让你看其他美女""}, {""sex"": ""1"", ""content"": ""在我眼里你是最美的。""}, {""sex"": ""1"", ""content"": ""哪里是美女，都没你漂亮。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做朋友比较好""}, {""sex"": ""1"", ""content"": ""好，反正情侣都是从朋友做起的。""}, {""sex"": ""1"", ""content"": ""做朋友是挺好的，但做恋人会更好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""五一节快乐""}, {""sex"": ""1"", ""content"": ""小仙女节日快乐呀，玩得开心哦。""}, {""sex"": ""1"", ""content"": ""又迎来了假期，好开心，小仙女有去哪玩吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""介意什么""}, {""sex"": ""1"", ""content"": ""介意你跟除了我以外的任何男生聊天""}, {""sex"": ""1"", ""content"": ""好像我也没有什么立场可以去介意什么""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没打算吃""}, {""sex"": ""1"", ""content"": ""怎么能不吃呢，一会肚子饿怎么办？""}, {""sex"": ""1"", ""content"": ""是不是打算要我喂你吃？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺闲的""}, {""sex"": ""1"", ""content"": ""我可是很忙很忙，忙着想你""}, {""sex"": ""1"", ""content"": ""我懂你意思了，在家等我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""清明扫墓""}, {""sex"": ""1"", ""content"": ""家里有没有叫你带着男朋友回家扫墓？""}, {""sex"": ""1"", ""content"": ""年年祭扫先人墓；处处犹存长者风。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[奸笑][奸笑][奸笑][奸笑][奸笑]""}, {""sex"": ""1"", ""content"": ""笑成这个样子，我有点怕怕的。""}, {""sex"": ""1"", ""content"": ""别笑了，我背后都开始发凉了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟你一样帅""}, {""sex"": ""1"", ""content"": ""难道不是我更胜一筹嘛？""}, {""sex"": ""1"", ""content"": ""可是我想做你心里的第一帅。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去看看""}, {""sex"": ""1"", ""content"": ""不准你看，你只能看我。""}, {""sex"": ""1"", ""content"": ""别去，你要留在我身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能好好说话吗？""}, {""sex"": ""1"", ""content"": ""我怕好好说话，你会控制不住自己的。""}, {""sex"": ""1"", ""content"": ""我怕说的太多，你会受不了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直在的""}, {""sex"": ""1"", ""content"": ""你若一直在，我便一直爱。""}, {""sex"": ""1"", ""content"": ""你一直都在我心里没走开过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直都在啊""}, {""sex"": ""1"", ""content"": ""那你一辈子都不许离开我。""}, {""sex"": ""1"", ""content"": ""还好你在，我梦到你不见了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""其实我是老阿姨""}, {""sex"": ""1"", ""content"": ""你给我一巴掌好不好？""}, {""sex"": ""2"", ""content"": ""为什么？""}, {""sex"": ""1"", ""content"": ""你这种这么好看的人，哪里可能是老阿姨。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""叫阿姨吧""}, {""sex"": ""1"", ""content"": ""明明是小姐姐干嘛非得让我叫阿姨呢。""}, {""sex"": ""1"", ""content"": ""不！你是仙女！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我才嘴笨呢""}, {""sex"": ""1"", ""content"": ""那我嘴对嘴教你如何呢？""}, {""sex"": ""1"", ""content"": ""嘴笨心不坏就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这都被你发现了呀""}, {""sex"": ""1"", ""content"": ""要是再不发现就发现不出来了。""}, {""sex"": ""1"", ""content"": ""我眼神这么好当然可以发现你啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笨蛋 笨蛋 笨蛋[敲打][敲打]""}, {""sex"": ""1"", ""content"": ""你再敲，我就更笨了。""}, {""sex"": ""1"", ""content"": ""做你一个人的笨蛋不好吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又养不起我""}, {""sex"": ""1"", ""content"": ""虽然养猪很难，但也不是养不起。""}, {""sex"": ""1"", ""content"": ""你这是在怀疑我的实力。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道么""}, {""sex"": ""1"", ""content"": ""不知道诶，小仙女快跟我说说""}, {""sex"": ""1"", ""content"": ""我竟然不知道，看来我是out了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太厉害了吧""}, {""sex"": ""1"", ""content"": ""我这么厉害还让你发现了，你才是最厉害的。""}, {""sex"": ""1"", ""content"": ""一般一般，世界第三呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女生不回信息""}, {""sex"": ""1"", ""content"": ""你再不回我的小心，我就要成狗不理包子了。""}, {""sex"": ""1"", ""content"": ""你不回消息的时候真的不好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还挺自恋""}, {""sex"": ""1"", ""content"": ""自恋是每个人与身俱来的特质。""}, {""sex"": ""1"", ""content"": ""难道你不自恋嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我笨笨的""}, {""sex"": ""1"", ""content"": ""一点都不笨啊，看起来挺聪明的。""}, {""sex"": ""1"", ""content"": ""难怪你的可爱有点笨呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""工作累死了""}, {""sex"": ""1"", ""content"": ""看到你这么累我觉得好心疼。""}, {""sex"": ""1"", ""content"": ""工作不要这么拼命，健康是最重要的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在烦着呢""}, {""sex"": ""1"", ""content"": ""那你就更应该跟我聊聊天，消解一下烦恼呀。""}, {""sex"": ""1"", ""content"": ""你可以跟我说说烦恼的事，或许心情就会好一些了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我怎么认识你""}, {""sex"": ""1"", ""content"": ""想认识的话，怎么认识都行啊。""}, {""sex"": ""1"", ""content"": ""添加微信一键认识。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在干嘛嗯""}, {""sex"": ""1"", ""content"": ""无聊死了，坐等小仙女撩我""}, {""sex"": ""1"", ""content"": ""没干嘛呢，一个人啥都干不了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有那么好看吗""}, {""sex"": ""1"", ""content"": ""我眼睛很好，你说呢。""}, {""sex"": ""1"", ""content"": ""你看着我的眼睛就知道你是好看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑死了""}, {""sex"": ""1"", ""content"": ""我还是希望你克制一下你的笑。""}, {""sex"": ""2"", ""content"": ""我笑你都要管啊。""}, {""sex"": ""1"", ""content"": ""笑死了我上哪找老婆啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑死我哈哈哈""}, {""sex"": ""1"", ""content"": ""别！笑死了我去哪看这么美的你""}, {""sex"": ""1"", ""content"": ""原来仙女的笑点也这么低。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真是懂我""}, {""sex"": ""1"", ""content"": ""喜欢你总得懂你吧。""}, {""sex"": ""1"", ""content"": ""我要是不懂你，还怎么了解你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以聊聊看""}, {""sex"": ""1"", ""content"": ""没准聊着聊着你就爱上我了。""}, {""sex"": ""1"", ""content"": ""嗯嗯，那小仙女想聊些什么呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是有女朋友""}, {""sex"": ""1"", ""content"": ""我女朋友不就是你吗！""}, {""sex"": ""1"", ""content"": ""我啥时候出现的女朋友啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不表示一下""}, {""sex"": ""1"", ""content"": ""你想要我怎么表示一下呢？""}, {""sex"": ""1"", ""content"": ""好的，我会好好表示。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们认识吗？""}, {""sex"": ""1"", ""content"": ""不认识不是正好吗？""}, {""sex"": ""2"", ""content"": ""什么意思？""}, {""sex"": ""1"", ""content"": ""认识的话就不好下手了呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你让着我""}, {""sex"": ""1"", ""content"": ""我肯定得让你这个小可爱呀。""}, {""sex"": ""1"", ""content"": ""老公当然得让着老婆。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你做什么工作的啊""}, {""sex"": ""1"", ""content"": ""我是一个小偷，专门为了偷心而来""}, {""sex"": ""1"", ""content"": ""我只有一个工作，那就是照顾你一辈子""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很高兴遇见你""}, {""sex"": ""1"", ""content"": ""和我在一起你会更高兴""}, {""sex"": ""1"", ""content"": ""更高兴的事情还在后面呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""高兴好几天""}, {""sex"": ""1"", ""content"": ""跟我聊天至于让你这么高兴嘛？""}, {""sex"": ""1"", ""content"": ""我会让你一辈子都觉得高兴的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不闻""}, {""sex"": ""1"", ""content"": ""很香的哦，你真的不闻吗？""}, {""sex"": ""1"", ""content"": ""闻一下嘛，肯定会让你感到惊讶的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有时候忙有时候不忙""}, {""sex"": ""1"", ""content"": ""那你不忙的时候就多找我聊天，好不好？""}, {""sex"": ""1"", ""content"": ""看来你们的工作量不太稳定哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你先猜""}, {""sex"": ""1"", ""content"": ""那我猜对了亲亲抱抱吗？""}, {""sex"": ""1"", ""content"": ""我猜你猜不懂我的心里喜欢谁""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有不舒服""}, {""sex"": ""1"", ""content"": ""没有就好，不然我要担心了""}, {""sex"": ""1"", ""content"": ""要是有哪里不舒服一定要第一时间告诉我哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我带不了""}, {""sex"": ""1"", ""content"": ""我帮你带，肯定能带上。""}, {""sex"": ""1"", ""content"": ""怎么了，难道是你太胖了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""每日开场""}, {""sex"": ""1"", ""content"": ""真想一睁开眼睛就看到你""}, {""sex"": ""1"", ""content"": ""今天的我比昨天的我更喜欢你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们会结婚吗""}, {""sex"": ""1"", ""content"": ""会啊，我们会结婚会相濡以沫会一起老去""}, {""sex"": ""1"", ""content"": ""要不我们先领个结婚证？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你别对我这么好""}, {""sex"": ""1"", ""content"": ""我要是不对你好，还能对谁好。""}, {""sex"": ""1"", ""content"": ""不好怎么让你变成我的女朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我聊天是收费滴""}, {""sex"": ""1"", ""content"": ""那就给我来一份五毛钱的聊天吧。""}, {""sex"": ""1"", ""content"": ""先聊着，等不聊了再算。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""也对我两还没在一起""}, {""sex"": ""1"", ""content"": ""那我们现在在一起如何？""}, {""sex"": ""1"", ""content"": ""刚才一秒前在一起了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""附近打招呼""}, {""sex"": ""1"", ""content"": ""你好，让你久等了，我终于来了""}, {""sex"": ""1"", ""content"": ""你好，天使你这次下凡是为了认识我的吗""}, {""sex"": ""1"", ""content"": ""我怕我再不打招呼你就跑了""}, {""sex"": ""1"", ""content"": ""我的眼光果然好，一找就找到你了""}, {""sex"": ""1"", ""content"": ""看到旁边有小仙女就是会忍不住打招呼呢""}, {""sex"": ""1"", ""content"": ""你好，我做微商，卖男朋友的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢笑呀""}, {""sex"": ""1"", ""content"": ""我喜欢你的笑。""}, {""sex"": ""1"", ""content"": ""笑得那么好看，害我都心动了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没笑呀""}, {""sex"": ""1"", ""content"": ""好想看看你真实的笑。""}, {""sex"": ""1"", ""content"": ""可是我能感觉到你很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有一点害羞""}, {""sex"": ""1"", ""content"": ""我看看，你害羞的小脸是不是红扑扑的啦？""}, {""sex"": ""1"", ""content"": ""害羞的话就躲到我怀里来，肯不能让别人看到你脸红的可爱模样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有办法啊""}, {""sex"": ""1"", ""content"": ""只不过是你还没有找到办法而已。""}, {""sex"": ""1"", ""content"": ""我替你想办法。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我能有什么办法""}, {""sex"": ""1"", ""content"": ""你的脑袋是摆设吗？当然要想想办法了。""}, {""sex"": ""1"", ""content"": ""亲我一下我就告诉你怎么办。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你自己吃嘛""}, {""sex"": ""1"", ""content"": ""是啊，自己吃饭总觉得没滋没味的。""}, {""sex"": ""1"", ""content"": ""在等你过来陪我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就不要理你""}, {""sex"": ""1"", ""content"": ""你是怕和我聊久了会爱上我才不理我的吧。""}, {""sex"": ""1"", ""content"": ""你会为你这个决定而后悔的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你忙的""}, {""sex"": ""1"", ""content"": ""等会儿，忙完了就马上来找你""}, {""sex"": ""1"", ""content"": ""不忙啦，我还是可以找你聊天的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可是个正经人""}, {""sex"": ""1"", ""content"": ""我怕是正经起来不是人吧。""}, {""sex"": ""1"", ""content"": ""好巧，我不是个正经人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡不香""}, {""sex"": ""1"", ""content"": ""没有我陪你睡肯定睡不香啊。""}, {""sex"": ""1"", ""content"": ""到我怀里来睡你就睡得香了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""北方""}, {""sex"": ""1"", ""content"": ""北方有佳人，绝世而独立""}, {""sex"": ""1"", ""content"": ""北方的女孩性格都很豪爽呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你幸苦了""}, {""sex"": ""1"", ""content"": ""不辛苦，反正有你陪着就好了。""}, {""sex"": ""1"", ""content"": ""辛苦之后总是会迎来的轻松的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""讨厌自己]""}, {""sex"": ""1"", ""content"": ""那就把你自己给我吧，我喜欢。""}, {""sex"": ""1"", ""content"": ""那怎么办，我喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吃就胖死了""}, {""sex"": ""1"", ""content"": ""胖着死总比瘦着死好吧。""}, {""sex"": ""1"", ""content"": ""胖点好啊，我麻麻很喜欢胖娃娃的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""留下来陪我吧""}, {""sex"": ""1"", ""content"": ""就算你不说，我也会留下来陪你的。""}, {""sex"": ""1"", ""content"": ""嗯，你需要我的时候我会一直在你身边的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还有很多""}, {""sex"": ""1"", ""content"": ""那是有多少啊，我好想知道。""}, {""sex"": ""1"", ""content"": ""不多了，正好可以来喜欢你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁叫你惹我生气""}, {""sex"": ""1"", ""content"": ""看来惹到小仙女了，我赶紧来赔罪。""}, {""sex"": ""1"", ""content"": ""惹你生气是我这辈子做过最错的事情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我懒啊""}, {""sex"": ""1"", ""content"": ""放心，我很勤快的。""}, {""sex"": ""1"", ""content"": ""那我们就懒在一起吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好矮哦""}, {""sex"": ""1"", ""content"": ""浓缩就是精华，知道吗？""}, {""sex"": ""1"", ""content"": ""没有比你矮就行了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃烧烤呢""}, {""sex"": ""1"", ""content"": ""不，你这是在罪恶的变胖呢。""}, {""sex"": ""1"", ""content"": ""吃烧烤的时候最适合来点茅台了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看一下嘛""}, {""sex"": ""1"", ""content"": ""就只是看一下而已嘛？！""}, {""sex"": ""1"", ""content"": ""不给你看，你又不是我老婆！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得我哪里好""}, {""sex"": ""1"", ""content"": ""那我可能要说半天了。""}, {""sex"": ""1"", ""content"": ""那我找几个词来说说你的好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""充会电""}, {""sex"": ""1"", ""content"": ""赶紧充，免得一会手机关机了。""}, {""sex"": ""1"", ""content"": ""要是咱们面对面聊天就不用烦恼充电的问题了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什区别""}, {""sex"": ""1"", ""content"": ""你在我心里，这就是最大的区别""}, {""sex"": ""1"", ""content"": ""没什么区别，都是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看你挺帅的""}, {""sex"": ""1"", ""content"": ""那必须的，不帅都对不起自己！""}, {""sex"": ""1"", ""content"": ""那你怎么还没被我给迷住呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好安静啊""}, {""sex"": ""1"", ""content"": ""突然感觉世界都安静下来了。""}, {""sex"": ""1"", ""content"": ""安安静静的想会儿你不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还不吃饭啊""}, {""sex"": ""1"", ""content"": ""这不是正好等你一起吗。""}, {""sex"": ""1"", ""content"": ""吃什么饭啊，看着你就饱了好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃饭了吗，""}, {""sex"": ""1"", ""content"": ""我特别想特别想和小仙女一起吃饭呢""}, {""sex"": ""1"", ""content"": ""吃饭了，可是看到你还能再吃一碗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和朋友去玩""}, {""sex"": ""1"", ""content"": ""唉，你什么时候才能和我去玩啊？""}, {""sex"": ""1"", ""content"": ""你先去探路，要是好玩以后带我去呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""意外意外""}, {""sex"": ""1"", ""content"": ""所有的意外都是缘分。""}, {""sex"": ""1"", ""content"": ""我和你就不是意外吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好尴尬哦""}, {""sex"": ""1"", ""content"": ""我们好好谈谈，不就不尴尬了""}, {""sex"": ""1"", ""content"": ""别尴尬了，喜欢我有什么尴尬啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没什么说的""}, {""sex"": ""1"", ""content"": ""等等，我还有喜欢你要说啊""}, {""sex"": ""1"", ""content"": ""要说的已经在梦里都说了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""附近的你""}, {""sex"": ""1"", ""content"": ""我在你心里。""}, {""sex"": ""1"", ""content"": ""为了遇见你我特地开了附近的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感情。""}, {""sex"": ""1"", ""content"": ""感情总是会找上你的。""}, {""sex"": ""1"", ""content"": ""你不就是我的感情吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不要等我了""}, {""sex"": ""1"", ""content"": ""对不起，我没有办法做到不等你""}, {""sex"": ""1"", ""content"": ""我等你这个小可爱不好吗？""}], ""lock"": 1}"
