"{""chat"": [{""sex"": ""1"", ""content"": ""好久不见了，没想到你比以前更漂亮了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""来个华丽的自我介绍跳过我们的陌生感""}, {""sex"": ""2"", ""content"": ""介绍什么?""}, {""sex"": ""1"", ""content"": ""当然是名字，你还想给我介绍身体？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么感觉出来的""}, {""sex"": ""1"", ""content"": ""我相信你用心去感觉，肯定能感觉出来。""}, {""sex"": ""1"", ""content"": ""对你有莫名的感觉，就感觉出来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子特别疼""}, {""sex"": ""1"", ""content"": ""是不是吃坏东西了，一定特别难受吧。""}, {""sex"": ""1"", ""content"": ""好想帮你揉一揉啊，或许你就会觉得好受一点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请我吃饭嘛""}, {""sex"": ""1"", ""content"": ""请！请你好好吃饭""}, {""sex"": ""1"", ""content"": ""除了请你吃饭没有其他的嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很丑吗""}, {""sex"": ""1"", ""content"": ""怎么会丑？明明很好看呀。""}, {""sex"": ""1"", ""content"": ""想听我说真话还是假话？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还是好疼""}, {""sex"": ""1"", ""content"": ""我好心疼，看你这么疼我却一点办法都没有""}, {""sex"": ""1"", ""content"": ""要是我能帮你揉一揉那该多好啊，或许疼痛就能减轻一点了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我手好疼""}, {""sex"": ""1"", ""content"": ""怎么这么不小心把手弄疼了？没我照顾就是不行。""}, {""sex"": ""1"", ""content"": ""呼一呼就不疼了，我帮你揉揉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也是开玩笑的""}, {""sex"": ""1"", ""content"": ""可是我却不小心给当真了。""}, {""sex"": ""1"", ""content"": ""谁又知道，我这玩笑也有认真的成分呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我摔了""}, {""sex"": ""1"", ""content"": ""摔哪了，哪里受伤了嘛？""}, {""sex"": ""1"", ""content"": ""以后你就不能好好保护自己啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""墙都不服，就服你。""}, {""sex"": ""1"", ""content"": ""那你扶好了，千万不要摔倒了。""}, {""sex"": ""1"", ""content"": ""墙一般都扛不住我的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没兴趣认识你""}, {""sex"": ""1"", ""content"": ""但是我有兴趣认识你。""}, {""sex"": ""1"", ""content"": ""兴趣可以培养的，我培养一个兴趣给你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不敢兴趣""}, {""sex"": ""1"", ""content"": ""没事，我对你感兴趣。""}, {""sex"": ""1"", ""content"": ""没事我敢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不知道不知道""}, {""sex"": ""1"", ""content"": ""好好好，你是仙女不知道也没关系。""}, {""sex"": ""1"", ""content"": ""不知道就不知道嘛，别这么暴躁。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备去洗""}, {""sex"": ""1"", ""content"": ""那你一定要好好洗澡知道不。""}, {""sex"": ""1"", ""content"": ""洗个舒舒服服的澡""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感冒是不可能的""}, {""sex"": ""1"", ""content"": ""没感冒就好，不然我就要担心了。""}, {""sex"": ""1"", ""content"": ""说这种话很危险的，你觉得不可能的事就是最有可能发生的事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开场白、""}, {""sex"": ""1"", ""content"": ""头像是你吗，我好像见过你""}, {""sex"": ""1"", ""content"": ""hi,你朋友圈的那碗鸡汤我喝了。""}, {""sex"": ""1"", ""content"": ""您好，请问有时间吗？我有个天想和您聊一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是你想太多了""}, {""sex"": ""1"", ""content"": ""我再不想多点，就没机会了。""}, {""sex"": ""1"", ""content"": ""梦想总是要有的，不小心实现了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我最近都很忙""}, {""sex"": ""1"", ""content"": ""在忙什么呢？可别让自己太累了。""}, {""sex"": ""1"", ""content"": ""都忙得没时间理我了，生气。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真是好孩子""}, {""sex"": ""1"", ""content"": ""这么好的孩子你就没点想法？""}, {""sex"": ""1"", ""content"": ""作为一个孩子真的是不容易啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早，刚睡醒""}, {""sex"": ""1"", ""content"": ""早啊，刚睡醒的小猫咪。""}, {""sex"": ""1"", ""content"": ""是不是漂亮的眼睛都还没睁开呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""难道不是吗？""}, {""sex"": ""1"", ""content"": ""这都让你发现我喜欢你了。""}, {""sex"": ""1"", ""content"": ""好吧 ，我承认我准备买礼物给你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也有缺点""}, {""sex"": ""1"", ""content"": ""放心，喜欢你就是喜欢你的全部。""}, {""sex"": ""1"", ""content"": ""人无完人，有缺点才是人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对帅哥没有抵抗力""}, {""sex"": ""1"", ""content"": ""我就知道你对我这个帅哥没有抵抗力。""}, {""sex"": ""1"", ""content"": ""那你也能理解我对你没有抵抗力是什么感觉了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可胖了""}, {""sex"": ""1"", ""content"": ""肉多抗揍，抱着还舒服""}, {""sex"": ""1"", ""content"": ""不胖点不然人生不圆满""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你讲笑话吧""}, {""sex"": ""1"", ""content"": ""那你可得配合我哦，不然我岂不是很没面子""}, {""sex"": ""1"", ""content"": ""自从我患上选择困难症，就再没玩过简单模式""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打架吗""}, {""sex"": ""1"", ""content"": ""我怕把你给打坏了。""}, {""sex"": ""1"", ""content"": ""打什么架啊，我们是来谈恋爱的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哎呦歪""}, {""sex"": ""1"", ""content"": ""哎呦喂，咋地了？""}, {""sex"": ""1"", ""content"": ""难不成你很嫉妒了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我起床了""}, {""sex"": ""1"", ""content"": ""起来要吃早餐哦。""}, {""sex"": ""1"", ""content"": ""我还以为你还要再赖床好一会儿呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是住在QQ里吗""}, {""sex"": ""1"", ""content"": ""我最近搬家去了微信，你要不来看看？""}, {""sex"": ""1"", ""content"": ""要是不住QQ里怎么马上回你消息呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""住我心里""}, {""sex"": ""1"", ""content"": ""我很霸道的，我要独占你的心。""}, {""sex"": ""1"", ""content"": ""那我要久居不走了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上 怎么跟女的聊天""}, {""sex"": ""1"", ""content"": ""今天查了天气预报，你注意带伞别被淋湿了""}, {""sex"": ""1"", ""content"": ""刚做好早餐，你起床没？""}, {""sex"": ""1"", ""content"": ""一觉睡到自然醒，感觉今天一整天都不会困了！""}, {""sex"": ""1"", ""content"": ""晚起毁一上午，早起毁一天啊。没睡饱上班好困，只能靠咖啡帮我撑一天了。""}, {""sex"": ""1"", ""content"": ""早，今天这条裙子蛮有气质啊""}, {""sex"": ""1"", ""content"": ""今天路上太堵了，还好没迟到，不然不光会错过上班时间，还会错过此时此刻的偶遇啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可是我不相信爱情""}, {""sex"": ""1"", ""content"": ""我会让你相信爱情的。""}, {""sex"": ""1"", ""content"": ""等你爱上我，就是爱情了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太麻烦""}, {""sex"": ""1"", ""content"": ""人与人之间的关系就是麻烦出来的呀。""}, {""sex"": ""1"", ""content"": ""虽然知道你不喜欢麻烦，但我还是想要麻烦你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真早""}, {""sex"": ""1"", ""content"": ""因为要早起跟美丽的小仙女道早安呀。""}, {""sex"": ""1"", ""content"": ""不早了，太阳已经升起来好久了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又不是没穷过""}, {""sex"": ""1"", ""content"": ""我不会让你继续过穷日子的。""}, {""sex"": ""1"", ""content"": ""你愿意陪我一起过苦日子吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你不和我说话""}, {""sex"": ""1"", ""content"": ""我是怕跟你说话会打扰到你呀。""}, {""sex"": ""1"", ""content"": ""我一直都在等你开口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""妈呀难受""}, {""sex"": ""1"", ""content"": ""怎么了，是不是哪里不舒服啊？""}, {""sex"": ""1"", ""content"": ""别难受别难受，有我陪着你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我换头像了""}, {""sex"": ""1"", ""content"": ""我又不瞎，早就看到了。""}, {""sex"": ""1"", ""content"": ""换了头像是不是可以开始喜欢我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可能。""}, {""sex"": ""1"", ""content"": ""世上无难事只怕有心人不是吗""}, {""sex"": ""1"", ""content"": ""一切皆有可能啊年轻人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可能呀""}, {""sex"": ""1"", ""content"": ""怎么不可能呢，一切皆有可能呀""}, {""sex"": ""1"", ""content"": ""是真的，你不要再欺骗自己了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好暖啊""}, {""sex"": ""1"", ""content"": ""我的怀抱更暖哦。""}, {""sex"": ""1"", ""content"": ""这个冬天，让我来温暖你的心吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自恋狂啊""}, {""sex"": ""1"", ""content"": ""你又不让我恋，那我只好自己恋咯。""}, {""sex"": ""1"", ""content"": ""我得先学着喜欢自己，然后再喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不怪你啊""}, {""sex"": ""1"", ""content"": ""就算你不怪我，我也觉得好自责啊""}, {""sex"": ""1"", ""content"": ""我知道是我的错，我会好好反省的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨帅哥""}, {""sex"": ""1"", ""content"": ""一开始嘴巴就这么甜的吗，小姐姐""}, {""sex"": ""1"", ""content"": ""看来美女都喜欢叫帅哥的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是嫌弃""}, {""sex"": ""1"", ""content"": ""那是什么，是喜欢吗？""}, {""sex"": ""1"", ""content"": ""不是嫌弃就好，不然我就要难过死了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""莫名其妙的心情不好""}, {""sex"": ""1"", ""content"": ""你放心我会负责哄好你的。""}, {""sex"": ""1"", ""content"": ""所以这时候才需要我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谈吗""}, {""sex"": ""1"", ""content"": ""跟你谈恋爱当然谈了。""}, {""sex"": ""1"", ""content"": ""我没有理由拒绝喜欢的人的请求。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""已经下雨了""}, {""sex"": ""1"", ""content"": ""下雨的时候我就特别想你。""}, {""sex"": ""1"", ""content"": ""有带伞吗？小心淋到雨了哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在下雨了""}, {""sex"": ""1"", ""content"": ""那你带伞了吗，可千万别被雨淋到了。""}, {""sex"": ""1"", ""content"": ""下雨天路滑，出门可要小心哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""讲清楚""}, {""sex"": ""1"", ""content"": ""你这么笨，我怎么讲你都听不清楚吧。""}, {""sex"": ""1"", ""content"": ""我还讲的不清楚吗？我说我喜欢你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我哪有爱情""}, {""sex"": ""1"", ""content"": ""你的爱情不就是我吗！""}, {""sex"": ""1"", ""content"": ""爱情不都在你那边吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我看你是在做梦""}, {""sex"": ""1"", ""content"": ""做你的春梦不好吗！""}, {""sex"": ""1"", ""content"": ""有你的梦，我岂能不做。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的快乐不见了""}, {""sex"": ""1"", ""content"": ""那我把我的快乐送给你好不好？""}, {""sex"": ""1"", ""content"": ""不是不见了，只是你藏起来了，我会让你重新感觉到快乐的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才是个傻子""}, {""sex"": ""1"", ""content"": ""傻子说谁呢？""}, {""sex"": ""1"", ""content"": ""不傻的话，也不会被你骗走了一整颗心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么大的太阳""}, {""sex"": ""1"", ""content"": ""最适合带一把雨伞出门！""}, {""sex"": ""1"", ""content"": ""这太阳公公看来是很眷顾你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""花语""}, {""sex"": ""1"", ""content"": ""满天星花语：思念、清纯、关心、甘愿做配角""}, {""sex"": ""1"", ""content"": ""勿忘我花语：永恒的爱，浓情厚谊，不要忘记我、真实的爱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""每天开场白""}, {""sex"": ""1"", ""content"": ""今天又是比昨天更想和你聊天的一天了！""}, {""sex"": ""1"", ""content"": ""你知道吗，昨天在梦里我梦到你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟朋友玩呢""}, {""sex"": ""1"", ""content"": ""在玩什么呢，我可以一起参加吗？""}, {""sex"": ""1"", ""content"": ""真羡慕你朋友，还能跟你一起玩呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对嘞""}, {""sex"": ""1"", ""content"": ""怎么啦，是有什么话想对我说吗？""}, {""sex"": ""1"", ""content"": ""其实我也有件事想跟你说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""习惯孤独""}, {""sex"": ""1"", ""content"": ""我就是来改变习惯的。""}, {""sex"": ""1"", ""content"": ""有了我，孤独你就不用再习惯了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道是不是真的""}, {""sex"": ""1"", ""content"": ""我也不知道，但我喜欢你肯定是真的。""}, {""sex"": ""1"", ""content"": ""真的假的都没关系，因为我只在乎你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我脸好大""}, {""sex"": ""1"", ""content"": ""这样我可以多亲你几下。""}, {""sex"": ""1"", ""content"": ""我脸小，配你正好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""花言巧语对我没用""}, {""sex"": ""1"", ""content"": ""那我要试试才知道对你有没有用呀。""}, {""sex"": ""1"", ""content"": ""我不会说太多花言巧语，我只会用行动来证明我对你的爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真能扯""}, {""sex"": ""1"", ""content"": ""毕竟我想跟你扯一个未来。""}, {""sex"": ""1"", ""content"": ""我最想跟你扯证了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不扯了""}, {""sex"": ""1"", ""content"": ""继续啊，我还要跟你扯一辈子呢。""}, {""sex"": ""1"", ""content"": ""你已经跟我牵扯不清了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直都开心""}, {""sex"": ""1"", ""content"": ""我跟你在一起的时候也特别开心。""}, {""sex"": ""1"", ""content"": ""希望你能一直做个快乐的小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遇上你是我的缘""}, {""sex"": ""1"", ""content"": ""或许是前世修来的福，才让我今生遇到你。""}, {""sex"": ""1"", ""content"": ""虽然这段缘来得有点晚，但终究是来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没发现""}, {""sex"": ""1"", ""content"": ""你这小可爱真的太好玩了。""}, {""sex"": ""2"", ""content"": ""嗯哼。""}, {""sex"": ""1"", ""content"": ""看来只有我来带你发现了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可无聊""}, {""sex"": ""1"", ""content"": ""无聊的你需要搭配一个有趣的我""}, {""sex"": ""1"", ""content"": ""无聊，那不如一起生娃养娃呀！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不介意有两个男朋友""}, {""sex"": ""1"", ""content"": ""但是我介意有人和我抢女朋友。""}, {""sex"": ""1"", ""content"": ""脚踩两只船很容易落入水中的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没干嘛呀！""}, {""sex"": ""1"", ""content"": ""没干嘛为什么我脑海里都是你呢。""}, {""sex"": ""1"", ""content"": ""那我们来干点什么吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[/敲打_GIF][/敲打_GIF]""}, {""sex"": ""1"", ""content"": ""我头铁！但也不能这么敲啊""}, {""sex"": ""1"", ""content"": ""只有我未来老婆才能打我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要好好珍惜我""}, {""sex"": ""1"", ""content"": ""那必须的，一定好好珍惜。""}, {""sex"": ""1"", ""content"": ""一个无价之宝，肯定得珍惜呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你见过吗""}, {""sex"": ""1"", ""content"": ""可能在上辈子某个地方见过吧。""}, {""sex"": ""1"", ""content"": ""我只知道见过你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是不是想我了啊""}, {""sex"": ""1"", ""content"": ""看来你已经知道我想你了呀。""}, {""sex"": ""1"", ""content"": ""难道我不想你，还能去想别人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发照片来看看""}, {""sex"": ""1"", ""content"": ""我怕你看见我的照片后会立刻爱上我。""}, {""sex"": ""1"", ""content"": ""你准备好接受我迷人的魅力了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你们男生为什么要女朋友呢？""}, {""sex"": ""1"", ""content"": ""那你们女生为什么要男朋友呢。""}, {""sex"": ""1"", ""content"": ""老婆的前身就是女朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累死我啦""}, {""sex"": ""1"", ""content"": ""那需不需要我给你按摩一下。""}, {""sex"": ""1"", ""content"": ""累并快乐着，这也是一种幸福。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近在追什么剧""}, {""sex"": ""1"", ""content"": ""我最近在看安家，还不错哦。""}, {""sex"": ""1"", ""content"": ""我已经好久没有追剧了，小仙女有好看的推荐吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在可烦""}, {""sex"": ""1"", ""content"": ""但是你烦着就不会烦了。""}, {""sex"": ""1"", ""content"": ""那你就把你的烦心事说出来吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要给我介绍对象""}, {""sex"": ""1"", ""content"": ""我把自己介绍给你好了。""}, {""sex"": ""1"", ""content"": ""可以啊，那你得告诉我你喜欢什么样的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""介绍""}, {""sex"": ""1"", ""content"": ""懒得向别人介绍 你直接说你是我的""}, {""sex"": ""1"", ""content"": ""想要我用什么方式介绍呢""}, {""sex"": ""1"", ""content"": ""性别男爱好女，你要是愿意，咱俩现在去领证""}, {""sex"": ""1"", ""content"": ""你有没有那种又好看又可爱脾气好的瞎子介绍一下给我""}, {""sex"": ""1"", ""content"": ""在我介绍之前你能先介绍一下自己吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""漂亮那么重要吗""}, {""sex"": ""1"", ""content"": ""你有了好看，漂亮就不重要了。""}, {""sex"": ""1"", ""content"": ""有时候好看是一种优势。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在干嘛""}, {""sex"": ""1"", ""content"": ""准备收拾一下自己，出个门。""}, {""sex"": ""1"", ""content"": ""你说我现在和你聊天还能干嘛呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""懂得挺多""}, {""sex"": ""1"", ""content"": ""这样才能做你的盖世英雄啊。""}, {""sex"": ""1"", ""content"": ""你要是遇到不会的我才能及时教你嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真的想要听理由吗""}, {""sex"": ""1"", ""content"": ""如果你愿意，我会听你的理由。""}, {""sex"": ""1"", ""content"": ""为什么不听呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""9月，哈哈哈，叫大姐叫大姐""}, {""sex"": ""1"", ""content"": ""大姐是不是叫老了，叫小姐姐如何？""}, {""sex"": ""1"", ""content"": ""大姐大！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是干什么工作""}, {""sex"": ""1"", ""content"": ""我是来做你男朋友的""}, {""sex"": ""1"", ""content"": ""我的工作比较特别，不方便透露呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说话不算数的小渣男""}, {""sex"": ""1"", ""content"": ""我说喜欢你就喜欢你了，怎么说话不算数了。""}, {""sex"": ""1"", ""content"": ""我一向言出必行""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""并不开心""}, {""sex"": ""1"", ""content"": ""你的开心离家出走了吗？我去把它抓回来！""}, {""sex"": ""1"", ""content"": ""你不开心的时候我的心情也跟着受影响了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是觉得累""}, {""sex"": ""1"", ""content"": ""那就休息会儿，等会儿就不累了。""}, {""sex"": ""1"", ""content"": ""那就安心躺在我身上就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""家里就我一个""}, {""sex"": ""1"", ""content"": ""那家里肯定都拿你当宝贝""}, {""sex"": ""1"", ""content"": ""那你是不是应该请我去家里喝茶了呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""许的什么愿望""}, {""sex"": ""1"", ""content"": ""愿望说出来，就不灵了。""}, {""sex"": ""1"", ""content"": ""等这个愿望发生了，我再和你说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢看什么书""}, {""sex"": ""1"", ""content"": ""我喜欢看你，不喜欢看书。""}, {""sex"": ""1"", ""content"": ""你可比书好看多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你给我的感觉""}, {""sex"": ""1"", ""content"": ""快说说你对我是什么感觉""}, {""sex"": ""1"", ""content"": ""就算你不说，我也知道你对我的感觉很好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可以。""}, {""sex"": ""1"", ""content"": ""女人说话都是说反话的，不可以就是可以""}, {""sex"": ""1"", ""content"": ""本法官宣布提议无效，驳回""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不在了""}, {""sex"": ""1"", ""content"": ""那我怎么感觉有人在说“我在”啊""}, {""sex"": ""1"", ""content"": ""可惜了我的好吃的，又没人分享了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会这样吗""}, {""sex"": ""1"", ""content"": ""你不会的，你可是与众不同的小仙女啊。""}, {""sex"": ""1"", ""content"": ""会也没关系，我允许你有一点点小毛病。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点晕了""}, {""sex"": ""1"", ""content"": ""你最好晕倒在我的怀里。""}, {""sex"": ""1"", ""content"": ""小仙女转圈圈有点晕了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""主动一点""}, {""sex"": ""1"", ""content"": ""这样我们就会有故事吗？""}, {""sex"": ""1"", ""content"": ""那我能主动和你约会吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有点毒""}, {""sex"": ""1"", ""content"": ""你不就是解药嘛！""}, {""sex"": ""1"", ""content"": ""再毒遇见你，就变成没毒的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不吃不饿""}, {""sex"": ""1"", ""content"": ""现在不吃，一会又要饿得嗷嗷叫了。""}, {""sex"": ""1"", ""content"": ""你不吃就算了，可饿着我的小仙女怎么行？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么觉得""}, {""sex"": ""1"", ""content"": ""我觉得很好，你很适合做我女朋友""}, {""sex"": ""1"", ""content"": ""我的想法对你来说重要嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又不是来探探找男朋友的""}, {""sex"": ""1"", ""content"": ""可我是来探探找女朋友的。""}, {""sex"": ""1"", ""content"": ""或许有可能你是来找我的呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不理我呀""}, {""sex"": ""1"", ""content"": ""你可是小仙女，我哪敢不理你呀。""}, {""sex"": ""1"", ""content"": ""没有不理你，我到现在才抽出空来呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你媳妇到处都是""}, {""sex"": ""1"", ""content"": ""你在我媳妇儿里面是最受宠的那个。""}, {""sex"": ""1"", ""content"": ""这不太好吧，别人没媳妇儿会揍我的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要栽在你怀里""}, {""sex"": ""1"", ""content"": ""那你栽吧，我准备好了。""}, {""sex"": ""1"", ""content"": ""怎么不是栽在我手心里呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早呀[偷笑]""}, {""sex"": ""1"", ""content"": ""哇，抓到小仙女啦！""}, {""sex"": ""1"", ""content"": ""早呀，我等小仙女的早安等了好久啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给我了解你""}, {""sex"": ""1"", ""content"": ""时间很长，你可以慢慢的去了解我。""}, {""sex"": ""1"", ""content"": ""给你次机会，一定要好好了解我呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真没感觉""}, {""sex"": ""1"", ""content"": ""感觉这种东西，慢慢培养就会有的。""}, {""sex"": ""1"", ""content"": ""话说这感觉真的很奇妙啊。""}], ""lock"": 1}"
